#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Braeden Burns,,,,"2FGM, Assist",Make 2 Pts,00:00:20.7,,,Clarkson University Golden Knights,SLS@CU,01/06/2025,1,19:47,"Braeden Burns, Lorenzo Rappa",Cut,,24 Braeden Burns > Cut > Flash > Make 2 Pts
2,Andrew Cowan,,,,2FGM,Make 2 Pts,00:00:25.8,,,St. Lawrence Saints,SLS@CU,01/06/2025,1,19:18,Andrew Cowan,Post Up,,24 Andrew Cowan > Post-Up > Left Block > Left Shoulder > Dribble Move > To Hook > Make 2 Pts
3,Braeden Burns,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:09.5,,,Clarkson University Golden Knights,SLS@CU,01/06/2025,1,19:07,"Braeden Burns, Aiden Macaulay",Cut,,24 Braeden Burns > Cut > Flash > Miss 2 Pts
4,Aiden Macaulay,,,,"Turnover, Steal",Turnover,00:00:10.8,,,St. Lawrence Saints,SLS@CU,01/06/2025,1,19:02,"Aiden Macaulay, Braeden Burns",Transition,,23 Aiden Macaulay > Transition > Ballhandler > Turnover
5,Steve DeRegis,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:10.1,,,Clarkson University Golden Knights,SLS@CU,01/06/2025,1,18:51,"Steve DeRegis, Gavin Macaulay",Spot Up,,5 Steve DeRegis > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
6,Andrew Cowan,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:27.7,,,St. Lawrence Saints,SLS@CU,01/06/2025,1,18:28,"Andrew Cowan, Finn Cork","P&R BH, P&R Roll Man",,10 Dan Anderson > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 24 Andrew Cowan > P&R Roll Man > Rolls to Basket > Miss 2 Pts
7,Finn Cork,,,,"2FGM, Assist",Make 2 Pts,00:00:11.7,,,Clarkson University Golden Knights,SLS@CU,01/06/2025,1,18:16,"Finn Cork, Lorenzo Rappa",Spot Up,,40 Finn Cork > Spot-Up > No Dribble Jumper > Open > Medium/17' to <3p > Make 2 Pts
8,Aiden Macaulay,,,,2FGm,Miss 2 Pts,00:00:24.5,,,St. Lawrence Saints,SLS@CU,01/06/2025,1,17:55,Aiden Macaulay,"P&R BH, Spot Up",,10 Dan Anderson > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 23 Aiden Macaulay > Spot-Up > Drives Left > Dribble Jumper > Short to < 17' > Miss 2 Pts
9,Dan Anderson,,,,"Off Reb, Turnover",Turnover,00:00:13.1,,,St. Lawrence Saints,SLS@CU,01/06/2025,1,17:55,Dan Anderson,Off Reb,,10 Dan Anderson > Offensive Rebound > Short > Turnover
10,Lorenzo Rappa,,,,"Turnover, Steal",Turnover,00:00:06.8,,,Clarkson University Golden Knights,SLS@CU,01/06/2025,1,17:20,"Lorenzo Rappa, Dan Anderson",,,0 Lorenzo Rappa > No Play Type > Turnover
11,Gavin Macaulay,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:10.1,,,St. Lawrence Saints,SLS@CU,01/06/2025,1,17:15,"Gavin Macaulay, Steve DeRegis",Transition,,13 Gavin Macaulay > Transition > Leak Outs > To Basket > Miss 2 Pts
12,Braeden Burns,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:12.4,,,Clarkson University Golden Knights,SLS@CU,01/06/2025,1,17:10,"Braeden Burns, Adam Dudzinski",Transition,,24 Braeden Burns > Transition > Left Wing > To Basket > Miss 2 Pts
13,Adam Dudzinski,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:07.3,,,St. Lawrence Saints,SLS@CU,01/06/2025,1,17:03,"Adam Dudzinski, Braeden Burns",Transition,,33 Adam Dudzinski > Transition > Ballhandler > Dribble Jumper > Long/3pt > Miss 3 Pts
14,Lorenzo Rappa,,,,Turnover,Turnover,00:00:10.3,,,Clarkson University Golden Knights,SLS@CU,01/06/2025,1,16:48,Lorenzo Rappa,Spot Up,,0 Lorenzo Rappa > Spot-Up > Drives Right > Turnover
15,Dan Anderson,,,,"2FGM, Foul",1 Pts,00:00:12.4,,,St. Lawrence Saints,SLS@CU,01/06/2025,1,16:35,"Dan Anderson, Finn Cork",P&R BH,,10 Dan Anderson > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Make 2 Pts Foul > 1 Pts
16,Dan Anderson,,,,FTM,Free Throw,00:00:09.5,,,St. Lawrence Saints,SLS@CU,01/06/2025,1,,Dan Anderson,,,10 Dan Anderson > Non Possession > Free Throw
17,Braeden Burns,,,,"2FGm, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:15.0,,,Clarkson University Golden Knights,SLS@CU,01/06/2025,1,16:33,"Braeden Burns, Andrew Cowan, Adam Dudzinski",Cut,,24 Braeden Burns > Cut > Flash > Miss 2 Pts
18,Dan Anderson,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:36.8,,,St. Lawrence Saints,SLS@CU,01/06/2025,1,16:10,"Dan Anderson, Finn Cork",Spot Up,,10 Dan Anderson > Spot-Up > Drives Right > To Basket > Miss 2 Pts
19,Braeden Burns,,,,"2FGM, Assist",Make 2 Pts,00:00:09.5,,,Clarkson University Golden Knights,SLS@CU,01/06/2025,1,15:59,"Braeden Burns, Finn Cork",Cut,,24 Braeden Burns > Cut > Basket > Make 2 Pts
20,Andrew Cowan,,,,"2FGM, Assist",Make 2 Pts,00:00:15.3,,,St. Lawrence Saints,SLS@CU,01/06/2025,1,15:39,"Andrew Cowan, Gavin Macaulay",Spot Up,,24 Andrew Cowan > Spot-Up > No Dribble Jumper > Open > Medium/17' to <3p > Make 2 Pts
21,Braeden Burns,,,,"2FGM, Foul, Assist",1 Pts,00:00:12.7,,,Clarkson University Golden Knights,SLS@CU,01/06/2025,1,15:25,"Braeden Burns, Jack Dalgety, Aiden Macaulay",Cut,,24 Braeden Burns > Cut > Basket > Make 2 Pts Foul > 1 Pts
22,Braeden Burns,,,,FTM,Free Throw,00:00:09.9,,,Clarkson University Golden Knights,SLS@CU,01/06/2025,1,,Braeden Burns,,,24 Braeden Burns > Non Possession > Free Throw
