#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Ryan Graham,,,,2FGM,Make 2 Pts,00:00:29.4,,,Mount St. Mary College Blue Knights,MSM@VC,11/23/2024,1,19:35,Ryan Graham,Handoff,13 Ryan Graham > Hand Off > From Dribble > Right > To Basket > Make 2 Pts
2,Nathan Denham,,,,,No Violation,00:00:32.7,,,Vassar Brewers,MSM@VC,11/23/2024,1,,Nathan Denham,,22 Nathan Denham > Non Possession > No Violation
3,Shea Fitzgerald,,,,"3FGm, Def Reb, Foul",Miss 3 Pts,00:00:12.3,,,Vassar Brewers,MSM@VC,11/23/2024,1,19:04,"Shea Fitzgerald, Connor Cyran, Sebastian Medina",Spot Up,3 Shea Fitzgerald > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
4,Ryan Graham,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:22.1,,,Mount St. Mary College Blue Knights,MSM@VC,11/23/2024,1,18:45,"Ryan Graham, Nathan Denham",P&R BH,13 Ryan Graham > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts
5,Kreekor Karageuzian,,,,,Miss 2 Pts,00:00:18.3,,,Vassar Brewers,MSM@VC,11/23/2024,1,,Kreekor Karageuzian,,4 Kreekor Karageuzian > Cut > Basket > Miss 2 Pts
6,Ryan Graham,,,,"3FGM, Assist",Make 3 Pts,00:00:12.8,,,Mount St. Mary College Blue Knights,MSM@VC,11/23/2024,1,18:24,"Ryan Graham, Connor Cyran",Transition,13 Ryan Graham > Transition > Left Wing > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
7,Nathan Denham,,,,"2FGM, Assist",Make 2 Pts,00:00:13.6,,,Vassar Brewers,MSM@VC,11/23/2024,1,18:11,"Nathan Denham, Sebastian Medina",Cut,22 Nathan Denham > Cut > Basket > Make 2 Pts
8,Connor Cyran,,,,"Foul, Turnover",Turnover,00:00:12.9,,,Mount St. Mary College Blue Knights,MSM@VC,11/23/2024,1,17:52,Connor Cyran,,21 Connor Cyran > No Play Type > Turnover
9,Shea Fitzgerald,,,,3FGm,Miss 3 Pts,00:00:19.8,,,Vassar Brewers,MSM@VC,11/23/2024,1,17:44,Shea Fitzgerald,Spot Up,3 Shea Fitzgerald > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
10,Sebastian Medina,,,,Off Reb,Run Offense,00:00:09.3,,,Vassar Brewers,MSM@VC,11/23/2024,1,,Sebastian Medina,Off Reb,5 Sebastian Medina > Offensive Rebound > Short > Run Offense
11,Sebastian Medina,,,,2FGm,Miss 2 Pts,00:00:18.5,,,Vassar Brewers,MSM@VC,11/23/2024,1,17:31,Sebastian Medina,Cut,5 Sebastian Medina > Cut > Flash > Miss 2 Pts
12,Nathan Denham,,,,"2FGM, Off Reb",Make 2 Pts,00:00:06.9,,,Vassar Brewers,MSM@VC,11/23/2024,1,17:31,Nathan Denham,Off Reb,22 Nathan Denham > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
13,Ryan Graham,,,,"Turnover, Steal",Turnover,00:00:20.0,,,Mount St. Mary College Blue Knights,MSM@VC,11/23/2024,1,17:05,"Ryan Graham, Sebastian Medina",P&R BH,13 Ryan Graham > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Turnover
14,Nathan Denham,,,,"Turnover, Steal",Turnover,00:00:11.0,,,Vassar Brewers,MSM@VC,11/23/2024,1,17:01,"Connor Cyran, Nathan Denham",Transition,22 Nathan Denham > Transition > Ballhandler > Turnover
15,Josiah Jones,,,,2FGm,Miss 2 Pts,00:00:14.9,,,Mount St. Mary College Blue Knights,MSM@VC,11/23/2024,1,16:55,Josiah Jones,Transition,22 Josiah Jones > Transition > Left Wing > To Basket > Miss 2 Pts
16,Matthew Walsh,,,,"2FGm, Off Reb",Miss 2 Pts,00:00:09.9,,,Mount St. Mary College Blue Knights,MSM@VC,11/23/2024,1,16:55,Matthew Walsh,Off Reb,2 Matthew Walsh > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
17,Avery Lee,,,,,Miss 2 Pts,00:00:13.4,,,Vassar Brewers,MSM@VC,11/23/2024,1,,Avery Lee,,2 Avery Lee > Transition > Right Wing > To Basket > Miss 2 Pts
18,Sebastian Medina,,,,,Run Offense,00:00:07.1,,,Vassar Brewers,MSM@VC,11/23/2024,1,,Sebastian Medina,,5 Sebastian Medina > Offensive Rebound > Short > Run Offense
19,Shea Fitzgerald,,,,Foul,Foul,00:00:11.6,,,Vassar Brewers,MSM@VC,11/23/2024,1,16:29,"Connor Cyran, Shea Fitzgerald",Spot Up,3 Shea Fitzgerald > Spot-Up > Drives Left > To Basket > Foul
20,Shea Fitzgerald,,,,,Free Throw,00:00:06.5,,,Vassar Brewers,MSM@VC,11/23/2024,1,,Shea Fitzgerald,,3 Shea Fitzgerald > Non Possession > Free Throw
21,Shea Fitzgerald,,,,FTM,Free Throw,00:00:05.9,,,Vassar Brewers,MSM@VC,11/23/2024,1,,Shea Fitzgerald,,3 Shea Fitzgerald > Non Possession > Free Throw
22,Brendan Graham,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:23.7,,,Mount St. Mary College Blue Knights,MSM@VC,11/23/2024,1,16:25,"Brendan Graham, Avery Lee",Spot Up,1 Brendan Graham > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
