#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Aidan Roy,,,,,No Violation,00:00:25.2,,,Skidmore Thoroughbreds,SKD@HAR,12/03/2024,1,,Aidan Roy,,,15 Aidan Roy > Non Possession > No Violation
2,Hakeem Daphnis,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:15.7,,,Skidmore Thoroughbreds,SKD@HAR,12/03/2024,1,19:32,"Hakeem Daphnis, Henry Perkins",P&R BH,,23 Hakeem Daphnis > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
3,Henry Perkins,,,,"2FGM, Assist",Make 2 Pts,00:00:18.3,,,Hartwick,SKD@HAR,12/03/2024,1,19:10,"Henry Perkins, John Bangel",Post Up,,34 Henry Perkins > Post-Up > Left Block > Left Shoulder > Dribble Move > To Basket > Make 2 Pts
4,Joey  Skoric,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:29.7,,,Skidmore Thoroughbreds,SKD@HAR,12/03/2024,1,18:45,"Joey Skoric, Brian Bonin",Cut,,14 Joey Skoric > Cut > Screen > Miss 2 Pts
5,Henry Perkins,,,,2FGm,Miss 2 Pts,00:00:20.9,,,Hartwick,SKD@HAR,12/03/2024,1,18:29,Henry Perkins,Post Up,,34 Henry Perkins > Post-Up > Right Block > Face-up > Drive Baseline > Miss 2 Pts
6,Henry Perkins,,,,"2FGM, Off Reb",Make 2 Pts,00:00:06.0,,,Hartwick,SKD@HAR,12/03/2024,1,18:29,Henry Perkins,Off Reb,,34 Henry Perkins > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
7,Hakeem Daphnis,,,,"3FGM, Assist",Make 3 Pts,00:00:31.7,,,Skidmore Thoroughbreds,SKD@HAR,12/03/2024,1,17:57,"Hakeem Daphnis, Aidan Roy",Spot Up,,23 Hakeem Daphnis > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
8,Brian Bonin,,,,3FGM,Make 3 Pts,00:00:23.2,,,Hartwick,SKD@HAR,12/03/2024,1,17:30,Brian Bonin,Iso,,2 Brian Bonin > ISO > Left > Early Jumper > Dribble Jumper > Long/3pt > Make 3 Pts
9,Charlie Fantom,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:31.3,,,Skidmore Thoroughbreds,SKD@HAR,12/03/2024,1,17:06,"Charlie Fantom, Henry Perkins",Spot Up,,5 Charlie Fantom > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
10,John Bangel,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:22.7,,,Hartwick,SKD@HAR,12/03/2024,1,16:48,"John Bangel, Hakeem Daphnis",Spot Up,,24 John Bangel > Spot-Up > No Dribble Jumper > Guarded > Medium/17' to <3p > Miss 2 Pts
11,Hakeem Daphnis,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:15.1,,,Skidmore Thoroughbreds,SKD@HAR,12/03/2024,1,16:39,"Brian Bonin, Hakeem Daphnis",Transition,,23 Hakeem Daphnis > Transition > Ballhandler > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
12,Mike Gitz,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.9,,,Hartwick,SKD@HAR,12/03/2024,1,16:30,"Mike Gitz, Aidan Roy",Transition,,0 Mike Gitz > Transition > Right Wing > Dribble Jumper > Long/3pt > Miss 3 Pts
13,Alexei Downie,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:16.5,,,Skidmore Thoroughbreds,SKD@HAR,12/03/2024,1,16:19,"Mike Gitz, Alexei Downie",Spot Up,,4 Alexei Downie > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
