#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Gavin Macaulay,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:29.5,,,Nichols,SLS@NIC,12/29/2024,1,19:41,"Gavin Macaulay, Jason Peters",Handoff,,13 Gavin Macaulay > Hand Off > From Stationary > Top > To Basket > Miss 2 Pts
2,Simon Percy,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:24.1,,,Nichols,SLS@NIC,12/29/2024,1,19:24,"Simon Percy, Adam Dudzinski",Spot Up,,15 Simon Percy > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
3,Gavin Macaulay,,,,"2FGM, Assist",Make 2 Pts,00:00:18.8,,,St. Lawrence Saints,SLS@NIC,12/29/2024,1,19:09,"Gavin Macaulay, Dan Anderson",Handoff,,13 Gavin Macaulay > Hand Off > From Dribble > Top > To Basket > Make 2 Pts
4,Javen Flowers-Smith,,,,"Turnover, Steal",Turnover,00:00:23.8,,,Nichols,SLS@NIC,12/29/2024,1,18:48,"Javen Flowers-Smith, Aiden Macaulay",,,0 Javen Flowers-Smith > No Play Type > Turnover
5,Adam Dudzinski,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:27.3,,,St. Lawrence Saints,SLS@NIC,12/29/2024,1,18:28,"Adam Dudzinski, Jason Peters",Off Screen,,33 Adam Dudzinski > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
6,Ethan Minarik,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:30.0,,,Nichols,SLS@NIC,12/29/2024,1,18:03,"Ethan Minarik, Aiden Macaulay",Spot Up,,13 Ethan Minarik > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
7,Aiden Macaulay,,,,"Turnover, Steal",Turnover,00:00:19.5,,,St. Lawrence Saints,SLS@NIC,12/29/2024,1,17:47,"Aiden Macaulay, Ethan Minarik",Handoff,,23 Aiden Macaulay > Hand Off > From Stationary > Left > Turnover
8,Ethan Minarik,,,,2FGM,Make 2 Pts,00:00:10.9,,,Nichols,SLS@NIC,12/29/2024,1,17:43,Ethan Minarik,Transition,,13 Ethan Minarik > Transition > Ballhandler > To Basket > Make 2 Pts
9,Andrew Cowan,,,,"2FGM, Assist",Make 2 Pts,00:00:21.8,,,St. Lawrence Saints,SLS@NIC,12/29/2024,1,17:15,"Andrew Cowan, Adam Dudzinski",Post Up,,24 Andrew Cowan > Post-Up > Left Block > Left Shoulder > Dribble Move > To Hook > Make 2 Pts
10,Ryan Savoy,,,,2FGM,Make 2 Pts,00:00:10.9,,,Nichols,SLS@NIC,12/29/2024,1,17:05,Ryan Savoy,Spot Up,,14 Ryan Savoy > Spot-Up > Drives Right > To Basket > Make 2 Pts
11,Dan Anderson,,,,"3FGM, Assist",Make 3 Pts,00:00:12.3,,,St. Lawrence Saints,SLS@NIC,12/29/2024,1,16:50,"Dan Anderson, Adam Dudzinski",P&R BH,,10 Dan Anderson > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts
12,Javen Flowers-Smith,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:27.5,,,Nichols,SLS@NIC,12/29/2024,1,16:21,"Javen Flowers-Smith, Dan Anderson",Spot Up,,0 Javen Flowers-Smith > Spot-Up > Drives Left > To Basket > Miss 2 Pts
13,Gavin Macaulay,,,,Foul,Non Shooting Foul,00:00:18.3,,,,SLS@NIC,12/29/2024,1,,Ethan Minarik,,,13 Gavin Macaulay > Non Possession > Non Shooting Foul
