#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Nathan Denham,,,,"2FGM, Assist",Make 2 Pts,00:00:20.7,,,Vassar Brewers,CU@VC,01/31/2025,1,19:43,"Nathan Denham, Sebastian Medina",Cut,,22 Nathan Denham > Cut > Flash > Make 2 Pts
2,Steve DeRegis,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:09.6,,,Clarkson University Golden Knights,CU@VC,01/31/2025,1,19:30,"Steve DeRegis, Kreekor Karageuzian",Cut,,5 Steve DeRegis > Cut > Screen > Miss 2 Pts
3,Nathan Denham,,,,2FGm,Miss 2 Pts,00:00:26.5,,,Vassar Brewers,CU@VC,01/31/2025,1,19:14,Nathan Denham,"P&R BH, Cut",,3 Shea Fitzgerald > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 22 Nathan Denham > Cut > Basket > Miss 2 Pts
4,Nathan Denham,,,,"2FGm, Off Reb, Def Reb",Miss 2 Pts,00:00:10.8,,,Vassar Brewers,CU@VC,01/31/2025,1,19:14,"Nathan Denham, Jack Dalgety",Off Reb,,22 Nathan Denham > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
5,Lorenzo Rappa,,,,Turnover,Turnover,00:00:22.6,,,Clarkson University Golden Knights,CU@VC,01/31/2025,1,18:54,Lorenzo Rappa,Spot Up,,0 Lorenzo Rappa > Spot-Up > Drives Left > Turnover
6,Sebastian Medina,,,,Turnover,Turnover,00:00:15.0,,,Vassar Brewers,CU@VC,01/31/2025,1,18:39,Sebastian Medina,Iso,,5 Sebastian Medina > ISO > Right > Drives Left > Defense Commits > Turnover
7,Steve DeRegis,,,,"3FGM, Assist",Make 3 Pts,00:00:14.4,,,Clarkson University Golden Knights,CU@VC,01/31/2025,1,18:29,"Steve DeRegis, Lorenzo Rappa",Spot Up,,5 Steve DeRegis > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
8,Avery Lee,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:15.2,,,Vassar Brewers,CU@VC,01/31/2025,1,18:10,"Avery Lee, Braeden Burns",P&R BH,,2 Avery Lee > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts
9,Finn Cork,,,,"Turnover, Steal",Turnover,00:00:13.4,,,Clarkson University Golden Knights,CU@VC,01/31/2025,1,17:52,"Finn Cork, Sebastian Medina",Post Up,,40 Finn Cork > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits > Turnover
10,Shea Fitzgerald,,,,3FGm,Miss 3 Pts,00:00:12.9,,,Vassar Brewers,CU@VC,01/31/2025,1,17:46,Shea Fitzgerald,Transition,,3 Shea Fitzgerald > Transition > Right Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
11,Braeden Burns,,,,"3FGM, Assist",Make 3 Pts,00:00:20.7,,,Clarkson University Golden Knights,CU@VC,01/31/2025,1,17:24,"Braeden Burns, Steve DeRegis",Spot Up,,24 Braeden Burns > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
12,Avery Lee,,,,Foul,Foul,00:00:27.3,,,Vassar Brewers,CU@VC,01/31/2025,1,17:00,"Lorenzo Rappa, Avery Lee",Post Up,,2 Avery Lee > Post-Up > Left Block > Left Shoulder > Dribble Move > To Basket > Foul
13,Avery Lee,,,,FTM,Free Throw,00:00:05.2,,,Vassar Brewers,CU@VC,01/31/2025,1,,Avery Lee,,,2 Avery Lee > Non Possession > Free Throw
14,Avery Lee,,,,FTM,Free Throw,00:00:05.1,,,Vassar Brewers,CU@VC,01/31/2025,1,,Avery Lee,,,2 Avery Lee > Non Possession > Free Throw
15,Lorenzo Rappa,,,,"3FGM, Assist",Make 3 Pts,00:00:23.1,,,Clarkson University Golden Knights,CU@VC,01/31/2025,1,16:42,"Lorenzo Rappa, Jack Dalgety","Post Up, Spot Up",,21 Jack Dalgety > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits > Ball Delivered > 0 Lorenzo Rappa > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
16,Nathan Denham,,,,Turnover,Turnover,00:00:13.7,,,Vassar Brewers,CU@VC,01/31/2025,1,16:26,Nathan Denham,"P&R BH, Cut",,2 Avery Lee > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits > Ball Delivered > 22 Nathan Denham > Cut > Basket > Turnover
17,Lorenzo Rappa,,,,"Turnover, Steal",Turnover,00:00:12.9,,,Clarkson University Golden Knights,CU@VC,01/31/2025,1,16:10,"Lorenzo Rappa, Nathan Denham",,,0 Lorenzo Rappa > No Play Type > Turnover
18,Shea Fitzgerald,,,,"2FGm, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:16.3,,,Vassar Brewers,CU@VC,01/31/2025,1,15:59,"Shea Fitzgerald, Steve DeRegis, Jack Dalgety",Post Up,,3 Shea Fitzgerald > Post-Up > Right Block > Right Shoulder > Dribble Move > To Jumper > Miss 2 Pts
19,Finn Cork,,,,"Turnover, Steal",Turnover,00:00:12.8,,,Clarkson University Golden Knights,CU@VC,01/31/2025,1,15:48,"Finn Cork, Shea Fitzgerald","P&R BH, P&R Roll Man",,24 Braeden Burns > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 40 Finn Cork > P&R Roll Man > Rolls to Basket > Turnover
20,Avery Lee,,,,"Turnover, Steal",Turnover,00:00:17.4,,,Vassar Brewers,CU@VC,01/31/2025,1,15:39,"Avery Lee, Lorenzo Rappa",P&R BH,,2 Avery Lee > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Turnover
21,Lorenzo Rappa,,,,Turnover,Turnover,00:00:20.9,,,Clarkson University Golden Knights,CU@VC,01/31/2025,1,15:22,Lorenzo Rappa,Spot Up,,0 Lorenzo Rappa > Spot-Up > Drives Right > Turnover
22,Alex Walters,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.5,,,Vassar Brewers,CU@VC,01/31/2025,1,15:07,"Alex Walters, Finn Cork","P&R BH, Spot Up",,2 Avery Lee > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 33 Alex Walters > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
23,Steve DeRegis,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:29.9,,,Clarkson University Golden Knights,CU@VC,01/31/2025,1,14:49,"Steve DeRegis, Nathan Denham",Spot Up,,5 Steve DeRegis > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
24,Kreekor Karageuzian,,,,Foul,Non Shooting Foul,00:00:18.0,,,,CU@VC,01/31/2025,1,,Finn Cork,,,4 Kreekor Karageuzian > Non Possession > Non Shooting Foul
