#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Zachary Mcfarland,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:31.9,,,Nazareth College Golden Flyers,RPI@NAZ,11/09/2024,1,19:35,"Zachary Mcfarland, Chuck Clemons","Post Up, Spot Up",25 Liam Hopwood > Post-Up > Right Block > Right Shoulder > Dribble Move > Defense Commits > Ball Delivered > 3 Zachary Mcfarland > Spot-Up > Drives Left > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
2,Andrew Deppe,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:28.9,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,19:12,"Andrew Deppe, Liam Hopwood",Cut,41 Andrew Deppe > Cut > Flash > Miss 2 Pts
3,Jaylen Savage,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:22.9,,,Nazareth College Golden Flyers,RPI@NAZ,11/09/2024,1,18:57,"Jaylen Savage, Dylan Matchett",Spot Up,12 Jaylen Savage > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
4,PJ Scalisi,,,,"Turnover, Steal",Turnover,00:00:16.5,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,18:44,"PJ Scalisi, Jaylen Savage",Post Up,23 PJ Scalisi > Post-Up > Right Block > Right Shoulder > Dribble Move > Defense Commits > Turnover
5,Jaylen Savage,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:14.9,,,Nazareth College Golden Flyers,RPI@NAZ,11/09/2024,1,18:28,"Jaylen Savage, Avery Eugster",P&R BH,12 Jaylen Savage > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts
6,Chuck Clemons,,,,,No Violation,00:00:12.9,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,,Chuck Clemons,,4 Chuck Clemons > Non Possession > No Violation
7,Chuck Clemons,,,,2FGM,Make 2 Pts,00:00:13.7,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,18:12,Chuck Clemons,P&R BH,4 Chuck Clemons > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Make 2 Pts
8,Tyler Putney,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:23.8,,,Nazareth College Golden Flyers,RPI@NAZ,11/09/2024,1,17:47,"Tyler Putney, Dylan Matchett",Spot Up,5 Tyler Putney > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
9,Dylan Matchett,,,,3FGm,Miss 3 Pts,00:00:35.1,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,17:21,Dylan Matchett,"Post Up, Spot Up",4 Chuck Clemons > Post-Up > Right Block > Right Shoulder > Dribble Move > Defense Commits > Ball Delivered > 32 Dylan Matchett > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
10,Andrew Deppe,,,,Off Reb,Run Offense,00:00:08.0,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,,Andrew Deppe,Off Reb,41 Andrew Deppe > Offensive Rebound > Long > Run Offense
11,Andrew Deppe,,,,"Foul, Turnover",Turnover,00:00:17.7,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,17:09,Andrew Deppe,,41 Andrew Deppe > No Play Type > Turnover
12,Zachary Mcfarland,,,,"Turnover, Steal",Turnover,00:00:20.6,,,Nazareth College Golden Flyers,RPI@NAZ,11/09/2024,1,16:45,"Zachary Mcfarland, Chuck Clemons",,3 Zachary Mcfarland > No Play Type > Turnover
13,Chuck Clemons,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:14.3,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,16:39,"Chuck Clemons, Luke Insley",Transition,4 Chuck Clemons > Transition > Ballhandler > To Basket > Miss 2 Pts
14,Tyler Putney,,,,2FGM,Make 2 Pts,00:00:17.7,,,Nazareth College Golden Flyers,RPI@NAZ,11/09/2024,1,16:26,Tyler Putney,Spot Up,5 Tyler Putney > Spot-Up > Drives Left > To Basket > Make 2 Pts
15,Andrew Deppe,,,,"2FGM, Assist",Make 2 Pts,00:00:25.4,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,16:04,"Andrew Deppe, Avery Eugster","Post Up, Cut",12 Avery Eugster > Post-Up > Right Block > Left Shoulder > Dribble Move > Defense Commits > Ball Delivered > 41 Andrew Deppe > Cut > Basket > Make 2 Pts
16,Luke Insley,,,,2FGM,Make 2 Pts,00:00:19.5,,,Nazareth College Golden Flyers,RPI@NAZ,11/09/2024,1,15:40,Luke Insley,P&R BH,14 Luke Insley > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > To Basket > Make 2 Pts
17,Avery Eugster,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:20.5,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,15:21,"Avery Eugster, Luke Insley",Spot Up,12 Avery Eugster > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
18,Jaylen Savage,,,,"2FGM, Foul",1 Pts,00:00:13.9,,,Nazareth College Golden Flyers,RPI@NAZ,11/09/2024,1,15:12,"Jaylen Savage, PJ Scalisi",Transition,12 Jaylen Savage > Transition > Right Wing > To Basket > Make 2 Pts Foul > 1 Pts
19,Jaylen Savage,,,,FTM,Free Throw,00:00:06.1,,,Nazareth College Golden Flyers,RPI@NAZ,11/09/2024,1,,Jaylen Savage,,12 Jaylen Savage > Non Possession > Free Throw
20,Abubacarr Camara,,,,3FGm,Miss 3 Pts,00:00:23.8,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,14:59,Abubacarr Camara,"Post Up, Spot Up",41 Andrew Deppe > Post-Up > Right Block > Face-up > Drive Middle > Defense Commits > Ball Delivered > 15 Abubacarr Camara > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
21,Pat White,,,,"2FGm, Off Reb, Def Reb",Miss 2 Pts,00:00:10.2,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,14:59,"Pat White, Ryan Broderick",Off Reb,33 Pat White > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
22,Tyler Putney,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:17.8,,,Nazareth College Golden Flyers,RPI@NAZ,11/09/2024,1,14:46,"Tyler Putney, Yechiel Stewart",Transition,5 Tyler Putney > Transition > Right Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
23,Yechiel Stewart,,,,,No Violation,00:00:10.4,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,,Yechiel Stewart,,22 Yechiel Stewart > Non Possession > No Violation
24,Dylan Matchett,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:13.3,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,14:35,"Dylan Matchett, Solomon Mcfarlane",Handoff,32 Dylan Matchett > Hand Off > From Stationary > Right > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
25,Jaylen Savage,,,,Foul,Non Shooting Foul,00:00:14.4,,,,RPI@NAZ,11/09/2024,1,,Dylan Matchett,,12 Jaylen Savage > Non Possession > Non Shooting Foul
26,Jaylen Savage,,,,Foul,Non Shooting Foul,00:00:17.0,,,,RPI@NAZ,11/09/2024,1,,Andrew Deppe,,12 Jaylen Savage > Non Possession > Non Shooting Foul
27,Merritt Holly,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:13.0,,,Nazareth College Golden Flyers,RPI@NAZ,11/09/2024,1,14:07,"Merritt Holly, Abubacarr Camara",Cut,30 Merritt Holly > Cut > Basket > Miss 2 Pts
28,Merritt Holly,,,,"Foul, Turnover",Turnover,00:00:07.4,,,Nazareth College Golden Flyers,RPI@NAZ,11/09/2024,1,14:04,Merritt Holly,,30 Merritt Holly > No Play Type > Turnover
29,Yechiel Stewart,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:23.9,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,13:46,"Yechiel Stewart, Solomon Mcfarlane",P&R BH,22 Yechiel Stewart > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
30,Jaylen Savage,,,,Foul,Non Shooting Foul,00:00:15.3,,,,RPI@NAZ,11/09/2024,1,,Abubacarr Camara,,12 Jaylen Savage > Non Possession > Non Shooting Foul
31,Merritt Holly,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:25.7,,,Nazareth College Golden Flyers,RPI@NAZ,11/09/2024,1,13:13,"Merritt Holly, Nate Tawiah-Boateng","P&R BH, P&R Roll Man",14 Luke Insley > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 30 Merritt Holly > P&R Roll Man > Rolls to Basket > Miss 2 Pts
32,Chuck Clemons,,,,,No Violation,00:00:06.9,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,,Chuck Clemons,,4 Chuck Clemons > Non Possession > No Violation
33,Pat White,,,,Foul,Non Shooting Foul,00:00:20.6,,,,RPI@NAZ,11/09/2024,1,,Jaylen Savage,,33 Pat White > Non Possession > Non Shooting Foul
34,Avery Eugster,,,,"Turnover, Steal",Turnover,00:00:14.7,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,12:45,"Avery Eugster, Solomon Mcfarlane",Post Up,12 Avery Eugster > Post-Up > Right Block > Right Shoulder > Dribble Move > Defense Commits > Turnover
35,Solomon Mcfarlane,,,,"3FGm, Def Reb, Foul",Miss 3 Pts,00:00:16.3,,,Nazareth College Golden Flyers,RPI@NAZ,11/09/2024,1,12:37,"Solomon Mcfarlane, Chuck Clemons, Liam Hopwood",Spot Up,1 Solomon Mcfarlane > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
36,Nate Tawiah-Boateng,,,,Turnover,Turnover,00:00:21.3,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,12:16,Nate Tawiah-Boateng,,11 Nate Tawiah-Boateng > No Play Type > Turnover
37,Luke Insley,,,,"Turnover, Steal",Turnover,00:00:15.8,,,Nazareth College Golden Flyers,RPI@NAZ,11/09/2024,1,11:58,"Luke Insley, Chuck Clemons",,14 Luke Insley > No Play Type > Turnover
38,Chuck Clemons,,,,2FGM,Make 2 Pts,00:00:09.3,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,11:53,Chuck Clemons,Transition,4 Chuck Clemons > Transition > Ballhandler > To Basket > Make 2 Pts
39,Liam Hopwood,,,,"2FGM, Assist",Make 2 Pts,00:00:20.5,,,Nazareth College Golden Flyers,RPI@NAZ,11/09/2024,1,11:33,"Liam Hopwood, Solomon Mcfarlane",Cut,25 Liam Hopwood > Cut > Basket > Make 2 Pts
40,Pat White,,,,3FGm,Miss 3 Pts,00:00:15.7,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,11:19,Pat White,Transition,33 Pat White > Transition > Left Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
41,Nate Tawiah-Boateng,,,,Off Reb,Run Offense,00:00:06.6,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,,Nate Tawiah-Boateng,Off Reb,11 Nate Tawiah-Boateng > Offensive Rebound > Short > Run Offense
42,Chuck Clemons,,,,2FGM,Make 2 Pts,00:00:19.4,,,Rensselaer Polytechnic,RPI@NAZ,11/09/2024,1,11:03,Chuck Clemons,Handoff,4 Chuck Clemons > Hand Off > From Stationary > Top > Dribble Jumper > Short to < 17' > Make 2 Pts
43,Solomon Mcfarlane,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:25.7,,,Nazareth College Golden Flyers,RPI@NAZ,11/09/2024,1,10:34,"Solomon Mcfarlane, Avery Eugster","P&R BH, Spot Up",14 Luke Insley > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 1 Solomon Mcfarlane > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
