#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Chase Dickens,,,,"3FGM, Assist",Make 3 Pts,00:00:32.2,,,Rochester Institute of Technology Tigers,SJC@RIT,11/23/2024,1,19:33,"Chase Dickens, Matt Caggiano",Off Screen,11 Chase Dickens > Off Screen > To Shooter's Left > Flare > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
2,Giovanni Schillaci,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:13.8,,,St. John Fisher Cardinals,SJC@RIT,11/23/2024,1,19:17,"Giovanni Schillaci, Kenny Wilburn",Handoff,15 Giovanni Schillaci > Hand Off > From Stationary > Right > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
3,Kenny Wilburn,,,,"2FGM, Assist",Make 2 Pts,00:00:20.8,,,Rochester Institute of Technology Tigers,SJC@RIT,11/23/2024,1,19:03,"Kenny Wilburn, Matt Caggiano",Spot Up,3 Kenny Wilburn > Spot-Up > Drives Left > Dribble Jumper > Short to < 17' > Make 2 Pts
4,Eric Kegler,,,,"Turnover, Steal",Turnover,00:00:17.4,,,St. John Fisher Cardinals,SJC@RIT,11/23/2024,1,18:36,"Matt Caggiano, Eric Kegler",P&R BH,10 Eric Kegler > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Turnover
5,Brock Bowen,,,,"3FGM, Assist",Make 3 Pts,00:00:12.2,,,Rochester Institute of Technology Tigers,SJC@RIT,11/23/2024,1,18:31,"Brock Bowen, Matt Caggiano",Transition,10 Brock Bowen > Transition > Left Wing > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
6,Eric Kegler,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:16.2,,,St. John Fisher Cardinals,SJC@RIT,11/23/2024,1,18:11,"Chase Dickens, Eric Kegler","Post Up, Cut",50 Connor Williams > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits > Ball Delivered > 10 Eric Kegler > Cut > Basket > Miss 2 Pts
7,Nolan Smih,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:14.3,,,Rochester Institute of Technology Tigers,SJC@RIT,11/23/2024,1,17:55,"Connor Williams, Nolan Smih","P&R BH, Spot Up",5 Matt Caggiano > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 22 Nolan Smih > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
8,josh Lopez,,,,"Turnover, Steal",Turnover,00:00:25.7,,,St. John Fisher Cardinals,SJC@RIT,11/23/2024,1,17:34,"josh Lopez, Kenny Wilburn",,23 josh Lopez > No Play Type > Turnover
9,Chase Dickens,,,,2FGm,Miss 2 Pts,00:00:13.6,,,Rochester Institute of Technology Tigers,SJC@RIT,11/23/2024,1,17:29,Chase Dickens,Transition,11 Chase Dickens > Transition > First Middle > To Basket > Miss 2 Pts
10,Kenny Wilburn,,,,"2FGM, Off Reb",Make 2 Pts,00:00:07.4,,,Rochester Institute of Technology Tigers,SJC@RIT,11/23/2024,1,17:29,Kenny Wilburn,Off Reb,3 Kenny Wilburn > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
