#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Tanner Tedesco,,,,"3FGM, Assist",Make 3 Pts,00:00:28.2,,,Union (NY) Chargers,Bar@UNY,01/07/2025,1,19:32,"Tanner Tedesco, Matthew Garside",P&R BH,,5 Tanner Tedesco > P&R Ball Handler > High P&R > Takes Early Jump Shot > Dribble Jumper > Long/3pt > Make 3 Pts
2,Sean Wilcox,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.5,,,Bard College,Bar@UNY,01/07/2025,1,19:20,"Sean Wilcox, Brendan Reid",Spot Up,,31 Sean Wilcox > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
3,Matthew Garside,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:30.5,,,Union (NY) Chargers,Bar@UNY,01/07/2025,1,18:55,"Matthew Garside, Azriel Almodovar",Spot Up,,12 Matthew Garside > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
4,Ahmad Rauf,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:12.7,,,Bard College,Bar@UNY,01/07/2025,1,18:47,"Ahmad Rauf, Tanner Tedesco",Transition,,1 Ahmad Rauf > Transition > Right Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
5,Jack Plesser,,,,2FGM,Make 2 Pts,00:00:25.9,,,Union (NY) Chargers,Bar@UNY,01/07/2025,1,18:25,Jack Plesser,Iso,,33 Jack Plesser > ISO > Top > Drives Right > To Basket > Make 2 Pts
6,Laz Panagiotounis,,,,3FGm,Miss 3 Pts,00:00:27.5,,,Bard College,Bar@UNY,01/07/2025,1,18:01,Laz Panagiotounis,P&R BH,,15 Laz Panagiotounis > P&R Ball Handler > High P&R > Go Away from Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
7,Tanner Tedesco,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:17.4,,,Union (NY) Chargers,Bar@UNY,01/07/2025,1,17:38,"Tanner Tedesco, Ahmad Rauf",Handoff,,5 Tanner Tedesco > Hand Off > From Stationary > Top > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
8,Laz Panagiotounis,,,,2FGM,Make 2 Pts,00:00:15.3,,,Bard College,Bar@UNY,01/07/2025,1,17:25,Laz Panagiotounis,Handoff,,15 Laz Panagiotounis > Hand Off > From Dribble > Left > To Basket > Make 2 Pts
9,Tanner Tedesco,,,,Turnover,Turnover,00:00:10.4,,,Union (NY) Chargers,Bar@UNY,01/07/2025,1,17:16,Tanner Tedesco,Transition,,5 Tanner Tedesco > Transition > Ballhandler > Turnover
10,Ahmad Rauf,,,,"Turnover, Steal",Turnover,00:00:16.6,,,Bard College,Bar@UNY,01/07/2025,1,17:16,"Ahmad Rauf, Brendan Reid",Off Screen,,1 Ahmad Rauf > Off Screen > To Shooter's Left > Straight > Turnover
11,Neil Daterao,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:22.8,,,Union (NY) Chargers,Bar@UNY,01/07/2025,1,17:16,"Neil Daterao, Rowan Heinze",Off Screen,,21 Neil Daterao > Off Screen > To Shooter's Left > Straight > Dribble Jumper > Short to < 17' > Miss 2 Pts
12,Laz Panagiotounis,,,,Turnover,Turnover,00:00:13.2,,,Bard College,Bar@UNY,01/07/2025,1,17:16,Laz Panagiotounis,Handoff,,15 Laz Panagiotounis > Hand Off > From Dribble > Left > Turnover
13,Jack Plesser,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:16.4,,,Union (NY) Chargers,Bar@UNY,01/07/2025,1,16:20,"Jack Plesser, Sean Wilcox",Cut,,33 Jack Plesser > Cut > Basket > Miss 2 Pts
14,Azriel Almodovar,,,,"Turnover, Steal",Turnover,00:00:13.3,,,Bard College,Bar@UNY,01/07/2025,1,15:58,"Azriel Almodovar, Matthew Garside",Post Up,,4 Azriel Almodovar > Post-Up > Left Block > Right Shoulder > Dribble Move > Defense Commits > Turnover
