#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Aidan Roy,,,,"2FGM, Assist",Make 2 Pts,00:00:30.9,,,Skidmore Thoroughbreds,RIT@SKD,01/17/2025,1,19:35,"Aidan Roy, Hakeem Daphnis","P&R BH, Spot Up",,23 Hakeem Daphnis > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 15 Aidan Roy > Spot-Up > Drives Left > Dribble Jumper > Medium/17' to <3p > Make 2 Pts
2,Matt Caggiano,,,,3FGm,Miss 3 Pts,00:00:21.9,,,Rochester Institute of Technology Tigers,RIT@SKD,01/17/2025,1,19:12,Matt Caggiano,Spot Up,,5 Matt Caggiano > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
3,Brody Brown,,,,Off Reb,Run Offense,00:00:09.7,,,Rochester Institute of Technology Tigers,RIT@SKD,01/17/2025,1,,Brody Brown,Off Reb,,12 Brody Brown > Offensive Rebound > Long > Run Offense
4,Kenny Wilburn,,,,"Turnover, Steal",Turnover,00:00:19.6,,,Rochester Institute of Technology Tigers,RIT@SKD,01/17/2025,1,19:00,"Kenny Wilburn, Charlie Fantom",Post Up,,3 Kenny Wilburn > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits > Turnover
5,Charlie Fantom,,,,,No Violation,00:00:09.2,,,Skidmore Thoroughbreds,RIT@SKD,01/17/2025,1,,Charlie Fantom,,,5 Charlie Fantom > Non Possession > No Violation
6,Aidan Roy,,,,2FGm,Miss 2 Pts,00:00:19.0,,,Skidmore Thoroughbreds,RIT@SKD,01/17/2025,1,18:41,Aidan Roy,P&R BH,,15 Aidan Roy > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
7,Jack LaGarde,,,,Off Reb,Run Offense,00:00:10.6,,,Skidmore Thoroughbreds,RIT@SKD,01/17/2025,1,,Jack LaGarde,Off Reb,,32 Jack LaGarde > Offensive Rebound > Short > Run Offense
8,Charlie Fantom,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:19.6,,,Skidmore Thoroughbreds,RIT@SKD,01/17/2025,1,18:34,"Charlie Fantom, Kenny Wilburn",Spot Up,,5 Charlie Fantom > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
9,Brock Bowen,,,,"Turnover, Steal",Turnover,00:00:18.9,,,Rochester Institute of Technology Tigers,RIT@SKD,01/17/2025,1,18:21,"Brock Bowen, Charlie Fantom",P&R BH,,10 Brock Bowen > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Turnover
10,Charlie Fantom,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:18.9,,,Skidmore Thoroughbreds,RIT@SKD,01/17/2025,1,18:12,"Charlie Fantom, Brody Brown",Spot Up,,5 Charlie Fantom > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
