#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Jaden Jauregui,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:19.5,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,19:46,"Jaden Jauregui, Azriel Almodovar",Off Screen,,13 Jaden Jauregui > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
2,Sean Wilcox,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:25.3,,,Bard College,UNY@Bar,12/12/2024,1,19:24,"Sean Wilcox, Jack Plesser",Post Up,,31 Sean Wilcox > Post-Up > Right Block > Right Shoulder > Dribble Move > To Hook > Miss 2 Pts
3,Christian Dufort,,,,"2FGM, Assist",Make 2 Pts,00:00:08.5,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,19:19,"Christian Dufort, Tanner Tedesco",Transition,,24 Christian Dufort > Transition > Leak Outs > To Basket > Make 2 Pts
4,Laz Panagiotounis,,,,3FGm,Miss 3 Pts,00:00:19.3,,,Bard College,UNY@Bar,12/12/2024,1,18:59,Laz Panagiotounis,"P&R BH, Spot Up",,31 Sean Wilcox > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 15 Laz Panagiotounis > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
5,Tanner Tedesco,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:24.9,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,18:28,"Tanner Tedesco, Ahmad Rauf",P&R BH,,5 Tanner Tedesco > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts
6,Laz Panagiotounis,,,,Foul,Non Shooting Foul,00:00:13.4,,,,UNY@Bar,12/12/2024,1,,Jaden Jauregui,,,15 Laz Panagiotounis > Non Possession > Non Shooting Foul
7,Azriel Almodovar,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:13.7,,,Bard College,UNY@Bar,12/12/2024,1,18:06,"Azriel Almodovar, Christian Dufort","P&R BH, Spot Up",,15 Laz Panagiotounis > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 4 Azriel Almodovar > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
8,Christian Dufort,,,,"2FGM, Assist",Make 2 Pts,00:00:14.1,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,17:56,"Christian Dufort, Tanner Tedesco",Transition,,24 Christian Dufort > Transition > Trailer > To Basket > Make 2 Pts
9,Laz Panagiotounis,,,,"2FGm, Def Reb, Foul",Miss 2 Pts,00:00:20.4,,,Bard College,UNY@Bar,12/12/2024,1,17:32,"Laz Panagiotounis, Jack Plesser, Sean Wilcox",P&R BH,,15 Laz Panagiotounis > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
10,Christian Dufort,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:16.2,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,17:13,"Christian Dufort, Rowan Heinze",Off Screen,,24 Christian Dufort > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
11,Rowan Heinze,,,,2FGM,Make 2 Pts,00:00:14.8,,,Bard College,UNY@Bar,12/12/2024,1,16:56,Rowan Heinze,Iso,,21 Rowan Heinze > ISO > Left > Drives Left > To Basket > Make 2 Pts
12,Jack Plesser,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:14.3,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,16:39,"Jack Plesser, Azriel Almodovar",Post Up,,33 Jack Plesser > Post-Up > Right Block > Left Shoulder > Dribble Move > To Jumper > Miss 2 Pts
13,Laz Panagiotounis,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:17.9,,,Bard College,UNY@Bar,12/12/2024,1,16:26,"Laz Panagiotounis, Brendan Reid",Transition,,15 Laz Panagiotounis > Transition > Left Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
14,Jack Plesser,,,,2FGM,Make 2 Pts,00:00:16.7,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,16:15,Jack Plesser,,,33 Jack Plesser > No Play Type > Dribble Jumper > Short to < 17' > Make 2 Pts
15,Ahmad Rauf,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:10.9,,,Bard College,UNY@Bar,12/12/2024,1,16:01,"Ahmad Rauf, Brendan Reid","Post Up, Spot Up",,21 Rowan Heinze > Post-Up > Right Block > Defense Commits > Ball Delivered > 1 Ahmad Rauf > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
16,Jaden Jauregui,,,,2FGM,Make 2 Pts,00:00:21.9,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,15:36,Jaden Jauregui,Spot Up,,13 Jaden Jauregui > Spot-Up > Drives Left > To Basket > Make 2 Pts
17,Laz Panagiotounis,,,,2FGM,Make 2 Pts,00:00:20.0,,,Bard College,UNY@Bar,12/12/2024,1,15:19,Laz Panagiotounis,Spot Up,,15 Laz Panagiotounis > Spot-Up > Drives Left > To Basket > Make 2 Pts
18,Brendan Reid,,,,"2FGm, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:23.7,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,14:57,"Brendan Reid, Sean Wilcox, Azriel Almodovar","Post Up, Spot Up",,33 Jack Plesser > Post-Up > Left Block > Left Shoulder > Dribble Move > Defense Commits > Ball Delivered > 32 Brendan Reid > Spot-Up > Drives Right > To Basket > Miss 2 Pts
19,Jalen Umstead,,,,"3FGM, Assist",Make 3 Pts,00:00:14.9,,,Bard College,UNY@Bar,12/12/2024,1,14:48,"Jalen Umstead, Azriel Almodovar",Transition,,33 Jalen Umstead > Transition > Trailer > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
20,Christian Dufort,,,,2FGm,Miss 2 Pts,00:00:16.7,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,14:31,Christian Dufort,"P&R BH, Spot Up",,5 Tanner Tedesco > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits > Ball Delivered > 24 Christian Dufort > Spot-Up > Drives Right > To Basket > Miss 2 Pts
21,Brendan Reid,,,,"Off Reb, Foul",Foul,00:00:08.9,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,14:31,"Brendan Reid, Jalen Umstead",Off Reb,,32 Brendan Reid > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul
22,Brendan Reid,,,,FTM,Free Throw,00:00:06.5,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,,Brendan Reid,,,32 Brendan Reid > Non Possession > Free Throw
23,Brendan Reid,,,,FTM,Free Throw,00:00:05.9,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,,Brendan Reid,,,32 Brendan Reid > Non Possession > Free Throw
24,Max Frei,,,,"2FGM, Assist",Make 2 Pts,00:00:08.2,,,Bard College,UNY@Bar,12/12/2024,1,14:23,"Max Frei, Azriel Almodovar",Cut,,23 Max Frei > Cut > Basket > Make 2 Pts
25,Christian Dufort,,,,Foul,Non Shooting Foul,00:00:18.1,,,,UNY@Bar,12/12/2024,1,,Max Frei,,,24 Christian Dufort > Non Possession > Non Shooting Foul
26,Christian Dufort,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:13.1,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,14:02,"Christian Dufort, Sean Wilcox",Spot Up,,24 Christian Dufort > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
27,Sean Wilcox,,,,"3FGM, Assist",Make 3 Pts,00:00:23.7,,,Bard College,UNY@Bar,12/12/2024,1,13:41,"Sean Wilcox, Jalen Umstead",Spot Up,,31 Sean Wilcox > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
28,Tanner Tedesco,,,,3FGm,Miss 3 Pts,00:00:17.1,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,13:20,Tanner Tedesco,P&R BH,,5 Tanner Tedesco > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
29,Sean Wilcox,,,,"2FGM, Assist",Make 2 Pts,00:00:16.5,,,Bard College,UNY@Bar,12/12/2024,1,13:02,"Sean Wilcox, Azriel Almodovar","P&R BH, Cut",,4 Azriel Almodovar > P&R Ball Handler > High P&R > Defense Commits > Ball Delivered > 31 Sean Wilcox > Cut > Basket > Make 2 Pts
30,Matthew Garside,,,,"3FGM, Assist",Make 3 Pts,00:00:11.1,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,12:49,"Matthew Garside, Will Yakoobian",Off Screen,,12 Matthew Garside > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
31,Laz Panagiotounis,,,,3FGM,Make 3 Pts,00:00:14.5,,,Bard College,UNY@Bar,12/12/2024,1,12:32,Laz Panagiotounis,P&R BH,,15 Laz Panagiotounis > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts
32,Tanner Tedesco,,,,Turnover,Turnover,00:00:14.3,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,12:14,Tanner Tedesco,P&R BH,,5 Tanner Tedesco > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Turnover
33,Rowan Heinze,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:14.8,,,Bard College,UNY@Bar,12/12/2024,1,12:03,"Rowan Heinze, Jack Plesser",Spot Up,,21 Rowan Heinze > Spot-Up > Drives Left > To Basket > Miss 2 Pts
34,Jaden Jauregui,,,,2FGM,Make 2 Pts,00:00:16.7,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,11:43,Jaden Jauregui,Off Screen,,13 Jaden Jauregui > Off Screen > To Shooter's Right > Straight > Dribble Jumper > Short to < 17' > Make 2 Pts
35,Laz Panagiotounis,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:20.1,,,Bard College,UNY@Bar,12/12/2024,1,11:22,"Laz Panagiotounis, Neil Daterao",P&R BH,,15 Laz Panagiotounis > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts
36,Jack Plesser,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:33.1,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,10:53,"Jack Plesser, Sean Wilcox",Iso,,33 Jack Plesser > ISO > Top > Drives Left > To Basket > Miss 2 Pts
37,Max Frei,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:19.5,,,Bard College,UNY@Bar,12/12/2024,1,10:36,"Max Frei, Matthew Garside",Spot Up,,23 Max Frei > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
38,Matthew Garside,,,,"Turnover, Steal",Turnover,00:00:12.3,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,10:27,"Matthew Garside, Max Frei",Transition,,12 Matthew Garside > Transition > Ballhandler > Turnover
39,Laz Panagiotounis,,,,2FGm,Miss 2 Pts,00:00:13.4,,,Bard College,UNY@Bar,12/12/2024,1,10:21,Laz Panagiotounis,Transition,,15 Laz Panagiotounis > Transition > Right Wing > To Basket > Miss 2 Pts
40,Jack Plesser,,,,2FGm,Miss 2 Pts,00:00:17.7,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,9:57,Jack Plesser,Cut,,33 Jack Plesser > Cut > Basket > Miss 2 Pts
41,Tanner Tedesco,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.6,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,9:48,"Tanner Tedesco, Luke Ravitz",Spot Up,,5 Tanner Tedesco > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
42,Azriel Almodovar,,,,"Turnover, Steal",Turnover,00:00:23.9,,,Bard College,UNY@Bar,12/12/2024,1,9:28,"Azriel Almodovar, Jack Plesser",P&R BH,,4 Azriel Almodovar > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Turnover
43,Christian Dufort,,,,Foul,Non Shooting Foul,00:00:08.2,,,,UNY@Bar,12/12/2024,1,,Azriel Almodovar,,,24 Christian Dufort > Non Possession > Non Shooting Foul
44,Jaden Jauregui,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:23.1,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,9:02,"Jaden Jauregui, Luke Ravitz",Handoff,,13 Jaden Jauregui > Hand Off > From Dribble > Right > To Basket > Miss 2 Pts
45,Christian Dufort,,,,"2FGM, Off Reb",Make 2 Pts,00:00:05.5,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,9:02,Christian Dufort,Off Reb,,24 Christian Dufort > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
46,Luke Ravitz,,,,"2FGM, Assist",Make 2 Pts,00:00:09.8,,,Bard College,UNY@Bar,12/12/2024,1,8:51,"Luke Ravitz, Azriel Almodovar",Transition,,14 Luke Ravitz > Transition > Left Wing > To Basket > Make 2 Pts
47,Christian Dufort,,,,"Turnover, Steal",Turnover,00:00:22.2,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,8:27,"Azriel Almodovar, Christian Dufort",,,24 Christian Dufort > No Play Type > Turnover
48,Rowan Heinze,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:12.5,,,Bard College,UNY@Bar,12/12/2024,1,8:22,"Rowan Heinze, Christian Dufort",Transition,,21 Rowan Heinze > Transition > First Middle > To Basket > Miss 2 Pts
49,Christian Dufort,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:16.5,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,8:11,"Christian Dufort, Azriel Almodovar",Transition,,24 Christian Dufort > Transition > Right Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
50,Rowan Heinze,,,,2FGm,Miss 2 Pts,00:00:14.8,,,Bard College,UNY@Bar,12/12/2024,1,8:02,Rowan Heinze,Transition,,21 Rowan Heinze > Transition > Left Wing > To Basket > Miss 2 Pts
51,Sean Wilcox,,,,Off Reb,Run Offense,00:00:05.6,,,Bard College,UNY@Bar,12/12/2024,1,,Sean Wilcox,Off Reb,,31 Sean Wilcox > Offensive Rebound > Short > Run Offense
52,Laz Panagiotounis,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:12.1,,,Bard College,UNY@Bar,12/12/2024,1,7:58,"Laz Panagiotounis, Christian Dufort",Spot Up,,15 Laz Panagiotounis > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
53,Christian Dufort,,,,Foul,Foul,00:00:12.0,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,7:39,"Luke Ravitz, Christian Dufort","P&R BH, Spot Up",,5 Tanner Tedesco > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 24 Christian Dufort > Spot-Up > Drives Right > To Basket > Foul
54,Christian Dufort,,,,FTM,Free Throw,00:00:06.1,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,,Christian Dufort,,,24 Christian Dufort > Non Possession > Free Throw
55,Christian Dufort,,,,FTM,Free Throw,00:00:06.1,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,,Christian Dufort,,,24 Christian Dufort > Non Possession > Free Throw
56,Rowan Heinze,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:20.0,,,Bard College,UNY@Bar,12/12/2024,1,7:20,"Rowan Heinze, Brendan Reid","P&R BH, P&R Roll Man",,15 Laz Panagiotounis > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 21 Rowan Heinze > P&R Roll Man > Rolls to Basket > Miss 2 Pts
57,Tanner Tedesco,,,,"Turnover, Steal",Turnover,00:00:16.9,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,7:08,"Tanner Tedesco, Azriel Almodovar",P&R BH,,5 Tanner Tedesco > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Turnover
58,Azriel Almodovar,,,,Foul,Foul,00:00:11.8,,,Bard College,UNY@Bar,12/12/2024,1,7:03,"Jaden Jauregui, Azriel Almodovar",Transition,,4 Azriel Almodovar > Transition > Leak Outs > To Basket > Foul
59,Azriel Almodovar,,,,FTM,Free Throw,00:00:04.7,,,Bard College,UNY@Bar,12/12/2024,1,,Azriel Almodovar,,,4 Azriel Almodovar > Non Possession > Free Throw
60,Azriel Almodovar,,,,FTM,Free Throw,00:00:04.9,,,Bard College,UNY@Bar,12/12/2024,1,,Azriel Almodovar,,,4 Azriel Almodovar > Non Possession > Free Throw
61,Christian Dufort,,,,3FGm,Miss 3 Pts,00:00:15.6,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,6:54,Christian Dufort,"P&R BH, P&R Roll Man",,5 Tanner Tedesco > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits > Ball Delivered > 24 Christian Dufort > P&R Roll Man > Pick and Pops > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
62,Neil Daterao,,,,Off Reb,Run Offense,00:00:07.8,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,,Neil Daterao,Off Reb,,21 Neil Daterao > Offensive Rebound > Long > Run Offense
63,Christian Dufort,,,,"Turnover, Steal",Turnover,00:00:12.1,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,6:46,"Christian Dufort, Azriel Almodovar",Cut,,24 Christian Dufort > Cut > Basket > Turnover
64,Azriel Almodovar,,,,"Turnover, Steal",Turnover,00:00:12.7,,,Bard College,UNY@Bar,12/12/2024,1,6:38,"Azriel Almodovar, Brendan Reid",Transition,,4 Azriel Almodovar > Transition > Ballhandler > Turnover
65,Tanner Tedesco,,,,"Turnover, Steal",Turnover,00:00:22.1,,,Union (NY) Chargers,UNY@Bar,12/12/2024,1,6:11,"Tanner Tedesco, Azriel Almodovar",,,5 Tanner Tedesco > No Play Type > Turnover
