#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Brody Brown,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:35.2,,,Rochester Institute of Technology Tigers,CU@RIT,01/24/2025,1,19:30,"Brody Brown, Finn Cork","P&R BH, Spot Up",,5 Matt Caggiano > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 12 Brody Brown > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
2,Finn Cork,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:27.5,,,Clarkson University Golden Knights,CU@RIT,01/24/2025,1,19:09,"Finn Cork, Matt Caggiano",Post Up,,40 Finn Cork > Post-Up > Left Block > Left Shoulder > Dribble Move > To Basket > Miss 2 Pts
3,Brody Brown,,,,3FGm,Miss 3 Pts,00:00:18.8,,,Rochester Institute of Technology Tigers,CU@RIT,01/24/2025,1,18:57,Brody Brown,Spot Up,,12 Brody Brown > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
4,Nolan Smih,,,,"Off Reb, Foul",Foul,00:00:06.4,,,Rochester Institute of Technology Tigers,CU@RIT,01/24/2025,1,18:57,"Lorenzo Rappa, Nolan Smih",Off Reb,,22 Nolan Smih > Offensive Rebound > Short > Scoring Attempt > At Basket > Foul
5,Nolan Smih,,,,FTm,Free Throw,00:00:07.2,,,Rochester Institute of Technology Tigers,CU@RIT,01/24/2025,1,,Nolan Smih,,,22 Nolan Smih > Non Possession > Free Throw
6,Nolan Smih,,,,"FTm, Def Reb",Free Throw,00:00:09.6,,,Rochester Institute of Technology Tigers,CU@RIT,01/24/2025,1,,"Nolan Smih, Finn Cork",,,22 Nolan Smih > Non Possession > Free Throw
7,Steve DeRegis,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:16.2,,,Clarkson University Golden Knights,CU@RIT,01/24/2025,1,18:42,"Steve DeRegis, Matt Caggiano",Off Screen,,5 Steve DeRegis > Off Screen > To Shooter's Right > Flare > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
8,Kenny Wilburn,,,,3FGm,Miss 3 Pts,00:00:20.7,,,Rochester Institute of Technology Tigers,CU@RIT,01/24/2025,1,18:31,Kenny Wilburn,"P&R BH, P&R Roll Man",,5 Matt Caggiano > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 3 Kenny Wilburn > P&R Roll Man > Pick and Pops > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
9,Brody Brown,,,,Off Reb,Run Offense,00:00:08.7,,,Rochester Institute of Technology Tigers,CU@RIT,01/24/2025,1,,Brody Brown,Off Reb,,12 Brody Brown > Offensive Rebound > Long > Run Offense
10,Matt Caggiano,,,,3FGm,Miss 3 Pts,00:00:16.9,,,Rochester Institute of Technology Tigers,CU@RIT,01/24/2025,1,18:22,Matt Caggiano,Spot Up,,5 Matt Caggiano > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
