#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Andrew Deppe,,,,Turnover,Turnover,00:00:13.5,,,Rensselaer Polytechnic,HOB@RPI,11/19/2024,1,19:51,Andrew Deppe,,41 Andrew Deppe > No Play Type > Turnover
2,Carter Meshanic,,,,2FGM,Make 2 Pts,00:00:24.3,,,Hobart College Statesmen,HOB@RPI,11/19/2024,1,19:29,Carter Meshanic,Post Up,23 Carter Meshanic > Post-Up > Right Block > Left Shoulder > Dribble Move > To Up and Under > Make 2 Pts
3,Dylan Matchett,,,,2FGM,Make 2 Pts,00:00:24.3,,,Rensselaer Polytechnic,HOB@RPI,11/19/2024,1,19:06,Dylan Matchett,Cut,32 Dylan Matchett > Cut > Screen > Make 2 Pts
4,Allen Mordi,,,,2FGm,Miss 2 Pts,00:00:22.1,,,Hobart College Statesmen,HOB@RPI,11/19/2024,1,18:44,Allen Mordi,Off Screen,11 Allen Mordi > Off Screen > To Shooter's Right > Straight > To Basket > Miss 2 Pts
5,Hunter Meshanic,,,,"Off Reb, Turnover, Steal",Turnover,00:00:06.7,,,Hobart College Statesmen,HOB@RPI,11/19/2024,1,18:44,"Hunter Meshanic, Avery Eugster",Off Reb,24 Hunter Meshanic > Offensive Rebound > Short > Turnover
6,Chuck Clemons,,,,2FGM,Make 2 Pts,00:00:12.2,,,Rensselaer Polytechnic,HOB@RPI,11/19/2024,1,18:32,Chuck Clemons,Transition,4 Chuck Clemons > Transition > Ballhandler > To Basket > Make 2 Pts
7,Allen Mordi,,,,,No Violation,00:00:15.0,,,Hobart College Statesmen,HOB@RPI,11/19/2024,1,,Allen Mordi,,11 Allen Mordi > Non Possession > No Violation
8,Aidan Rodgers,,,,2FGM,Make 2 Pts,00:00:09.9,,,Hobart College Statesmen,HOB@RPI,11/19/2024,1,18:09,Aidan Rodgers,P&R BH,55 Aidan Rodgers > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Make 2 Pts
9,Andrew Deppe,,,,"Turnover, Steal",Turnover,00:00:20.3,,,Rensselaer Polytechnic,HOB@RPI,11/19/2024,1,17:50,"Andrew Deppe, Carter Meshanic",Post Up,41 Andrew Deppe > Post-Up > Right Block > Left Shoulder > Dribble Move > Defense Commits > Turnover
10,Alex Moesch,,,,"3FGM, Assist",Make 3 Pts,00:00:11.1,,,Hobart College Statesmen,HOB@RPI,11/19/2024,1,17:43,"Alex Moesch, Carter Meshanic",Transition,4 Alex Moesch > Transition > Right Wing > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
11,Avery Eugster,,,,"3FGM, Assist",Make 3 Pts,00:00:30.5,,,Rensselaer Polytechnic,HOB@RPI,11/19/2024,1,17:16,"Avery Eugster, Andrew Deppe","P&R BH, Spot Up",32 Dylan Matchett > P&R Ball Handler > Right P&R > Side > Defense Commits > Ball Delivered > 12 Avery Eugster > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
12,Alex Moesch,,,,2FGm,Miss 2 Pts,00:00:24.9,,,Hobart College Statesmen,HOB@RPI,11/19/2024,1,16:51,Alex Moesch,P&R BH,4 Alex Moesch > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts
13,Andrew Deppe,,,,"2FGm, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:22.1,,,Rensselaer Polytechnic,HOB@RPI,11/19/2024,1,16:49,"Andrew Deppe, Hunter Meshanic","P&R BH, P&R Roll Man",4 Chuck Clemons > P&R Ball Handler > Right P&R > Side > Defense Commits > Ball Delivered > 41 Andrew Deppe > P&R Roll Man > Rolls to Basket > Miss 2 Pts
14,Allen Mordi,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:16.5,,,Hobart College Statesmen,HOB@RPI,11/19/2024,1,16:49,"Allen Mordi, PJ Scalisi",Off Screen,11 Allen Mordi > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
15,Dylan Matchett,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:22.2,,,Rensselaer Polytechnic,HOB@RPI,11/19/2024,1,16:49,"Aidan Rodgers, Dylan Matchett","Post Up, Spot Up",12 Avery Eugster > Post-Up > Right Block > Left Shoulder > Dribble Move > Defense Commits > Ball Delivered > 32 Dylan Matchett > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
16,Alex Moesch,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:20.8,,,Hobart College Statesmen,HOB@RPI,11/19/2024,1,16:08,"Alex Moesch, Chuck Clemons",Spot Up,4 Alex Moesch > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
17,Chuck Clemons,,,,2FGM,Make 2 Pts,00:00:13.5,,,Rensselaer Polytechnic,HOB@RPI,11/19/2024,1,15:52,Chuck Clemons,Transition,4 Chuck Clemons > Transition > Ballhandler > To Basket > Make 2 Pts
18,Aidan Rodgers,,,,Foul,Foul,00:00:16.9,,,Hobart College Statesmen,HOB@RPI,11/19/2024,1,15:22,"Avery Eugster, Aidan Rodgers",P&R BH,55 Aidan Rodgers > P&R Ball Handler > Right P&R > Side > Go Away from Pick > To Basket > Foul
19,Aidan Rodgers,,,,FTm,Free Throw,00:00:09.7,,,Hobart College Statesmen,HOB@RPI,11/19/2024,1,,Aidan Rodgers,,55 Aidan Rodgers > Non Possession > Free Throw
