#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Ethan St. Lucia,,,,"3FGM, Assist",Make 3 Pts,00:00:27.5,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,19:38,"A.J. Knight, Ethan St. Lucia",Spot Up,11 Ethan St. Lucia > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
2,Nathan Denham,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:23.9,,,Vassar Brewers,SNP@VC,11/22/2024,1,19:13,"Nathan Denham, Ethan St. Lucia","P&R BH, P&R Roll Man",2 Avery Lee > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 22 Nathan Denham > P&R Roll Man > Rolls to Basket > Miss 2 Pts
3,Ethan St. Lucia,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:19.9,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,18:52,"Ethan St. Lucia, Sebastian Medina",Handoff,11 Ethan St. Lucia > Hand Off > From Stationary > Top > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
4,Shea Fitzgerald,,,,2FGM,Make 2 Pts,00:00:19.3,,,Vassar Brewers,SNP@VC,11/22/2024,1,18:41,Shea Fitzgerald,Handoff,3 Shea Fitzgerald > Hand Off > From Dribble > Right > To Basket > Make 2 Pts
5,Lucas Seyoum,,,,"2FGM, Assist",Make 2 Pts,00:00:14.9,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,18:26,"Lucas Seyoum, Ethan St. Lucia","P&R BH, Cut",0 Sean St Lucia > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 24 Lucas Seyoum > Cut > Basket > Make 2 Pts
6,Avery Lee,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:17.2,,,Vassar Brewers,SNP@VC,11/22/2024,1,18:15,"A.J. Knight, Avery Lee","P&R BH, Spot Up",4 Kreekor Karageuzian > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 2 Avery Lee > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
7,A.J. Knight,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:14.3,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,18:05,"A.J. Knight, Avery Lee",P&R BH,1 A.J. Knight > P&R Ball Handler > High P&R > Go Away from Pick > To Basket > Miss 2 Pts
8,Avery Lee,,,,Foul,Foul,00:00:20.1,,,Vassar Brewers,SNP@VC,11/22/2024,1,17:51,"LaMar Matthews, Avery Lee",P&R BH,2 Avery Lee > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Foul
9,Avery Lee,,,,FTm,Free Throw,00:00:05.9,,,Vassar Brewers,SNP@VC,11/22/2024,1,,Avery Lee,,2 Avery Lee > Non Possession > Free Throw
10,Avery Lee,,,,FTM,Free Throw,00:00:06.1,,,Vassar Brewers,SNP@VC,11/22/2024,1,,Avery Lee,,2 Avery Lee > Non Possession > Free Throw
11,Lucas Seyoum,,,,,No Violation,00:00:40.1,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,,Lucas Seyoum,,24 Lucas Seyoum > Non Possession > No Violation
12,Ethan St. Lucia,,,,"3FGm, Block, Blocked Attempt",Miss 3 Pts,00:00:08.5,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,17:19,"Ethan St. Lucia, Sebastian Medina",Spot Up,11 Ethan St. Lucia > Spot-Up > Drives Right > Dribble Jumper > Long/3pt > Miss 3 Pts
13,Shea Fitzgerald,,,,"3FGM, Assist",Make 3 Pts,00:00:20.1,,,Vassar Brewers,SNP@VC,11/22/2024,1,17:04,"Shea Fitzgerald, Avery Lee","P&R BH, Spot Up",4 Kreekor Karageuzian > P&R Ball Handler > Right P&R > Side > Go Away from Pick > Defense Commits > Ball Delivered > 3 Shea Fitzgerald > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
14,Ethan St. Lucia,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:13.1,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,16:43,"Ethan St. Lucia, Nathan Denham",Cut,11 Ethan St. Lucia > Cut > Flash > Miss 2 Pts
15,Shea Fitzgerald,,,,3FGm,Miss 3 Pts,00:00:23.1,,,Vassar Brewers,SNP@VC,11/22/2024,1,16:28,Shea Fitzgerald,Handoff,3 Shea Fitzgerald > Hand Off > From Dribble > Left > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
16,LaMar Matthews,,,,2FGM,Make 2 Pts,00:00:22.6,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,16:08,LaMar Matthews,Handoff,2 LaMar Matthews > Hand Off > From Dribble > Left > Dribble Jumper > Short to < 17' > Make 2 Pts
17,Avery Lee,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:18.7,,,Vassar Brewers,SNP@VC,11/22/2024,1,15:51,"Avery Lee, Sean St Lucia",P&R BH,2 Avery Lee > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > To Basket > Miss 2 Pts
18,Avery Lee,,,,Foul,Non Shooting Foul,00:00:15.3,,,,SNP@VC,11/22/2024,1,,Sean St Lucia,,2 Avery Lee > Non Possession > Non Shooting Foul
19,Shea Fitzgerald,,,,"Turnover, Steal",Turnover,00:00:11.0,,,Vassar Brewers,SNP@VC,11/22/2024,1,15:33,"Shea Fitzgerald, Sean St Lucia",P&R BH,3 Shea Fitzgerald > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits > Turnover
20,A.J. Knight,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:11.5,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,15:28,"A.J. Knight, Alex Walters",Transition,1 A.J. Knight > Transition > Right Wing > To Basket > Miss 2 Pts
21,Luke Adams,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:17.2,,,Vassar Brewers,SNP@VC,11/22/2024,1,15:18,"Luke Adams, Ethan St. Lucia","P&R BH, Spot Up",3 Shea Fitzgerald > P&R Ball Handler > High P&R > Defense Commits > Ball Delivered > 23 Luke Adams > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
22,LaMar Matthews,,,,"Turnover, Steal",Turnover,00:00:14.6,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,15:00,"Shea Fitzgerald, LaMar Matthews",Spot Up,2 LaMar Matthews > Spot-Up > Drives Right > Turnover
23,Luke Adams,,,,"Turnover, Steal",Turnover,00:00:24.3,,,Vassar Brewers,SNP@VC,11/22/2024,1,14:45,"Luke Adams, Sean St Lucia",Spot Up,23 Luke Adams > Spot-Up > Drives Left > Turnover
24,Lucas Seyoum,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:17.8,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,14:28,"Alex Walters, Lucas Seyoum",Spot Up,24 Lucas Seyoum > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
25,Shea Fitzgerald,,,,2FGM,Make 2 Pts,00:00:13.4,,,Vassar Brewers,SNP@VC,11/22/2024,1,14:21,Shea Fitzgerald,Transition,3 Shea Fitzgerald > Transition > Ballhandler > To Basket > Make 2 Pts
26,Sean St Lucia,,,,2FGm,Miss 2 Pts,00:00:17.1,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,14:00,Sean St Lucia,Spot Up,0 Sean St Lucia > Spot-Up > Drives Left > To Basket > Miss 2 Pts
27,Dakoda Smith,,,,Off Reb,Run Offense,00:00:06.3,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,,Dakoda Smith,Off Reb,3 Dakoda Smith > Offensive Rebound > Short > Run Offense
28,LaMar Matthews,,,,"2FGM, Assist",Make 2 Pts,00:00:08.9,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,13:56,"Dakoda Smith, LaMar Matthews",Cut,2 LaMar Matthews > Cut > Basket > Make 2 Pts
29,Shea Fitzgerald,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:13.8,,,Vassar Brewers,SNP@VC,11/22/2024,1,13:44,"Shea Fitzgerald, Sean St Lucia",Spot Up,3 Shea Fitzgerald > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
30,Sean St Lucia,,,,2FGM,Make 2 Pts,00:00:22.6,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,13:21,Sean St Lucia,Spot Up,0 Sean St Lucia > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Make 2 Pts
31,Luke Adams,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:15.7,,,Vassar Brewers,SNP@VC,11/22/2024,1,13:07,"Luke Adams, Ethan St. Lucia",Spot Up,23 Luke Adams > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
32,LaMar Matthews,,,,2FGM,Make 2 Pts,00:00:14.0,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,12:47,LaMar Matthews,"P&R BH, Spot Up",0 Sean St Lucia > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 2 LaMar Matthews > Spot-Up > Drives Left > To Basket > Make 2 Pts
33,Luke Adams,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:17.7,,,Vassar Brewers,SNP@VC,11/22/2024,1,12:28,"Dakoda Smith, Luke Adams",Spot Up,23 Luke Adams > Spot-Up > Drives Left > To Basket > Miss 2 Pts
34,LaMar Matthews,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:17.1,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,12:17,"LaMar Matthews, Sacha Greenberg",P&R BH,2 LaMar Matthews > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
35,Kreekor Karageuzian,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:20.5,,,Vassar Brewers,SNP@VC,11/22/2024,1,12:03,"Kreekor Karageuzian, Ethan St. Lucia",Spot Up,4 Kreekor Karageuzian > Spot-Up > Drives Left > To Basket > Miss 2 Pts
36,Ethan St. Lucia,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:12.5,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,11:56,"Ethan St. Lucia, Sacha Greenberg",Transition,11 Ethan St. Lucia > Transition > Ballhandler > Dribble Jumper > Long/3pt > Miss 3 Pts
37,Alex Walters,,,,"3FGM, Assist",Make 3 Pts,00:00:16.5,,,Vassar Brewers,SNP@VC,11/22/2024,1,11:48,"Alex Walters, Shea Fitzgerald",Transition,33 Alex Walters > Transition > Trailer > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
38,Dakoda Smith,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:19.9,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,11:24,"Dakoda Smith, Alex Walters",Post Up,3 Dakoda Smith > Post-Up > Left Block > Left Shoulder > Dribble Move > To Basket > Miss 2 Pts
39,Thomas Keane,,,,3FGm,Miss 3 Pts,00:00:20.6,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,11:10,Thomas Keane,"P&R BH, Spot Up",4 Alex Krupinski > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 14 Thomas Keane > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
40,Sacha Greenberg,,,,3FGm,Miss 3 Pts,00:00:18.9,,,Vassar Brewers,SNP@VC,11/22/2024,1,10:56,Sacha Greenberg,"P&R BH, Spot Up",2 Avery Lee > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits > Ball Delivered > 11 Sacha Greenberg > Spot-Up > Drives Left > Dribble Jumper > Long/3pt > Miss 3 Pts
41,JP Miranda,,,,Off Reb,Run Offense,00:00:06.4,,,Vassar Brewers,SNP@VC,11/22/2024,1,,JP Miranda,Off Reb,0 JP Miranda > Offensive Rebound > Long > Run Offense
42,Sacha Greenberg,,,,Turnover,Turnover,00:00:10.6,,,Vassar Brewers,SNP@VC,11/22/2024,1,10:55,Sacha Greenberg,Spot Up,11 Sacha Greenberg > Spot-Up > Drives Right > Turnover
43,Trevor Amalfitano,,,,Turnover,Turnover,00:00:17.7,,,SUNY New Paltz Hawks,SNP@VC,11/22/2024,1,10:39,Trevor Amalfitano,Spot Up,22 Trevor Amalfitano > Spot-Up > Drives Left > To Basket > Turnover
