#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Lorenzo Rappa,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:17.7,,,Clarkson University Golden Knights,CU@ASU,12/17/2024,1,19:51,"Lorenzo Rappa, Michael Miller",Spot Up,,0 Lorenzo Rappa > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
2,Michael Miller,,,,3FGm,Miss 3 Pts,00:00:18.7,,,Alfred State Pioneers,CU@ASU,12/17/2024,1,19:31,Michael Miller,Handoff,,11 Michael Miller > Hand Off > From Dribble > Right > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
3,Dylan  Perry,,,,Off Reb,Run Offense,00:00:06.9,,,Alfred State Pioneers,CU@ASU,12/17/2024,1,,Dylan Perry,Off Reb,,2 Dylan Perry > Offensive Rebound > Long > Run Offense
4,Darius Cunningham Jr,,,,3FGm,Miss 3 Pts,00:00:15.2,,,Alfred State Pioneers,CU@ASU,12/17/2024,1,19:23,Darius Cunningham Jr,Spot Up,,22 Darius Cunningham Jr > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
5,Dylan  Perry,,,,Off Reb,Run Offense,00:00:07.5,,,Alfred State Pioneers,CU@ASU,12/17/2024,1,,Dylan Perry,Off Reb,,2 Dylan Perry > Offensive Rebound > Long > Run Offense
6,Mason Putnam,,,,Foul,Foul,00:00:15.6,,,Alfred State Pioneers,CU@ASU,12/17/2024,1,19:12,"Jack Dalgety, Mason Putnam",Handoff,,4 Mason Putnam > Hand Off > From Dribble > Right > To Basket > Foul
7,Mason Putnam,,,,FTM,Free Throw,00:00:05.9,,,Alfred State Pioneers,CU@ASU,12/17/2024,1,,Mason Putnam,,,4 Mason Putnam > Non Possession > Free Throw
8,Mason Putnam,,,,FTM,Free Throw,00:00:04.8,,,Alfred State Pioneers,CU@ASU,12/17/2024,1,,Mason Putnam,,,4 Mason Putnam > Non Possession > Free Throw
9,Jack Dalgety,,,,"3FGM, Assist",Make 3 Pts,00:00:09.2,,,Clarkson University Golden Knights,CU@ASU,12/17/2024,1,19:11,"Jack Dalgety, Lorenzo Rappa",Spot Up,,21 Jack Dalgety > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
10,Mason Putnam,,,,"Turnover, Steal",Turnover,00:00:16.1,,,Alfred State Pioneers,CU@ASU,12/17/2024,1,18:45,"Mason Putnam, Lorenzo Rappa",Spot Up,,4 Mason Putnam > Spot-Up > Drives Left > Turnover
11,Lorenzo Rappa,,,,"2FGM, Assist",Make 2 Pts,00:00:16.4,,,Clarkson University Golden Knights,CU@ASU,12/17/2024,1,18:34,"Lorenzo Rappa, Braeden Burns",Cut,,0 Lorenzo Rappa > Cut > Basket > Make 2 Pts
12,Dylan  Perry,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:13.7,,,Alfred State Pioneers,CU@ASU,12/17/2024,1,18:21,"Dylan Perry, Finn Cork","P&R BH, Spot Up",,11 Michael Miller > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 2 Dylan Perry > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
13,Jack Dalgety,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:20.7,,,Clarkson University Golden Knights,CU@ASU,12/17/2024,1,18:07,"Jack Dalgety, Braedyn Chambry",Spot Up,,21 Jack Dalgety > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
14,Dylan  Perry,,,,3FGm,Miss 3 Pts,00:00:19.2,,,Alfred State Pioneers,CU@ASU,12/17/2024,1,17:46,Dylan Perry,Handoff,,2 Dylan Perry > Hand Off > From Dribble > Right > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
15,Michael Miller,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:20.7,,,Alfred State Pioneers,CU@ASU,12/17/2024,1,17:34,"Michael Miller, Steve DeRegis",Iso,,11 Michael Miller > ISO > Left > Drives Left > To Basket > Miss 2 Pts
16,Braeden Burns,,,,2FGm,Miss 2 Pts,00:00:11.9,,,Clarkson University Golden Knights,CU@ASU,12/17/2024,1,17:27,Braeden Burns,Transition,,24 Braeden Burns > Transition > Right Wing > To Basket > Miss 2 Pts
17,Braeden Burns,,,,"2FGM, Off Reb",Make 2 Pts,00:00:06.3,,,Clarkson University Golden Knights,CU@ASU,12/17/2024,1,17:27,Braeden Burns,Off Reb,,24 Braeden Burns > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
18,Darius Cunningham Jr,,,,"3FGM, Assist",Make 3 Pts,00:00:24.3,,,Alfred State Pioneers,CU@ASU,12/17/2024,1,17:01,"Darius Cunningham Jr, Mason Putnam",Spot Up,,22 Darius Cunningham Jr > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
19,Braeden Burns,,,,2FGm,Miss 2 Pts,00:00:11.0,,,Clarkson University Golden Knights,CU@ASU,12/17/2024,1,16:49,Braeden Burns,Cut,,24 Braeden Burns > Cut > Flash > Miss 2 Pts
20,Braeden Burns,,,,Off Reb,Run Offense,00:00:08.2,,,Clarkson University Golden Knights,CU@ASU,12/17/2024,1,,Braeden Burns,Off Reb,,24 Braeden Burns > Offensive Rebound > Long > Run Offense
21,Braeden Burns,,,,"2FGM, Assist",Make 2 Pts,00:00:16.5,,,Clarkson University Golden Knights,CU@ASU,12/17/2024,1,16:37,"Braeden Burns, Jack Dalgety",Cut,,24 Braeden Burns > Cut > Basket > Make 2 Pts
22,Michael Miller,,,,Foul,Foul,00:00:19.5,,,Alfred State Pioneers,CU@ASU,12/17/2024,1,16:20,"Lorenzo Rappa, Michael Miller",P&R BH,,11 Michael Miller > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > To Basket > Foul
23,Michael Miller,,,,FTM,Free Throw,00:00:06.2,,,Alfred State Pioneers,CU@ASU,12/17/2024,1,,Michael Miller,,,11 Michael Miller > Non Possession > Free Throw
24,Michael Miller,,,,"FTm, Def Reb",Free Throw,00:00:08.2,,,Alfred State Pioneers,CU@ASU,12/17/2024,1,,"Michael Miller, Jack Dalgety",,,11 Michael Miller > Non Possession > Free Throw
25,Braeden Burns,,,,"2FGM, Assist",Make 2 Pts,00:00:14.1,,,Clarkson University Golden Knights,CU@ASU,12/17/2024,1,16:06,"Braeden Burns, Finn Cork",Post Up,,24 Braeden Burns > Post-Up > Left Block > Right Shoulder > Dribble Move > To Drop Step > Make 2 Pts
