#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Gavin Macaulay,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:32.5,,,St. Lawrence Saints,SLS@UNY,01/17/2025,1,19:35,"Gavin Macaulay, Brendan Reid",Handoff,,13 Gavin Macaulay > Hand Off > From Dribble > Top > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
2,Matthew Garside,,,,"Turnover, Steal",Turnover,00:00:18.6,,,Union (NY) Chargers,SLS@UNY,01/17/2025,1,19:13,"Matthew Garside, Andrew Cowan",,,12 Matthew Garside > No Play Type > Turnover
3,Aiden Macaulay,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:18.9,,,St. Lawrence Saints,SLS@UNY,01/17/2025,1,18:58,"Aiden Macaulay, Brendan Reid",P&R BH,,23 Aiden Macaulay > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts
4,Tanner Tedesco,,,,"3FGM, Assist",Make 3 Pts,00:00:15.8,,,Union (NY) Chargers,SLS@UNY,01/17/2025,1,18:48,"Tanner Tedesco, Matthew Garside",Transition,,5 Tanner Tedesco > Transition > Trailer > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
5,Adam Dudzinski,,,,Turnover,Turnover,00:00:09.7,,,St. Lawrence Saints,SLS@UNY,01/17/2025,1,18:31,Adam Dudzinski,,,33 Adam Dudzinski > No Play Type > Turnover
6,Matthew Garside,,,,3FGm,Miss 3 Pts,00:00:33.7,,,Union (NY) Chargers,SLS@UNY,01/17/2025,1,18:07,Matthew Garside,Spot Up,,12 Matthew Garside > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
7,Christian Dufort,,,,"2FGm, Off Reb, Def Reb",Miss 2 Pts,00:00:12.1,,,Union (NY) Chargers,SLS@UNY,01/17/2025,1,18:07,"Christian Dufort, Andrew Cowan",Off Reb,,24 Christian Dufort > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
8,Adam Dudzinski,,,,2FGm,Miss 2 Pts,00:00:23.8,,,St. Lawrence Saints,SLS@UNY,01/17/2025,1,17:46,Adam Dudzinski,Spot Up,,33 Adam Dudzinski > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
9,Gavin Macaulay,,,,"Off Reb, Foul",Run Offense,00:00:07.6,,,St. Lawrence Saints,SLS@UNY,01/17/2025,1,,"Gavin Macaulay, Brendan Reid",Off Reb,,13 Gavin Macaulay > Offensive Rebound > Short > Run Offense
10,Adam Dudzinski,,,,2FGM,Make 2 Pts,00:00:19.7,,,St. Lawrence Saints,SLS@UNY,01/17/2025,1,17:27,Adam Dudzinski,Spot Up,,33 Adam Dudzinski > Spot-Up > Drives Right > To Basket > Make 2 Pts
