#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Brock Bowen,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:22.7,,,Rochester Institute of Technology Tigers,RIT@HOB,01/10/2025,1,19:44,"Brock Bowen, Pat Healy","Iso, Spot Up",,5 Matt Caggiano > ISO > Top > Drives Right > Defense Commits > Ball Delivered > 10 Brock Bowen > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
2,Pat Healy,,,,2FGm,Miss 2 Pts,00:00:25.8,,,Hobart College Statesmen,RIT@HOB,01/10/2025,1,19:25,Pat Healy,"P&R BH, P&R Roll Man",,55 Aidan Rodgers > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 3 Pat Healy > P&R Roll Man > Pick and Pops > Drives Right > To Basket > Miss 2 Pts
3,Carter Meshanic,,,,Off Reb,Run Offense,00:00:08.8,,,Hobart College Statesmen,RIT@HOB,01/10/2025,1,,Carter Meshanic,Off Reb,,23 Carter Meshanic > Offensive Rebound > Long > Run Offense
4,Alex Moesch,,,,"3FGM, Assist",Make 3 Pts,00:00:11.3,,,Hobart College Statesmen,RIT@HOB,01/10/2025,1,19:21,"Alex Moesch, Carter Meshanic",Spot Up,,4 Alex Moesch > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
5,Chase Dickens,,,,2FGM,Make 2 Pts,00:00:11.1,,,Rochester Institute of Technology Tigers,RIT@HOB,01/10/2025,1,19:05,Chase Dickens,P&R BH,,11 Chase Dickens > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > To Basket > Make 2 Pts
6,Hunter Meshanic,,,,2FGm,Miss 2 Pts,00:00:20.5,,,Hobart College Statesmen,RIT@HOB,01/10/2025,1,18:47,Hunter Meshanic,Spot Up,,24 Hunter Meshanic > Spot-Up > Drives Right > To Basket > Miss 2 Pts
7,Carter Meshanic,,,,"2FGM, Off Reb",Make 2 Pts,00:00:06.2,,,Hobart College Statesmen,RIT@HOB,01/10/2025,1,18:47,Carter Meshanic,Off Reb,,23 Carter Meshanic > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
8,Nolan Smih,,,,"3FGM, Assist",Make 3 Pts,00:00:10.9,,,Rochester Institute of Technology Tigers,RIT@HOB,01/10/2025,1,18:33,"Nolan Smih, Brock Bowen","P&R BH, Spot Up",,10 Brock Bowen > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 22 Nolan Smih > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
9,Pat Healy,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:25.5,,,Hobart College Statesmen,RIT@HOB,01/10/2025,1,18:10,"Pat Healy, Chase Dickens",Spot Up,,3 Pat Healy > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
10,Chase Dickens,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:16.7,,,Rochester Institute of Technology Tigers,RIT@HOB,01/10/2025,1,18:00,"Chase Dickens, Hunter Meshanic",P&R BH,,11 Chase Dickens > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
11,Aidan Rodgers,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:25.3,,,Hobart College Statesmen,RIT@HOB,01/10/2025,1,17:41,"Aidan Rodgers, Nolan Smih",Handoff,,55 Aidan Rodgers > Hand Off > From Dribble > Right > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
