#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Logan Wendell,,,,"3FGM, Assist",Make 3 Pts,00:00:30.1,,,Ithaca College,IC@RPI,01/24/2025,1,19:36,"Logan Wendell, Evan Cabral",Handoff,,1 Logan Wendell > Hand Off > From Dribble > Right > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
2,Dylan Matchett,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:27.8,,,Rensselaer Polytechnic,IC@RPI,01/24/2025,1,19:08,"Dylan Matchett, Logan Wendell",Spot Up,,32 Dylan Matchett > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
3,Logan Wendell,,,,"Turnover, Steal",Turnover,00:00:11.2,,,Ithaca College,IC@RPI,01/24/2025,1,19:00,"Logan Wendell, Avery Eugster",,,1 Logan Wendell > No Play Type > Turnover
4,Chuck Clemons,,,,3FGm,Miss 3 Pts,00:00:25.9,,,Rensselaer Polytechnic,IC@RPI,01/24/2025,1,18:53,Chuck Clemons,Spot Up,,4 Chuck Clemons > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
5,Avery Eugster,,,,"2FGm, Off Reb, Def Reb",Miss 2 Pts,00:00:12.3,,,Rensselaer Polytechnic,IC@RPI,01/24/2025,1,18:53,"Avery Eugster, Chris Leysath",Off Reb,,12 Avery Eugster > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
6,Evan Cabral,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:14.5,,,Ithaca College,IC@RPI,01/24/2025,1,18:34,"Evan Cabral, Andrew Deppe",Handoff,,15 Evan Cabral > Hand Off > From Dribble > Left > To Basket > Miss 2 Pts
7,PJ Scalisi,,,,2FGm,Miss 2 Pts,00:00:29.6,,,Rensselaer Polytechnic,IC@RPI,01/24/2025,1,18:05,PJ Scalisi,"Post Up, Spot Up",,4 Chuck Clemons > Post-Up > Right Block > Right Shoulder > Dribble Move > Defense Commits > Ball Delivered > 23 PJ Scalisi > Spot-Up > Drives Right > To Basket > Miss 2 Pts
8,Andrew Deppe,,,,"2FGM, Off Reb",Make 2 Pts,00:00:08.7,,,Rensselaer Polytechnic,IC@RPI,01/24/2025,1,18:05,Andrew Deppe,Off Reb,,41 Andrew Deppe > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
9,Jaylon O'Neal,,,,"Turnover, Steal",Turnover,00:00:17.4,,,Ithaca College,IC@RPI,01/24/2025,1,17:47,"Jaylon O'Neal, Dylan Matchett",,,2 Jaylon O'Neal > No Play Type > Turnover
10,Dylan Matchett,,,,2FGM,Make 2 Pts,00:00:12.2,,,Rensselaer Polytechnic,IC@RPI,01/24/2025,1,17:44,Dylan Matchett,Transition,,32 Dylan Matchett > Transition > Ballhandler > To Basket > Make 2 Pts
