#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Brody Brown,,,,2FGM,Make 2 Pts,00:00:17.6,,,Rochester Institute of Technology Tigers,RIT@VC,01/18/2025,1,19:46,Brody Brown,Off Screen,,12 Brody Brown > Off Screen > To Shooter's Right > Straight > To Basket > Make 2 Pts
2,Shea Fitzgerald,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:22.6,,,Vassar Brewers,RIT@VC,01/18/2025,1,19:19,"Shea Fitzgerald, Brock Bowen",Spot Up,,3 Shea Fitzgerald > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
3,Kenny Wilburn,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:22.2,,,Rochester Institute of Technology Tigers,RIT@VC,01/18/2025,1,19:04,"Kenny Wilburn, Nathan Denham",Post Up,,3 Kenny Wilburn > Post-Up > Left Block > Left Shoulder > Dribble Move > To Jumper > Miss 2 Pts
4,Avery Lee,,,,2FGM,Make 2 Pts,00:00:21.9,,,Vassar Brewers,RIT@VC,01/18/2025,1,18:40,Avery Lee,Spot Up,,2 Avery Lee > Spot-Up > Drives Left > Dribble Jumper > Short to < 17' > Make 2 Pts
5,Brock Bowen,,,,2FGM,Make 2 Pts,00:00:21.1,,,Rochester Institute of Technology Tigers,RIT@VC,01/18/2025,1,18:17,Brock Bowen,"P&R BH, Spot Up",,5 Matt Caggiano > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 10 Brock Bowen > Spot-Up > Drives Left > To Basket > Make 2 Pts
6,Sebastian Medina,,,,"Turnover, Steal",Turnover,00:00:18.5,,,Vassar Brewers,RIT@VC,01/18/2025,1,17:59,"Sebastian Medina, Nolan Smih",P&R BH,,5 Sebastian Medina > P&R Ball Handler > High P&R > Dribble Off Pick > Turnover
7,Brock Bowen,,,,"3FGM, Assist",Make 3 Pts,00:00:14.7,,,Rochester Institute of Technology Tigers,RIT@VC,01/18/2025,1,17:51,"Brock Bowen, Matt Caggiano",Transition,,10 Brock Bowen > Transition > Left Wing > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
8,Avery Lee,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:19.7,,,Vassar Brewers,RIT@VC,01/18/2025,1,17:26,"Avery Lee, Kenny Wilburn",P&R BH,,2 Avery Lee > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts
9,Kenny Wilburn,,,,Turnover,Turnover,00:00:15.3,,,Rochester Institute of Technology Tigers,RIT@VC,01/18/2025,1,17:20,Kenny Wilburn,Transition,,3 Kenny Wilburn > Transition > Right Wing > To Basket > Turnover
10,Nathan Denham,,,,"2FGM, Assist",Make 2 Pts,00:00:13.1,,,Vassar Brewers,RIT@VC,01/18/2025,1,17:04,"Nathan Denham, Avery Lee","P&R BH, P&R Roll Man",,2 Avery Lee > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 22 Nathan Denham > P&R Roll Man > Rolls to Basket > Make 2 Pts
