#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Aiden Macaulay,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:35.0,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,19:29,"Aiden Macaulay, Azriel Almodovar",P&R BH,,23 Aiden Macaulay > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
2,Rowan Heinze,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:13.9,,,Bard College,Bar@SLS,01/11/2025,1,19:21,"Rowan Heinze, Adam Dudzinski",Transition,,21 Rowan Heinze > Transition > Trailer > To Basket > Miss 2 Pts
3,Trey Syroka,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:34.1,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,18:52,"Trey Syroka, Laz Panagiotounis",Spot Up,,2 Trey Syroka > Spot-Up > Drives Right > To Basket > Miss 2 Pts
4,Laz Panagiotounis,,,,Foul,Non Shooting Foul,00:00:18.6,,,,Bar@SLS,01/11/2025,1,,Trey Syroka,,,15 Laz Panagiotounis > Non Possession > Non Shooting Foul
5,Sean Wilcox,,,,"2FGM, Assist",Make 2 Pts,00:00:16.5,,,Bard College,Bar@SLS,01/11/2025,1,18:27,"Sean Wilcox, Laz Panagiotounis",Cut,,31 Sean Wilcox > Cut > Basket > Make 2 Pts
6,Adam Dudzinski,,,,2FGM,Make 2 Pts,00:00:20.9,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,18:04,Adam Dudzinski,P&R BH,,33 Adam Dudzinski > P&R Ball Handler > Left P&R > Baseline > Go Away from Pick > To Basket > Make 2 Pts
7,Rowan Heinze,,,,"2FGM, Assist",Make 2 Pts,00:00:23.4,,,Bard College,Bar@SLS,01/11/2025,1,17:37,"Rowan Heinze, Ahmad Rauf",Cut,,21 Rowan Heinze > Cut > Basket > Make 2 Pts
8,Andrew Cowan,,,,Foul,Non Shooting Foul,00:00:20.3,,,,Bar@SLS,01/11/2025,1,,Azriel Almodovar,,,24 Andrew Cowan > Non Possession > Non Shooting Foul
9,Trey Syroka,,,,"2FGM, Assist",Make 2 Pts,00:00:15.3,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,17:08,"Trey Syroka, Gavin Macaulay",Spot Up,,2 Trey Syroka > Spot-Up > Drives Left > Dribble Jumper > Medium/17' to <3p > Make 2 Pts
10,Laz Panagiotounis,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:15.7,,,Bard College,Bar@SLS,01/11/2025,1,16:52,"Laz Panagiotounis, Trey Syroka",Spot Up,,15 Laz Panagiotounis > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
11,Adam Dudzinski,,,,3FGm,Miss 3 Pts,00:00:32.3,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,16:27,Adam Dudzinski,Spot Up,,33 Adam Dudzinski > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
12,Andrew Cowan,,,,Off Reb,Run Offense,00:00:06.6,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,,Andrew Cowan,Off Reb,,24 Andrew Cowan > Offensive Rebound > Long > Run Offense
13,Andrew Cowan,,,,Foul,Non Shooting Foul,00:00:21.5,,,,Bar@SLS,01/11/2025,1,,Rowan Heinze,,,24 Andrew Cowan > Non Possession > Non Shooting Foul
14,Adam Dudzinski,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:21.2,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,15:58,"Adam Dudzinski, Azriel Almodovar",Spot Up,,33 Adam Dudzinski > Spot-Up > Drives Left > Dribble Jumper > Long/3pt > Miss 3 Pts
15,Laz Panagiotounis,,,,,No Violation,00:00:28.0,,,Bard College,Bar@SLS,01/11/2025,1,,Laz Panagiotounis,,,15 Laz Panagiotounis > Non Possession > No Violation
16,Azriel Almodovar,,,,"Turnover, Steal",Turnover,00:00:10.1,,,Bard College,Bar@SLS,01/11/2025,1,15:31,"Azriel Almodovar, Gavin Macaulay",,,4 Azriel Almodovar > No Play Type > Turnover
17,Aiden Macaulay,,,,Foul,Foul,00:00:10.9,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,15:26,"Laz Panagiotounis, Aiden Macaulay",Transition,,23 Aiden Macaulay > Transition > Right Wing > To Basket > Foul
18,Aiden Macaulay,,,,FTm,Free Throw,00:00:10.5,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,,Aiden Macaulay,,,23 Aiden Macaulay > Non Possession > Free Throw
19,Aiden Macaulay,,,,FTM,Free Throw,00:00:07.5,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,,Aiden Macaulay,,,23 Aiden Macaulay > Non Possession > Free Throw
20,Azriel Almodovar,,,,"2FGM, Assist",Make 2 Pts,00:00:24.5,,,Bard College,Bar@SLS,01/11/2025,1,15:02,"Azriel Almodovar, Max Frei",Cut,,4 Azriel Almodovar > Cut > Basket > Make 2 Pts
21,Troy McPherson,,,,3FGm,Miss 3 Pts,00:00:30.3,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,14:30,Troy McPherson,"Iso, Spot Up",,33 Adam Dudzinski > ISO > Top > Drives Left > Defense Commits > Ball Delivered > 4 Troy McPherson > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
22,Laz Panagiotounis,,,,"Turnover, Steal",Turnover,00:00:12.4,,,Bard College,Bar@SLS,01/11/2025,1,14:18,"Laz Panagiotounis, Troy McPherson",Spot Up,,15 Laz Panagiotounis > Spot-Up > Drives Right > Turnover
23,Chris Downs Jr.,,,,2FGm,Miss 2 Pts,00:00:33.5,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,13:54,Chris Downs Jr.,Spot Up,,21 Chris Downs Jr. > Spot-Up > Drives Right > To Basket > Miss 2 Pts
24,Adam Dudzinski,,,,"2FGm, Off Reb",Miss 2 Pts,00:00:07.6,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,13:54,Adam Dudzinski,Off Reb,,33 Adam Dudzinski > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
25,Adam Dudzinski,,,,"2FGm, Off Reb, Def Reb",Miss 2 Pts,00:00:07.6,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,13:49,"Adam Dudzinski, Jalen Umstead",Off Reb,,33 Adam Dudzinski > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
26,Azriel Almodovar,,,,"Turnover, Steal",Turnover,00:00:23.1,,,Bard College,Bar@SLS,01/11/2025,1,13:35,"Azriel Almodovar, Alexi Twahili",,,4 Azriel Almodovar > No Play Type > Turnover
27,Alexi Twahili,,,,"Turnover, Steal",Turnover,00:00:10.4,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,13:31,"Alexi Twahili, Max Frei",Transition,,1 Alexi Twahili > Transition > Ballhandler > Turnover
28,Laz Panagiotounis,,,,"Turnover, Steal",Turnover,00:00:16.4,,,Bard College,Bar@SLS,01/11/2025,1,13:22,"Laz Panagiotounis, Chris Downs Jr.","P&R BH, Spot Up",,4 Azriel Almodovar > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 15 Laz Panagiotounis > Spot-Up > Drives Right > Turnover
29,Dan Anderson,,,,2FGM,Make 2 Pts,00:00:15.5,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,13:11,Dan Anderson,Transition,,10 Dan Anderson > Transition > Ballhandler > To Basket > Make 2 Pts
30,Sean Wilcox,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:19.7,,,Bard College,Bar@SLS,01/11/2025,1,12:53,"Sean Wilcox, Chris Downs Jr.",Cut,,31 Sean Wilcox > Cut > Basket > Miss 2 Pts
31,Chris Downs Jr.,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:36.5,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,12:24,"Chris Downs Jr., Jalen Umstead",Spot Up,,21 Chris Downs Jr. > Spot-Up > Drives Left > Dribble Jumper > Short to < 17' > Miss 2 Pts
32,Dan Anderson,,,,"2FGM, Assist",Make 2 Pts,00:00:07.7,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,12:20,"Dan Anderson, Alexi Twahili",Spot Up,,10 Dan Anderson > Spot-Up > Drives Right > Dribble Jumper > Medium/17' to <3p > Make 2 Pts
33,Rowan Heinze,,,,2FGm,Miss 2 Pts,00:00:13.9,,,Bard College,Bar@SLS,01/11/2025,1,12:05,Rowan Heinze,Cut,,21 Rowan Heinze > Cut > Flash > Miss 2 Pts
34,Rowan Heinze,,,,2FGm,Miss 2 Pts,00:00:29.3,,,Bard College,Bar@SLS,01/11/2025,1,11:41,Rowan Heinze,Cut,,21 Rowan Heinze > Cut > Flash > Miss 2 Pts
35,Rowan Heinze,,,,Off Reb,Run Offense,00:00:08.9,,,Bard College,Bar@SLS,01/11/2025,1,,Rowan Heinze,Off Reb,,21 Rowan Heinze > Offensive Rebound > Long > Run Offense
36,Laz Panagiotounis,,,,"3FGM, Assist",Make 3 Pts,00:00:11.3,,,Bard College,Bar@SLS,01/11/2025,1,11:29,"Laz Panagiotounis, Rowan Heinze",Spot Up,,15 Laz Panagiotounis > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
37,Adam Dudzinski,,,,Foul,Non Shooting Foul,00:00:21.4,,,,Bar@SLS,01/11/2025,1,,Sean Wilcox,,,33 Adam Dudzinski > Non Possession > Non Shooting Foul
38,Dan Anderson,,,,3FGm,Miss 3 Pts,00:00:12.6,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,11:04,Dan Anderson,Handoff,,10 Dan Anderson > Hand Off > From Stationary > Top > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
39,Dan Anderson,,,,Off Reb,Run Offense,00:00:09.6,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,,Dan Anderson,Off Reb,,10 Dan Anderson > Offensive Rebound > Long > Run Offense
40,Chris Downs Jr.,,,,"2FGM, Assist",Make 2 Pts,00:00:11.3,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,10:58,"Chris Downs Jr., Dan Anderson",Spot Up,,21 Chris Downs Jr. > Spot-Up > No Dribble Jumper > Open > Medium/17' to <3p > Make 2 Pts
41,Max Frei,,,,"2FGM, Assist",Make 2 Pts,00:00:22.3,,,Bard College,Bar@SLS,01/11/2025,1,10:37,"Max Frei, Sean Wilcox",Cut,,23 Max Frei > Cut > Basket > Make 2 Pts
42,Dan Anderson,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:15.9,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,10:15,"Dan Anderson, Sean Wilcox",P&R BH,,10 Dan Anderson > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > To Basket > Miss 2 Pts
43,Rowan Heinze,,,,Foul,Foul,00:00:16.2,,,Bard College,Bar@SLS,01/11/2025,1,10:03,"Troy McPherson, Rowan Heinze",Transition,,21 Rowan Heinze > Transition > Trailer > To Basket > Foul
44,Rowan Heinze,,,,FTm,Free Throw,00:00:07.8,,,Bard College,Bar@SLS,01/11/2025,1,,Rowan Heinze,,,21 Rowan Heinze > Non Possession > Free Throw
45,Rowan Heinze,,,,FTM,Free Throw,00:00:07.6,,,Bard College,Bar@SLS,01/11/2025,1,,Rowan Heinze,,,21 Rowan Heinze > Non Possession > Free Throw
46,Andrew Cowan,,,,"2FGM, Foul, Assist",1 Pts,00:00:14.7,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,9:47,"Andrew Cowan, Gavin Macaulay, Rowan Heinze",Post Up,,24 Andrew Cowan > Post-Up > Right Block > Right Shoulder > No Dribble Move > To Basket > Make 2 Pts Foul > 1 Pts
47,Andrew Cowan,,,,FTM,Free Throw,00:00:07.3,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,,Andrew Cowan,,,24 Andrew Cowan > Non Possession > Free Throw
48,Laz Panagiotounis,,,,Foul,Non Shooting Foul,00:00:27.5,,,,Bar@SLS,01/11/2025,1,,Colton Suriano,,,15 Laz Panagiotounis > Non Possession > Non Shooting Foul
49,Jalen Umstead,,,,,No Violation,00:00:16.6,,,Bard College,Bar@SLS,01/11/2025,1,,Jalen Umstead,,,33 Jalen Umstead > Non Possession > No Violation
50,Jalen Umstead,,,,3FGm,Miss 3 Pts,00:00:18.3,,,Bard College,Bar@SLS,01/11/2025,1,9:06,Jalen Umstead,Spot Up,,33 Jalen Umstead > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
51,Colton Suriano,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:18.6,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,8:47,"Colton Suriano, Jalen Umstead",Spot Up,,25 Colton Suriano > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
52,Jalen Umstead,,,,"2FGM, Assist",Make 2 Pts,00:00:17.0,,,Bard College,Bar@SLS,01/11/2025,1,8:32,"Jalen Umstead, Laz Panagiotounis",Cut,,33 Jalen Umstead > Cut > Flash > Make 2 Pts
53,Colton Suriano,,,,"3FGM, Assist",Make 3 Pts,00:00:19.9,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,8:14,"Colton Suriano, Gavin Macaulay",Spot Up,,25 Colton Suriano > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
54,Azriel Almodovar,,,,"Foul, Turnover",Turnover,00:00:20.5,,,Bard College,Bar@SLS,01/11/2025,1,7:51,Azriel Almodovar,Spot Up,,4 Azriel Almodovar > Spot-Up > Drives Left > Turnover
55,Andrew Cowan,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:20.6,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,7:31,"Andrew Cowan, Sean Wilcox","P&R BH, P&R Roll Man",,2 Trey Syroka > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 24 Andrew Cowan > P&R Roll Man > Rolls to Basket > Miss 2 Pts
56,Jalen Umstead,,,,,No Violation,00:00:14.3,,,Bard College,Bar@SLS,01/11/2025,1,,Jalen Umstead,,,33 Jalen Umstead > Non Possession > No Violation
57,Jalen Umstead,,,,"2FGm, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:27.9,,,Bard College,Bar@SLS,01/11/2025,1,6:59,"Jalen Umstead, Andrew Cowan, Colton Suriano","P&R BH, Spot Up",,12 Lucas Tovar > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 33 Jalen Umstead > Spot-Up > Drives Right > To Basket > Miss 2 Pts
58,Colton Suriano,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:16.2,,,St. Lawrence Saints,Bar@SLS,01/11/2025,1,6:51,"Colton Suriano, Max Frei",Transition,,25 Colton Suriano > Transition > Trailer > Dribble Jumper > Long/3pt > Miss 3 Pts
59,Lucas Tovar,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:17.3,,,Bard College,Bar@SLS,01/11/2025,1,6:38,"Lucas Tovar, Colton Suriano",Spot Up,,12 Lucas Tovar > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
