#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Laz Panagiotounis,,,,"3FGM, Assist",Make 3 Pts,00:00:31.0,,,Bard College,RPI@Bar,01/18/2025,1,19:35,"Laz Panagiotounis, Ahmad Rauf",Spot Up,,15 Laz Panagiotounis > Spot-Up > Drives Left > Dribble Jumper > Long/3pt > Make 3 Pts
2,Chuck Clemons,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:23.1,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,19:09,"Chuck Clemons, Azriel Almodovar",Handoff,,4 Chuck Clemons > Hand Off > From Stationary > Top > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
3,Laz Panagiotounis,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:25.0,,,Bard College,RPI@Bar,01/18/2025,1,18:48,"Laz Panagiotounis, Avery Eugster",P&R BH,,15 Laz Panagiotounis > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > Dribble Jumper > Long/3pt > Miss 3 Pts
4,Dylan Matchett,,,,3FGm,Miss 3 Pts,00:00:34.0,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,18:31,Dylan Matchett,P&R BH,,32 Dylan Matchett > P&R Ball Handler > High P&R > Takes Early Jump Shot > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
5,Avery Eugster,,,,,Run Offense,00:00:13.3,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,,Avery Eugster,,,12 Avery Eugster > Offensive Rebound > Short > Run Offense
6,Andrew Deppe,,,,"3FGM, Assist",Make 3 Pts,00:00:11.0,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,18:22,"Andrew Deppe, PJ Scalisi",Spot Up,,41 Andrew Deppe > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
7,Rowan Heinze,,,,"Turnover, Steal",Turnover,00:00:18.8,,,Bard College,RPI@Bar,01/18/2025,1,18:04,"Rowan Heinze, PJ Scalisi","Post Up, Spot Up",,31 Sean Wilcox > Post-Up > Right Block > Defense Commits > Ball Delivered > 21 Rowan Heinze > Spot-Up > Drives Left > Turnover
8,Dylan Matchett,,,,Foul,Foul,00:00:10.7,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,18:00,"Sean Wilcox, Dylan Matchett",Transition,,32 Dylan Matchett > Transition > Right Wing > To Basket > Foul
9,Dylan Matchett,,,,FTM,Free Throw,00:00:05.9,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,,Dylan Matchett,,,32 Dylan Matchett > Non Possession > Free Throw
10,Dylan Matchett,,,,FTM,Free Throw,00:00:05.6,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,,Dylan Matchett,,,32 Dylan Matchett > Non Possession > Free Throw
11,Ahmad Rauf,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:20.9,,,Bard College,RPI@Bar,01/18/2025,1,17:38,"Andrew Deppe, Ahmad Rauf","Iso, Spot Up",,15 Laz Panagiotounis > ISO > Top > Drives Right > Defense Commits > Ball Delivered > 1 Ahmad Rauf > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
12,Avery Eugster,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:25.0,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,17:14,"Sean Wilcox, Avery Eugster",P&R BH,,12 Avery Eugster > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts
13,Avery Eugster,,,,"Off Reb, Foul",Run Offense,00:00:08.3,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,,"Avery Eugster, Ahmad Rauf",Off Reb,,12 Avery Eugster > Offensive Rebound > Short > Run Offense
14,Chuck Clemons,,,,2FGM,Make 2 Pts,00:00:17.4,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,16:59,Chuck Clemons,Cut,,4 Chuck Clemons > Cut > Flash > Make 2 Pts
15,Sean Wilcox,,,,,No Violation,00:00:16.5,,,Bard College,RPI@Bar,01/18/2025,1,,Sean Wilcox,,,31 Sean Wilcox > Non Possession > No Violation
16,Azriel Almodovar,,,,Foul,Non Shooting Foul,00:00:16.6,,,,RPI@Bar,01/18/2025,1,,Andrew Deppe,,,4 Azriel Almodovar > Non Possession > Non Shooting Foul
17,Laz Panagiotounis,,,,3FGM,Make 3 Pts,00:00:17.7,,,Bard College,RPI@Bar,01/18/2025,1,16:26,Laz Panagiotounis,P&R BH,,15 Laz Panagiotounis > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts
18,PJ Scalisi,,,,"3FGM, Assist",Make 3 Pts,00:00:17.9,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,16:03,"PJ Scalisi, Dylan Matchett",Spot Up,,23 PJ Scalisi > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
19,Laz Panagiotounis,,,,2FGM,Make 2 Pts,00:00:09.7,,,Bard College,RPI@Bar,01/18/2025,1,15:51,Laz Panagiotounis,Spot Up,,15 Laz Panagiotounis > Spot-Up > Drives Right > To Basket > Make 2 Pts
20,Chuck Clemons,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:30.3,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,15:19,"Chuck Clemons, Sean Wilcox",P&R BH,,4 Chuck Clemons > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts
21,Azriel Almodovar,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:14.1,,,Bard College,RPI@Bar,01/18/2025,1,15:11,"Azriel Almodovar, Dylan Matchett",Transition,,4 Azriel Almodovar > Transition > Ballhandler > To Basket > Miss 2 Pts
22,Andrew Deppe,,,,"2FGM, Foul, Assist",1 Pts,00:00:22.6,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,14:53,"Andrew Deppe, Chuck Clemons, Rowan Heinze","Post Up, Cut",,4 Chuck Clemons > Post-Up > Left Block > Defense Commits > Ball Delivered > 41 Andrew Deppe > Cut > Basket > Make 2 Pts Foul > 1 Pts
23,Andrew Deppe,,,,FTM,Free Throw,00:00:04.2,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,,Andrew Deppe,,,41 Andrew Deppe > Non Possession > Free Throw
24,Max Frei,,,,Foul,Non Shooting Foul,00:00:09.7,,,,RPI@Bar,01/18/2025,1,,Avery Eugster,,,23 Max Frei > Non Possession > Non Shooting Foul
25,Sean Wilcox,,,,2FGM,Make 2 Pts,00:00:13.7,,,Bard College,RPI@Bar,01/18/2025,1,14:40,Sean Wilcox,Iso,,31 Sean Wilcox > ISO > Right > Drives Left > To Basket > Make 2 Pts
26,Avery Eugster,,,,"Turnover, Steal",Turnover,00:00:28.0,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,14:11,"Sean Wilcox, Avery Eugster",P&R BH,,12 Avery Eugster > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Turnover
27,Laz Panagiotounis,,,,2FGm,Miss 2 Pts,00:00:20.3,,,Bard College,RPI@Bar,01/18/2025,1,13:57,Laz Panagiotounis,P&R BH,,15 Laz Panagiotounis > P&R Ball Handler > High P&R > Go Away from Pick > To Basket > Miss 2 Pts
28,Pat White,,,,"2FGM, Assist",Make 2 Pts,00:00:15.5,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,13:40,"Pat White, Avery Eugster",Cut,,33 Pat White > Cut > Basket > Make 2 Pts
29,Laz Panagiotounis,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:18.1,,,Bard College,RPI@Bar,01/18/2025,1,13:20,"Pat White, Laz Panagiotounis",Spot Up,,15 Laz Panagiotounis > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
30,Chuck Clemons,,,,,No Violation,00:00:13.1,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,,Chuck Clemons,,,4 Chuck Clemons > Non Possession > No Violation
31,Pat White,,,,"Turnover, Steal",Turnover,00:00:12.0,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,13:12,"Pat White, Sean Wilcox",Cut,,33 Pat White > Cut > Basket > Turnover
32,Lucas Tovar,,,,,No Violation,00:00:33.8,,,Bard College,RPI@Bar,01/18/2025,1,,Lucas Tovar,,,12 Lucas Tovar > Non Possession > No Violation
33,Laz Panagiotounis,,,,"3FGM, Assist",Make 3 Pts,00:00:10.8,,,Bard College,RPI@Bar,01/18/2025,1,12:41,"Laz Panagiotounis, Lucas Tovar",Spot Up,,15 Laz Panagiotounis > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
34,Dylan Matchett,,,,Foul,Foul,00:00:12.4,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,12:25,"Max Frei, Dylan Matchett",Post Up,,32 Dylan Matchett > Post-Up > Left Block > Right Shoulder > Dribble Move > To Drop Step > Foul
35,Dylan Matchett,,,,FTM,Free Throw,00:00:06.1,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,,Dylan Matchett,,,32 Dylan Matchett > Non Possession > Free Throw
36,Dylan Matchett,,,,FTM,Free Throw,00:00:04.3,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,,Dylan Matchett,,,32 Dylan Matchett > Non Possession > Free Throw
37,Sean Wilcox,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:21.4,,,Bard College,RPI@Bar,01/18/2025,1,12:11,"PJ Scalisi, Sean Wilcox",Spot Up,,31 Sean Wilcox > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
38,Pat White,,,,"2FGm, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:18.4,,,Rensselaer Polytechnic,RPI@Bar,01/18/2025,1,11:52,"Pat White, Sean Wilcox, Laz Panagiotounis",P&R BH,,33 Pat White > P&R Ball Handler > High P&R > Go Away from Pick > To Basket > Miss 2 Pts
