#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Chase Dickens,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:23.6,,,Rochester Institute of Technology Tigers,Bar@RIT,12/06/2024,1,19:43,"Chase Dickens, Azriel Almodovar",Handoff,,11 Chase Dickens > Hand Off > From Dribble > Top > Dribble Jumper > Short to < 17' > Miss 2 Pts
2,Rowan Heinze,,,,Turnover,Turnover,00:00:15.3,,,Bard College,Bar@RIT,12/06/2024,1,19:35,Rowan Heinze,Transition,,21 Rowan Heinze > Transition > Trailer > Turnover
3,Matt Caggiano,,,,,No Violation,00:00:16.6,,,Rochester Institute of Technology Tigers,Bar@RIT,12/06/2024,1,,Matt Caggiano,,,5 Matt Caggiano > Non Possession > No Violation
4,Kenny Wilburn,,,,"Turnover, Steal",Turnover,00:00:16.3,,,Rochester Institute of Technology Tigers,Bar@RIT,12/06/2024,1,19:05,"Kenny Wilburn, Azriel Almodovar",Post Up,,3 Kenny Wilburn > Post-Up > Right Block > Left Shoulder > Dribble Move > Defense Commits > Turnover
5,Laz Panagiotounis,,,,"3FGM, Assist",Make 3 Pts,00:00:12.2,,,Bard College,Bar@RIT,12/06/2024,1,18:59,"Laz Panagiotounis, Azriel Almodovar",Transition,,15 Laz Panagiotounis > Transition > Right Wing > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
6,Brock Bowen,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.4,,,Rochester Institute of Technology Tigers,Bar@RIT,12/06/2024,1,18:46,"Brock Bowen, Sean Wilcox","P&R BH, Spot Up",,5 Matt Caggiano > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 10 Brock Bowen > Spot-Up > Drives Left > Dribble Jumper > Long/3pt > Miss 3 Pts
7,Azriel Almodovar,,,,2FGM,Make 2 Pts,00:00:11.8,,,Bard College,Bar@RIT,12/06/2024,1,18:40,Azriel Almodovar,Transition,,4 Azriel Almodovar > Transition > Ballhandler > To Basket > Make 2 Pts
8,Matt Caggiano,,,,"Turnover, Steal",Turnover,00:00:09.3,,,Rochester Institute of Technology Tigers,Bar@RIT,12/06/2024,1,18:27,"Matt Caggiano, Azriel Almodovar",P&R BH,,5 Matt Caggiano > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Turnover
9,Ahmad Rauf,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:11.6,,,Bard College,Bar@RIT,12/06/2024,1,18:21,"Ahmad Rauf, Kenny Wilburn",Transition,,1 Ahmad Rauf > Transition > Trailer > To Basket > Miss 2 Pts
10,Chase Dickens,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:08.7,,,Rochester Institute of Technology Tigers,Bar@RIT,12/06/2024,1,18:09,"Chase Dickens, Laz Panagiotounis",P&R BH,,11 Chase Dickens > P&R Ball Handler > High P&R > Go Away from Pick > To Basket > Miss 2 Pts
