#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Sam Stevens,,,,Foul,Foul,00:00:19.9,,,Middlebury College,VC@MID,01/03/2025,1,19:45,"Sebastian Medina, Sam Stevens",Post Up,,33 Sam Stevens > Post-Up > Right Block > Left Shoulder > Dribble Move > To Drop Step > Foul
2,Sam Stevens,,,,FTM,Free Throw,00:00:04.7,,,Middlebury College,VC@MID,01/03/2025,1,,Sam Stevens,,,33 Sam Stevens > Non Possession > Free Throw
3,Sam Stevens,,,,FTM,Free Throw,00:00:05.3,,,Middlebury College,VC@MID,01/03/2025,1,,Sam Stevens,,,33 Sam Stevens > Non Possession > Free Throw
4,Shea Fitzgerald,,,,2FGM,Make 2 Pts,00:00:17.1,,,Vassar Brewers,VC@MID,01/03/2025,1,19:16,Shea Fitzgerald,P&R BH,,3 Shea Fitzgerald > P&R Ball Handler > Right P&R > Side > Go Away from Pick > Dribble Jumper > Short to < 17' > Make 2 Pts
5,Tristan Joseph,,,,2FGm,Miss 2 Pts,00:00:25.3,,,Middlebury College,VC@MID,01/03/2025,1,19:02,Tristan Joseph,"Post Up, Spot Up",,12 Edward Witherington > Post-Up > Right Block > Defense Commits > Ball Delivered > 3 Tristan Joseph > Spot-Up > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
6,David Brennan,,,,Off Reb,Run Offense,00:00:07.5,,,Middlebury College,VC@MID,01/03/2025,1,,David Brennan,Off Reb,,24 David Brennan > Offensive Rebound > Long > Run Offense
7,Sam Stevens,,,,3FGM,Make 3 Pts,00:00:12.1,,,Middlebury College,VC@MID,01/03/2025,1,18:54,Sam Stevens,Handoff,,33 Sam Stevens > Hand Off > From Dribble > Left > Dribble Jumper > Long/3pt > Make 3 Pts
8,Kreekor Karageuzian,,,,2FGm,Miss 2 Pts,00:00:29.0,,,Vassar Brewers,VC@MID,01/03/2025,1,18:24,Kreekor Karageuzian,,,4 Kreekor Karageuzian > No Play Type > Dribble Jumper > Short to < 17' > Miss 2 Pts
9,Evan Flaks,,,,2FGm,Miss 2 Pts,00:00:22.2,,,Middlebury College,VC@MID,01/03/2025,1,18:01,Evan Flaks,Iso,,2 Evan Flaks > ISO > Left > Drives Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
10,David Brennan,,,,Off Reb,Run Offense,00:00:06.1,,,Middlebury College,VC@MID,01/03/2025,1,,David Brennan,Off Reb,,24 David Brennan > Offensive Rebound > Short > Run Offense
11,Sam Stevens,,,,2FGm,Miss 2 Pts,00:00:10.5,,,Middlebury College,VC@MID,01/03/2025,1,17:53,Sam Stevens,Spot Up,,33 Sam Stevens > Spot-Up > Drives Right > To Basket > Miss 2 Pts
12,Edward Witherington,,,,"2FGM, Off Reb",Make 2 Pts,00:00:05.0,,,Middlebury College,VC@MID,01/03/2025,1,17:53,Edward Witherington,Off Reb,,12 Edward Witherington > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
13,Shea Fitzgerald,,,,3FGM,Make 3 Pts,00:00:11.3,,,Vassar Brewers,VC@MID,01/03/2025,1,17:39,Shea Fitzgerald,Off Screen,,3 Shea Fitzgerald > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
14,Edward Witherington,,,,"3FGM, Assist",Make 3 Pts,00:00:13.9,,,Middlebury College,VC@MID,01/03/2025,1,17:22,"Edward Witherington, David Brennan","Post Up, Spot Up",,24 David Brennan > Post-Up > Left Block > Defense Commits > Ball Delivered > 12 Edward Witherington > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
15,Avery Lee,,,,"Turnover, Steal",Turnover,00:00:17.7,,,Vassar Brewers,VC@MID,01/03/2025,1,17:06,"Avery Lee, Tristan Joseph",,,2 Avery Lee > No Play Type > Turnover
16,Evan Flaks,,,,"2FGM, Assist",Make 2 Pts,00:00:09.3,,,Middlebury College,VC@MID,01/03/2025,1,17:02,"Evan Flaks, Tristan Joseph",Transition,,2 Evan Flaks > Transition > Ballhandler > To Basket > Make 2 Pts
17,Nathan Denham,,,,Turnover,Turnover,00:00:14.9,,,Vassar Brewers,VC@MID,01/03/2025,1,16:47,Nathan Denham,"P&R BH, P&R Roll Man",,2 Avery Lee > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 22 Nathan Denham > P&R Roll Man > Rolls to Basket > Turnover
18,Evan Flaks,,,,"Turnover, Steal",Turnover,00:00:07.7,,,Middlebury College,VC@MID,01/03/2025,1,16:35,"Evan Flaks, Kreekor Karageuzian",P&R BH,,2 Evan Flaks > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Turnover
19,Avery Lee,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:13.5,,,Vassar Brewers,VC@MID,01/03/2025,1,16:30,"Avery Lee, David Brennan",Transition,,2 Avery Lee > Transition > Trailer > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
20,Sam Stevens,,,,"3FGM, Assist",Make 3 Pts,00:00:19.1,,,Middlebury College,VC@MID,01/03/2025,1,16:14,"Sam Stevens, Evan Flaks",Spot Up,,33 Sam Stevens > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
21,Sebastian Medina,,,,"Turnover, Steal",Turnover,00:00:17.6,,,Vassar Brewers,VC@MID,01/03/2025,1,15:47,"Tristan Joseph, Sebastian Medina","P&R BH, P&R Roll Man",,3 Shea Fitzgerald > P&R Ball Handler > Right P&R > Baseline > Defense Commits > Ball Delivered > 5 Sebastian Medina > P&R Roll Man > Slips the Pick > Turnover
