#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Synergy String
1,Jack Dalgety,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:19.0,,,Clarkson University Golden Knights,CU@Law,11/09/2024,1,19:46,"Jack Dalgety, Caleb Nash",Spot Up,21 Jack Dalgety > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
2,Nicholas Gouriotis,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:27.6,,,Lawrence,CU@Law,11/09/2024,1,19:26,"Nicholas Gouriotis, Braeden Burns",Spot Up,22 Nicholas Gouriotis > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
3,Finn Cork,,,,Foul,Non Shooting Foul,00:00:28.0,,,,CU@Law,11/09/2024,1,,Nicholas Gouriotis,,40 Finn Cork > Non Possession > Non Shooting Foul
4,Jack Dalgety,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:09.2,,,Clarkson University Golden Knights,CU@Law,11/09/2024,1,19:03,"Jack Dalgety, Caleb Nash",Off Screen,21 Jack Dalgety > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
5,Caleb Nash,,,,2FGM,Make 2 Pts,00:00:12.6,,,Lawrence,CU@Law,11/09/2024,1,18:56,Caleb Nash,Transition,4 Caleb Nash > Transition > Ballhandler > To Basket > Make 2 Pts
6,Steve DeRegis,,,,"3FGM, Assist",Make 3 Pts,00:00:15.1,,,Clarkson University Golden Knights,CU@Law,11/09/2024,1,18:41,"Steve DeRegis, Finn Cork",Handoff,5 Steve DeRegis > Hand Off > From Dribble > Top > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
7,Nathan Valentine,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:18.7,,,Lawrence,CU@Law,11/09/2024,1,18:17,"Nathan Valentine, Finn Cork",P&R BH,1 Nathan Valentine > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > To Basket > Miss 2 Pts
8,Finn Cork,,,,Turnover,Turnover,00:00:15.7,,,Clarkson University Golden Knights,CU@Law,11/09/2024,1,18:02,Finn Cork,Post Up,40 Finn Cork > Post-Up > Left Block > Post Pin > Dribble Move > To Basket > Turnover
9,Caleb Nash,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:18.1,,,Lawrence,CU@Law,11/09/2024,1,17:43,"Caleb Nash, Finn Cork",P&R BH,4 Caleb Nash > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
10,Steve DeRegis,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:17.1,,,Clarkson University Golden Knights,CU@Law,11/09/2024,1,17:25,"Steve DeRegis, Landon Key",Spot Up,5 Steve DeRegis > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
11,Landon Key,,,,"Turnover, Steal",Turnover,00:00:09.4,,,Lawrence,CU@Law,11/09/2024,1,17:18,"Landon Key, Braeden Burns",,14 Landon Key > No Play Type > Turnover
12,Braeden Burns,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:20.8,,,Clarkson University Golden Knights,CU@Law,11/09/2024,1,17:09,"Caleb Nash, Braeden Burns",Spot Up,24 Braeden Burns > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
13,Jasper Padia,,,,2FGM,Make 2 Pts,00:00:26.3,,,Lawrence,CU@Law,11/09/2024,1,16:48,Jasper Padia,Post Up,35 Jasper Padia > Post-Up > Right Block > Right Shoulder > Dribble Move > To Up and Under > Make 2 Pts
14,Steve DeRegis,,,,3FGm,Miss 3 Pts,00:00:26.2,,,Clarkson University Golden Knights,CU@Law,11/09/2024,1,16:31,Steve DeRegis,Off Screen,5 Steve DeRegis > Off Screen > To Shooter's Right > Flare > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
15,Jack Dalgety,,,,"2FGm, Off Reb",Miss 2 Pts,00:00:13.3,,,Clarkson University Golden Knights,CU@Law,11/09/2024,1,16:31,Jack Dalgety,Off Reb,21 Jack Dalgety > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
16,Finn Cork,,,,"2FGm, Off Reb, Def Reb, Block, Blocked Attempt",Miss 2 Pts,00:00:13.3,,,Clarkson University Golden Knights,CU@Law,11/09/2024,1,16:25,"Finn Cork, Landon Key, Nicholas Gouriotis",Off Reb,40 Finn Cork > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
17,Landon Key,,,,,No Violation,00:00:22.6,,,Lawrence,CU@Law,11/09/2024,1,,Landon Key,,14 Landon Key > Non Possession > No Violation
18,Landon Key,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:20.0,,,Lawrence,CU@Law,11/09/2024,1,16:00,"Landon Key, Finn Cork",Off Screen,14 Landon Key > Off Screen > To Shooter's Left > Flare > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
