#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Kenny Wilburn,,,,2FGm,Miss 2 Pts,00:00:33.7,,,Rochester Institute of Technology Tigers,UNY@RIT,12/07/2024,1,19:34,Kenny Wilburn,Post Up,,3 Kenny Wilburn > Post-Up > Left Block > Right Shoulder > Dribble Move > To Drop Step > Miss 2 Pts
2,Kenny Wilburn,,,,"2FGm, Off Reb",Miss 2 Pts,00:00:08.7,,,Rochester Institute of Technology Tigers,UNY@RIT,12/07/2024,1,19:34,Kenny Wilburn,Off Reb,,3 Kenny Wilburn > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
3,Nolan Smih,,,,Off Reb,Run Offense,00:00:08.7,,,Rochester Institute of Technology Tigers,UNY@RIT,12/07/2024,1,,Nolan Smih,Off Reb,,22 Nolan Smih > Offensive Rebound > Short > Run Offense
4,Brock Bowen,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:14.3,,,Rochester Institute of Technology Tigers,UNY@RIT,12/07/2024,1,19:24,"Brock Bowen, Jaden Jauregui",Spot Up,,10 Brock Bowen > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
5,Jack Plesser,,,,"2FGM, Assist",Make 2 Pts,00:00:32.5,,,Union (NY) Chargers,UNY@RIT,12/07/2024,1,19:00,"Jack Plesser, Christian Dufort",Cut,,33 Jack Plesser > Cut > Flash > Make 2 Pts
6,Brock Bowen,,,,"2FGm, Foul",Miss 2 Pts,00:00:19.6,,,Rochester Institute of Technology Tigers,UNY@RIT,12/07/2024,1,18:40,Brock Bowen,"P&R BH, Spot Up",,11 Chase Dickens > P&R Ball Handler > Right P&R > Side > Split > Defense Commits > Ball Delivered > 10 Brock Bowen > Spot-Up > Drives Right > To Basket > Miss 2 Pts
7,Jaden Jauregui,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:24.5,,,Union (NY) Chargers,UNY@RIT,12/07/2024,1,18:11,"Jaden Jauregui, Chase Dickens","P&R BH, Spot Up",,5 Tanner Tedesco > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 13 Jaden Jauregui > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
8,Brock Bowen,,,,"3FGM, Assist",Make 3 Pts,00:00:17.5,,,Rochester Institute of Technology Tigers,UNY@RIT,12/07/2024,1,17:54,"Brock Bowen, Matt Caggiano",Spot Up,,10 Brock Bowen > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
9,Jaden Jauregui,,,,2FGm,Miss 2 Pts,00:00:19.7,,,Union (NY) Chargers,UNY@RIT,12/07/2024,1,17:33,Jaden Jauregui,P&R BH,,13 Jaden Jauregui > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts
10,Jaden Jauregui,,,,"2FGM, Off Reb",Make 2 Pts,00:00:06.8,,,Union (NY) Chargers,UNY@RIT,12/07/2024,1,17:33,Jaden Jauregui,Off Reb,,13 Jaden Jauregui > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts
11,Chase Dickens,,,,"Turnover, Steal",Turnover,00:00:15.0,,,Rochester Institute of Technology Tigers,UNY@RIT,12/07/2024,1,17:15,"Jaden Jauregui, Chase Dickens",Off Screen,,11 Chase Dickens > Off Screen > To Shooter's Left > Straight > Turnover
12,Christian Dufort,,,,Foul,Non Shooting Foul,00:00:21.7,,,,UNY@RIT,12/07/2024,1,,Nolan Smih,,,24 Christian Dufort > Non Possession > Non Shooting Foul
13,Jack Plesser,,,,2FGM,Make 2 Pts,00:00:17.6,,,Union (NY) Chargers,UNY@RIT,12/07/2024,1,16:55,Jack Plesser,"Iso, Spot Up",,13 Jaden Jauregui > ISO > Right > Drives Left > Defense Commits > Ball Delivered > 33 Jack Plesser > Spot-Up > Drives Right > To Basket > Make 2 Pts
14,Brock Bowen,,,,"3FGM, Assist",Make 3 Pts,00:00:09.1,,,Rochester Institute of Technology Tigers,UNY@RIT,12/07/2024,1,16:42,"Brock Bowen, Matt Caggiano",Off Screen,,10 Brock Bowen > Off Screen > To Shooter's Right > Flare > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
