#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Synergy String
1,Charlie Fantom,,,,"3FGM, Assist",Make 3 Pts,00:00:27.7,,,Skidmore Thoroughbreds,Bar@SKD,01/24/2025,1,19:37,"Charlie Fantom, Joey Skoric",Spot Up,,5 Charlie Fantom > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
2,Sean Wilcox,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:20.9,,,Bard College,Bar@SKD,01/24/2025,1,19:12,"Sean Wilcox, Joey Skoric",Spot Up,,31 Sean Wilcox > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
3,Alexei Downie,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:14.2,,,Skidmore Thoroughbreds,Bar@SKD,01/24/2025,1,18:58,"Alexei Downie, Laz Panagiotounis",Spot Up,,4 Alexei Downie > Spot-Up > No Dribble Jumper > Guarded > Medium/17' to <3p > Miss 2 Pts
4,Ahmad Rauf,,,,"3FGM, Assist",Make 3 Pts,00:00:21.7,,,Bard College,Bar@SKD,01/24/2025,1,18:40,"Ahmad Rauf, Rowan Heinze",Handoff,,1 Ahmad Rauf > Hand Off > From Dribble > Right > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
5,Charlie Fantom,,,,3FGm,Miss 3 Pts,00:00:16.5,,,Skidmore Thoroughbreds,Bar@SKD,01/24/2025,1,18:22,Charlie Fantom,Off Screen,,5 Charlie Fantom > Off Screen > To Shooter's Left > Straight > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
6,Alexei Downie,,,,Off Reb,Run Offense,00:00:06.4,,,Skidmore Thoroughbreds,Bar@SKD,01/24/2025,1,,Alexei Downie,Off Reb,,4 Alexei Downie > Offensive Rebound > Short > Run Offense
7,Hakeem Daphnis,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:11.4,,,Skidmore Thoroughbreds,Bar@SKD,01/24/2025,1,18:15,"Hakeem Daphnis, Rowan Heinze",Spot Up,,23 Hakeem Daphnis > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
8,Laz Panagiotounis,,,,Turnover,Turnover,00:00:18.9,,,Bard College,Bar@SKD,01/24/2025,1,18:03,Laz Panagiotounis,Spot Up,,15 Laz Panagiotounis > Spot-Up > Drives Right > Turnover
9,Charlie Fantom,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:19.1,,,Skidmore Thoroughbreds,Bar@SKD,01/24/2025,1,17:43,"Charlie Fantom, Azriel Almodovar",Spot Up,,5 Charlie Fantom > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
10,Sean Wilcox,,,,3FGm,Miss 3 Pts,00:00:22.7,,,Bard College,Bar@SKD,01/24/2025,1,17:29,Sean Wilcox,Off Screen,,31 Sean Wilcox > Off Screen > To Shooter's Left > Flare > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
11,Azriel Almodovar,,,,"2FGm, Off Reb, Def Reb",Miss 2 Pts,00:00:08.7,,,Bard College,Bar@SKD,01/24/2025,1,17:29,"Joey Skoric, Azriel Almodovar",Off Reb,,4 Azriel Almodovar > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
12,Hakeem Daphnis,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:27.1,,,Skidmore Thoroughbreds,Bar@SKD,01/24/2025,1,17:02,"Azriel Almodovar, Hakeem Daphnis",Spot Up,,23 Hakeem Daphnis > Spot-Up > Drives Left > To Basket > Miss 2 Pts
13,Ahmad Rauf,,,,3FGm,Miss 3 Pts,00:00:20.5,,,Bard College,Bar@SKD,01/24/2025,1,16:53,Ahmad Rauf,Transition,,1 Ahmad Rauf > Transition > Right Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
14,Laz Panagiotounis,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:11.1,,,Bard College,Bar@SKD,01/24/2025,1,16:46,"Laz Panagiotounis, Alexei Downie",Off Screen,,15 Laz Panagiotounis > Off Screen > To Shooter's Left > Straight > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
15,Charlie Fantom,,,,"3FGM, Assist",Make 3 Pts,00:00:18.5,,,Skidmore Thoroughbreds,Bar@SKD,01/24/2025,1,16:27,"Alexei Downie, Charlie Fantom",Spot Up,,5 Charlie Fantom > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
16,Rowan Heinze,,,,2FGM,Make 2 Pts,00:00:23.9,,,Bard College,Bar@SKD,01/24/2025,1,15:57,Rowan Heinze,P&R BH,,21 Rowan Heinze > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Make 2 Pts
17,Joey  Skoric,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:23.9,,,Skidmore Thoroughbreds,Bar@SKD,01/24/2025,1,15:32,"Joey Skoric, Rowan Heinze",Spot Up,,14 Joey Skoric > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
18,Rowan Heinze,,,,2FGM,Make 2 Pts,00:00:18.2,,,Bard College,Bar@SKD,01/24/2025,1,15:17,Rowan Heinze,Spot Up,,21 Rowan Heinze > Spot-Up > Drives Left > To Basket > Make 2 Pts
19,Joey  Skoric,,,,"Turnover, Steal",Turnover,00:00:12.1,,,Skidmore Thoroughbreds,Bar@SKD,01/24/2025,1,15:00,"Joey Skoric, Ahmad Rauf",Post Up,,14 Joey Skoric > Post-Up > Right Block > Post Pin > Defense Commits > Turnover
20,Laz Panagiotounis,,,,"2FGM, Assist",Make 2 Pts,00:00:16.3,,,Bard College,Bar@SKD,01/24/2025,1,14:48,"Laz Panagiotounis, Rowan Heinze",Cut,,15 Laz Panagiotounis > Cut > Basket > Make 2 Pts
21,Alexei Downie,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:12.5,,,Skidmore Thoroughbreds,Bar@SKD,01/24/2025,1,14:39,"Azriel Almodovar, Alexei Downie",Spot Up,,4 Alexei Downie > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
22,Rowan Heinze,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:15.0,,,Bard College,Bar@SKD,01/24/2025,1,14:28,"Rowan Heinze, Joey Skoric",Transition,,21 Rowan Heinze > Transition > Right Wing > To Basket > Miss 2 Pts
23,Hakeem Daphnis,,,,"Turnover, Steal",Turnover,00:00:20.0,,,Skidmore Thoroughbreds,Bar@SKD,01/24/2025,1,14:11,"Azriel Almodovar, Hakeem Daphnis",P&R BH,,23 Hakeem Daphnis > P&R Ball Handler > Right P&R > Baseline > Dribble Off Pick > Defense Commits > Turnover
24,Ahmad Rauf,,,,2FGm,Miss 2 Pts,00:00:10.6,,,Bard College,Bar@SKD,01/24/2025,1,14:07,Ahmad Rauf,Transition,,1 Ahmad Rauf > Transition > First Middle > To Basket > Miss 2 Pts
25,Rowan Heinze,,,,,Run Offense,00:00:05.6,,,Bard College,Bar@SKD,01/24/2025,1,,Rowan Heinze,,,21 Rowan Heinze > Offensive Rebound > Long > Run Offense
26,Laz Panagiotounis,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:09.9,,,Bard College,Bar@SKD,01/24/2025,1,14:01,"Joey Skoric, Laz Panagiotounis",Spot Up,,15 Laz Panagiotounis > Spot-Up > Drives Left > Dribble Jumper > Long/3pt > Miss 3 Pts
27,Charlie Fantom,,,,"3FGM, Assist",Make 3 Pts,00:00:15.3,,,Skidmore Thoroughbreds,Bar@SKD,01/24/2025,1,13:44,"Charlie Fantom, Joey Skoric",Off Screen,,5 Charlie Fantom > Off Screen > To Shooter's Right > Flare > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
28,Jalen Umstead,,,,"2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:13.1,,,Bard College,Bar@SKD,01/24/2025,1,13:41,"Joey Skoric, Jalen Umstead",Cut,,33 Jalen Umstead > Cut > Basket > Miss 2 Pts
29,Max Frei,,,,,Run Offense,00:00:05.7,,,Bard College,Bar@SKD,01/24/2025,1,,Max Frei,,,23 Max Frei > Offensive Rebound > Short > Run Offense
30,Sean Wilcox,,,,,No Violation,00:00:13.4,,,Bard College,Bar@SKD,01/24/2025,1,,Sean Wilcox,,,31 Sean Wilcox > Non Possession > No Violation
31,Laz Panagiotounis,,,,,No Violation,00:00:07.0,,,Bard College,Bar@SKD,01/24/2025,1,,Laz Panagiotounis,,,15 Laz Panagiotounis > Non Possession > No Violation
32,Laz Panagiotounis,,,,"3FGM, Assist",Make 3 Pts,00:00:10.5,,,Bard College,Bar@SKD,01/24/2025,1,13:20,"Max Frei, Laz Panagiotounis",Off Screen,,15 Laz Panagiotounis > Off Screen > To Shooter's Right > Straight > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
33,Charlie  Weisberg,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:13.7,,,Skidmore Thoroughbreds,Bar@SKD,01/24/2025,1,13:07,"Charlie Weisberg, Azriel Almodovar",Spot Up,,11 Charlie Weisberg > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
34,Jalen Umstead,,,,"3FGM, Assist",Make 3 Pts,00:00:13.5,,,Bard College,Bar@SKD,01/24/2025,1,12:59,"Jalen Umstead, Azriel Almodovar",Transition,,33 Jalen Umstead > Transition > Trailer > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
35,Charlie Fantom,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:17.9,,,Skidmore Thoroughbreds,Bar@SKD,01/24/2025,1,12:37,"Charlie Fantom, Azriel Almodovar",Spot Up,,5 Charlie Fantom > Spot-Up > Drives Left > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
36,Jalen Umstead,,,,"3FGm, Def Reb",Miss 3 Pts,00:00:15.8,,,Bard College,Bar@SKD,01/24/2025,1,12:28,"Jalen Umstead, Charlie Weisberg",Transition,,33 Jalen Umstead > Transition > Right Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
37,Charlie  Weisberg,,,,"2FGm, Def Reb",Miss 2 Pts,00:00:13.6,,,Skidmore Thoroughbreds,Bar@SKD,01/24/2025,1,12:15,"Charlie Weisberg, Azriel Almodovar",P&R BH,,11 Charlie Weisberg > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts
38,Sean Wilcox,,,,"3FGM, Assist",Make 3 Pts,00:00:14.1,,,Bard College,Bar@SKD,01/24/2025,1,12:07,"Azriel Almodovar, Sean Wilcox",Transition,,31 Sean Wilcox > Transition > Right Wing > No Dribble Jumper > Open > Long/3pt > Make 3 Pts
39,Charlie  Weisberg,,,,Foul,Non Shooting Foul,00:00:26.1,,,,Bar@SKD,01/24/2025,1,,Max Frei,,,11 Charlie Weisberg > Non Possession > Non Shooting Foul
40,Hakeem Daphnis,,,,,No Violation,00:00:10.3,,,Skidmore Thoroughbreds,Bar@SKD,01/24/2025,1,,Hakeem Daphnis,,,23 Hakeem Daphnis > Non Possession > No Violation
