#,Title,Notes,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Team,Game,Date,Pd.,Clock,Player,Synergy String
1,Avery Eugster,,,,"P&R BH, Spot Up, 2FGM",Make 2 Pts,00:00:22.5,,,Rensselaer Polytechnic,RIT@RPI,01/26/2024,1,19:42,Avery Eugster,11 Jonny Angbazo > P&R Ball Handler > Left P&R > Side > Go Away from Pick > Defense Commits > Ball Delivered > 12 Avery Eugster > Spot-Up > Drives Left > To Basket > Make 2 Pts,
2,Keegan Ocorr,,,,,No Violation,00:00:14.9,,,Rochester Institute of Technology Tigers,RIT@RPI,01/26/2024,1,,Keegan Ocorr,1 Keegan Ocorr > Non Possession > No Violation,
3,Kenny Wilburn,,,,"P&R BH, P&R Roll Man, Turnover, Steal",Turnover,00:00:15.3,,,Rochester Institute of Technology Tigers,RIT@RPI,01/26/2024,1,19:14,"Kenny Wilburn, Dyland Matchett",10 Brock Bowen > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 3 Kenny Wilburn > P&R Roll Man > Rolls to Basket > Turnover,
4,Avery Eugster,,,,"Transition, 3FGm, Def Reb",Miss 3 Pts,00:00:11.7,,,Rensselaer Polytechnic,RIT@RPI,01/26/2024,1,19:06,"Avery Eugster, Kenny Wilburn",12 Avery Eugster > Transition > Right Wing > Dribble Jumper > Long/3pt > Miss 3 Pts,
5,Chase Dickens,,,,"Transition, 2FGm",Miss 2 Pts,00:00:16.9,,,Rochester Institute of Technology Tigers,RIT@RPI,01/26/2024,1,18:57,Chase Dickens,11 Chase Dickens > Transition > Ballhandler > To Basket > Miss 2 Pts,
6,Kenny Wilburn,,,,"Off Reb, 2FGM, Off Reb",Make 2 Pts,00:00:06.2,,,Rochester Institute of Technology Tigers,RIT@RPI,01/26/2024,1,18:57,Kenny Wilburn,3 Kenny Wilburn > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts,
7,Jonny Angbazo,,,,"Off Screen, 2FGm, Def Reb",Miss 2 Pts,00:00:23.4,,,Rensselaer Polytechnic,RIT@RPI,01/26/2024,1,18:32,"Jonny Angbazo, Kenny Wilburn",11 Jonny Angbazo > Off Screen > To Shooter's Right > Flare > Dribble Jumper > Short to < 17' > Miss 2 Pts,
8,Kenny Wilburn,,,,"Post Up, 2FGM",Make 2 Pts,00:00:14.9,,,Rochester Institute of Technology Tigers,RIT@RPI,01/26/2024,1,18:22,Kenny Wilburn,3 Kenny Wilburn > Post-Up > Left Block > Left Shoulder > Dribble Move > To Basket > Make 2 Pts,
9,Avery Eugster,,,,"Iso, Spot Up, 3FGM, Assist",Make 3 Pts,00:00:29.5,,,Rensselaer Polytechnic,RIT@RPI,01/26/2024,1,17:51,"Avery Eugster, Jonny Angbazo",11 Jonny Angbazo > ISO > Right > Defense Commits > Ball Delivered > 12 Avery Eugster > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,
10,Jackson Otis,,,,"Cut, 2FGm, Block, Blocked Attempt",Miss 2 Pts,00:00:14.5,,,Rochester Institute of Technology Tigers,RIT@RPI,01/26/2024,1,17:31,"Jackson Otis, Avery Eugster",25 Jackson Otis > Cut > Basket > Miss 2 Pts,
