Player,Team,TotalPlays,Total3ptShots,Total3ptMakes,3pt%,Total2ptShots,Total2ptMakes,2pt%,TotalMidRangeShots,TotalMidRangeMakes,MidRange%,EFG%,Turnover,Foul
Matt Caggiano,Rochester Institute of Technology Tigers,45,0,0,NULL,35,20,57.1429,14,7,50.0000,57.14286,6,4
Chase Dickens,Rochester Institute of Technology Tigers,39,8,1,12.5000,23,6,26.0870,10,2,20.0000,24.19355,5,3
Brock Bowen,Rochester Institute of Technology Tigers,30,7,3,42.8571,14,8,57.1429,3,3,100.0000,59.52381,6,3
Keegan Ocorr,Rochester Institute of Technology Tigers,27,0,0,NULL,19,9,47.3684,3,0,0.0000,47.36842,6,2
Josiah Turner,Rochester Institute of Technology Tigers,22,1,1,100.0000,15,8,53.3333,0,0,NULL,59.37500,3,3
Kenny Wilburn,Rochester Institute of Technology Tigers,17,0,0,NULL,12,5,41.6667,6,3,50.0000,41.66667,3,2
Brody Brown,Rochester Institute of Technology Tigers,15,1,1,100.0000,7,2,28.5714,7,1,14.2857,43.75000,6,1
Mark Osime,Rochester Institute of Technology Tigers,14,2,1,50.0000,7,2,28.5714,2,1,50.0000,38.88889,0,5
Zac Ditzel,Rochester Institute of Technology Tigers,12,1,0,0.0000,9,4,44.4444,2,1,50.0000,40.00000,2,0
JP Miranda,Vassar Brewers,10,0,0,NULL,10,4,40.0000,2,0,0.0000,40.00000,0,0
Braeden Burns,Clarkson University Golden Knights,10,1,1,100.0000,7,2,28.5714,1,0,0.0000,43.75000,0,2
Brandon Weiss,Rochester Institute of Technology Tigers,9,1,1,100.0000,7,1,14.2857,1,0,0.0000,31.25000,0,1
Pat Healy,Hobart College Statesmen,8,0,0,NULL,7,4,57.1429,5,3,60.0000,57.14286,1,0
Ronnie Toole,Rochester Institute of Technology Tigers,8,0,0,NULL,6,2,33.3333,1,1,100.0000,33.33333,2,0
Edward Baptiste,Union (NY) Dutchmen,8,0,0,NULL,6,2,33.3333,3,0,0.0000,33.33333,2,0
Ryan Miles-Ferguson,Clarkson University Golden Knights,7,5,1,20.0000,2,1,50.0000,0,0,NULL,35.71429,0,0
Jackson Otis,Rochester Institute of Technology Tigers,7,1,0,0.0000,5,2,40.0000,1,0,0.0000,33.33333,1,0
