PrimaryPlayer,SecondaryPlayer,Team,TotalPlays,Total3ptShots,Total3ptMakes,3pt%,Total2ptShots,Total2ptMakes,2pt%,TotalMidRangeShots,TotalMidRangeMakes,MidRange%,EFG%,Turnover,Foul
Keegan Ocorr,Mark Osime,Rochester Institute of Technology Tigers,1,1,1,100.0000,0,0,NULL,0,0,NULL,150.00000,0,0
Chase Dickens,Brody Brown,Rochester Institute of Technology Tigers,1,0,0,NULL,0,0,NULL,1,0,0.0000,NULL,0,1
Tanner Tedesco,Luke Mcgarrity,Union (NY) Dutchmen,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Connor Cepiel,Aren Cummings,Union (NY) Dutchmen,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Matthew Garside,Luke Mcgarrity,Union (NY) Dutchmen,1,0,0,NULL,1,1,100.0000,1,1,100.0000,100.00000,0,0
Jack Garside,Logan Jagodzinski,Rochester (NY) Yellowjackets,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Tomiwa Adetosoye,Corvin Oprea,Rochester (NY) Yellowjackets,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Brock Bowen,Jackson Otis,Rochester Institute of Technology Tigers,1,0,0,NULL,1,1,100.0000,0,0,NULL,100.00000,0,0
Luke Adams,Sebastian Medina,Vassar Brewers,1,0,0,NULL,1,1,100.0000,0,0,NULL,100.00000,0,0
Shea Fitzgerald,Avery Lee,Vassar Brewers,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Shea Fitzgerald,JP Miranda,Vassar Brewers,1,0,0,NULL,1,1,100.0000,0,0,NULL,100.00000,0,0
Keegan Ocorr,Kenny Wilburn,Rochester Institute of Technology Tigers,1,0,0,NULL,1,0,0.0000,1,0,0.0000,0.00000,0,0
Andrew Geschickter,Aidan Holmes,Ithaca College,1,0,0,NULL,1,1,100.0000,1,1,100.0000,100.00000,0,0
Mark Osime,Matt Caggiano,Rochester Institute of Technology Tigers,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Troy McPherson,Gavin Macaulay,St. Lawrence Saints,1,0,0,NULL,1,1,100.0000,1,1,100.0000,100.00000,0,0
Steve DeRegis,Braeden Burns,Clarkson University Golden Knights,1,1,1,100.0000,0,0,NULL,0,0,NULL,150.00000,0,0
