PrimaryPlayer,SecondaryPlayer,Team,TotalPlays,Total3ptShots,Total3ptMakes,3pt%,Total2ptShots,Total2ptMakes,2pt%,TotalMidRangeShots,TotalMidRangeMakes,MidRange%,EFG%,Turnover,Foul
Matt Caggiano,Brock Bowen,Rochester Institute of Technology Tigers,2,2,1,50.0000,0,0,NULL,0,0,NULL,75.00000,0,0
Matt Caggiano,Kenny Wilburn,Rochester Institute of Technology Tigers,1,0,0,NULL,1,0,0.0000,1,0,0.0000,0.00000,0,0
Matt Caggiano,Brody Brown,Rochester Institute of Technology Tigers,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Laz Panagiotounis,Sean Wilcox,Bard College,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Logan Blankenberg,Tyler Putney,Nazareth College Golden Flyers,1,1,1,100.0000,0,0,NULL,0,0,NULL,150.00000,0,0
Jaylen Savage,Tyler Putney,Nazareth College Golden Flyers,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Luke Insley,Jordan Haggard,Nazareth College Golden Flyers,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Avery Eugster,Dyland Matchett,Rensselaer Polytechnic,1,1,1,100.0000,0,0,NULL,0,0,NULL,150.00000,0,0
Hakeem Daphnis,Aidan Roy,Skidmore Thoroughbreds,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Matt Caggiano,Zac Ditzel,Rochester Institute of Technology Tigers,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Chase Dickens,Zac Ditzel,Rochester Institute of Technology Tigers,1,1,1,100.0000,0,0,NULL,0,0,NULL,150.00000,0,0
Akinlana Popoola,Matt Lettko,St. John Fisher Cardinals,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Carter Storey,Adam Dudzinski,St. Lawrence Saints,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Matt Caggiano,Keegan Ocorr,Rochester Institute of Technology Tigers,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Brock Bowen,Keegan Ocorr,Rochester Institute of Technology Tigers,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Bruce Brewer Jr,Samer Sawan,Gallaudet University Bison,1,1,1,100.0000,0,0,NULL,0,0,NULL,150.00000,0,0
Carter Meshanic,Matt Brand,Hobart College Statesmen,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Aidan Rodgers,Gabriel Bergeron,Hobart College Statesmen,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Brock Bowen,Jackson Otis,Rochester Institute of Technology Tigers,1,1,1,100.0000,0,0,NULL,0,0,NULL,150.00000,0,0
Logan Wendell,Cole Wissink,Ithaca College,1,1,1,100.0000,0,0,NULL,0,0,NULL,150.00000,0,0
Yechiel Stewart,Dyland Matchett,Rensselaer Polytechnic,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Nick Padilla,Aidan Roy,Skidmore Thoroughbreds,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Aidan Roy,Jake Walsh,Skidmore Thoroughbreds,1,1,1,100.0000,0,0,NULL,0,0,NULL,150.00000,0,0
Trey Syroka,Gavin Macaulay,St. Lawrence Saints,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Luke Mcgarrity,Connor Cepiel,Union (NY) Dutchmen,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Chase Dickens,Keegan Ocorr,Rochester Institute of Technology Tigers,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Christian Dufort,Connor Cepiel,Union (NY) Dutchmen,1,1,1,100.0000,0,0,NULL,0,0,NULL,150.00000,0,0
Connor Cepiel,Lemar Fulmore Jr,Union (NY) Dutchmen,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Luke Mcgarrity,Brendan Reid,Union (NY) Dutchmen,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Tanner Tedesco,Luke Mcgarrity,Union (NY) Dutchmen,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Matt Wiele,Matt Niemczura,Rochester (NY) Yellowjackets,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Mitchell Kershner,Matt Wiele,Rochester (NY) Yellowjackets,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Chase Dickens,Matt Caggiano,Rochester Institute of Technology Tigers,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
