Player,Team,TotalPlays,Total3ptShots,Total3ptMakes,3pt%,Total2ptShots,Total2ptMakes,2pt%,TotalMidRangeShots,TotalMidRangeMakes,MidRange%,EFG%,Turnover,Foul
Matt Caggiano,Rochester Institute of Technology Tigers,56,6,2,33.3333,38,19,50.0000,10,4,40.0000,50.00000,6,6
Chase Dickens,Rochester Institute of Technology Tigers,53,16,6,37.5000,29,13,44.8276,14,7,50.0000,48.88889,3,5
Brock Bowen,Rochester Institute of Technology Tigers,51,28,11,39.2857,12,7,58.3333,3,3,100.0000,58.75000,5,6
Kenny Wilburn,Rochester Institute of Technology Tigers,29,0,0,NULL,21,8,38.0952,3,2,66.6667,38.09524,4,4
Josiah Turner,Rochester Institute of Technology Tigers,27,0,0,NULL,16,6,37.5000,0,0,NULL,37.50000,8,3
Keegan Ocorr,Rochester Institute of Technology Tigers,22,1,0,0.0000,14,8,57.1429,4,0,0.0000,53.33333,3,4
Brandon Weiss,Rochester Institute of Technology Tigers,17,8,2,25.0000,8,0,0.0000,3,0,0.0000,18.75000,0,1
Brody Brown,Rochester Institute of Technology Tigers,17,3,2,66.6667,9,3,33.3333,7,2,28.5714,50.00000,4,1
Pat Healy,Hobart College Statesmen,12,1,0,0.0000,9,5,55.5556,5,3,60.0000,50.00000,2,0
Mark Osime,Rochester Institute of Technology Tigers,9,2,0,0.0000,6,3,50.0000,1,1,100.0000,37.50000,0,1
Ryan Miles-Ferguson,Clarkson University Golden Knights,9,5,2,40.0000,4,2,50.0000,2,1,50.0000,55.55556,0,0
Andrew Geschickter,Ithaca College,9,4,2,50.0000,2,1,50.0000,2,1,50.0000,66.66667,2,1
Zac Ditzel,Rochester Institute of Technology Tigers,8,1,0,0.0000,6,0,0.0000,3,0,0.0000,0.00000,1,0
Trey Syroka,St. Lawrence Saints,8,0,0,NULL,6,2,33.3333,1,0,0.0000,33.33333,2,0
Luke Mcgarrity,Union (NY) Dutchmen,8,2,0,0.0000,4,3,75.0000,1,1,100.0000,50.00000,2,0
Logan Wendell,Ithaca College,8,2,0,0.0000,6,3,50.0000,1,0,0.0000,37.50000,0,0
Jack Plesser,Union (NY) Dutchmen,8,0,0,NULL,6,4,66.6667,1,1,100.0000,66.66667,1,1
Adam Dudzinski,St. Lawrence Saints,6,1,0,0.0000,5,1,20.0000,2,0,0.0000,16.66667,0,0
Shea Fitzgerald,Vassar Brewers,6,1,0,0.0000,3,2,66.6667,1,0,0.0000,50.00000,1,1
Laz Panagiotounis,Bard College,6,2,1,50.0000,4,2,50.0000,2,1,50.0000,58.33333,0,0
Azriel Almodovar,Bard College,6,0,0,NULL,3,2,66.6667,0,0,NULL,66.66667,2,1
Jack Dalgety,Clarkson University Golden Knights,6,0,0,NULL,4,4,100.0000,0,0,NULL,100.00000,0,2
JP Miranda,Vassar Brewers,6,0,0,NULL,6,2,33.3333,2,0,0.0000,33.33333,0,0
Prince Shyllon,Skidmore Thoroughbreds,5,2,1,50.0000,3,2,66.6667,3,2,66.6667,70.00000,0,0
Edward Baptiste,Union (NY) Dutchmen,5,0,0,NULL,3,2,66.6667,2,1,50.0000,66.66667,2,0
Blessed Mbogo,Gallaudet University Bison,5,2,0,0.0000,2,1,50.0000,1,0,0.0000,25.00000,1,0
Alex Moesch,Hobart College Statesmen,5,1,0,0.0000,3,1,33.3333,1,0,0.0000,25.00000,0,1
Aidan Rodgers,Hobart College Statesmen,5,2,0,0.0000,2,0,0.0000,2,0,0.0000,0.00000,1,0
Aren Cummings,Union (NY) Dutchmen,5,0,0,NULL,2,1,50.0000,0,0,NULL,50.00000,3,0
Isaiah Washington,Hobart College Statesmen,5,0,0,NULL,5,3,60.0000,0,0,NULL,60.00000,0,0
Tanner Tedesco,Union (NY) Dutchmen,5,1,0,0.0000,3,1,33.3333,3,1,33.3333,25.00000,1,0
Avery Lee,Vassar Brewers,5,0,0,NULL,3,0,0.0000,2,0,0.0000,0.00000,1,1
Jackson Otis,Rochester Institute of Technology Tigers,5,1,0,0.0000,4,1,25.0000,0,0,NULL,20.00000,0,0
Elliot Harris,Bard College,4,1,1,100.0000,2,0,0.0000,1,0,0.0000,50.00000,1,0
Connor Cepiel,Union (NY) Dutchmen,4,1,0,0.0000,2,2,100.0000,0,0,NULL,66.66667,1,0
Ian Bentley,Skidmore Thoroughbreds,4,2,0,0.0000,1,1,100.0000,0,0,NULL,33.33333,1,0
Dyland Matchett,Rensselaer Polytechnic,4,2,0,0.0000,2,0,0.0000,1,0,0.0000,0.00000,0,0
Braeden Burns,Clarkson University Golden Knights,4,0,0,NULL,4,2,50.0000,0,0,NULL,50.00000,0,0
Carter Meshanic,Hobart College Statesmen,4,0,0,NULL,4,3,75.0000,0,0,NULL,75.00000,0,0
Ryan Rosa,Alfred State Pioneers,4,0,0,NULL,2,2,100.0000,0,0,NULL,100.00000,2,0
Ronnie Toole,Rochester Institute of Technology Tigers,4,0,0,NULL,3,0,0.0000,0,0,NULL,0.00000,0,1
Jonny Angbazo,Rensselaer Polytechnic,4,0,0,NULL,3,0,0.0000,0,0,NULL,0.00000,1,0
