Player,Team,TotalPlays,Total3ptShots,Total3ptMakes,3pt%,Total2ptShots,Total2ptMakes,2pt%,TotalMidRangeShots,TotalMidRangeMakes,MidRange%,EFG%,Turnover,Foul
Brock Bowen,Rochester Institute of Technology Tigers,101,78,34,43.5897,14,8,57.1429,3,3,100.0000,64.13043,6,3
Matt Caggiano,Rochester Institute of Technology Tigers,79,33,12,36.3636,35,20,57.1429,14,7,50.0000,55.88235,6,5
Chase Dickens,Rochester Institute of Technology Tigers,69,38,9,23.6842,23,6,26.0870,10,2,20.0000,31.96721,5,3
Keegan Ocorr,Rochester Institute of Technology Tigers,49,20,5,25.0000,21,10,47.6190,5,1,20.0000,42.68293,6,2
Brody Brown,Rochester Institute of Technology Tigers,48,34,9,26.4706,7,2,28.5714,7,1,14.2857,37.80488,6,1
Josiah Turner,Rochester Institute of Technology Tigers,43,19,7,36.8421,18,10,55.5556,3,2,66.6667,55.40541,3,3
Jackson Otis,Rochester Institute of Technology Tigers,41,31,11,35.4839,9,4,44.4444,5,2,40.0000,51.25000,1,0
Brandon Weiss,Rochester Institute of Technology Tigers,40,31,13,41.9355,8,1,12.5000,2,0,0.0000,52.56410,0,1
Kenny Wilburn,Rochester Institute of Technology Tigers,40,9,2,22.2222,26,6,23.0769,20,4,20.0000,25.71429,3,2
Zac Ditzel,Rochester Institute of Technology Tigers,35,22,9,40.9091,10,4,40.0000,3,1,33.3333,54.68750,2,1
Mark Osime,Rochester Institute of Technology Tigers,30,17,5,29.4118,7,2,28.5714,2,1,50.0000,39.58333,0,6
Jack Dalgety,Clarkson University Golden Knights,20,14,4,28.5714,3,3,100.0000,0,0,NULL,52.94118,2,1
Ronnie Toole,Rochester Institute of Technology Tigers,17,9,1,11.1111,6,2,33.3333,1,1,100.0000,23.33333,2,0
Luke Mcgarrity,Union (NY) Dutchmen,17,11,5,45.4545,5,3,60.0000,2,2,100.0000,65.62500,1,0
Braeden Burns,Clarkson University Golden Knights,16,6,4,66.6667,7,2,28.5714,1,0,0.0000,61.53846,0,3
Avery Eugster,Rensselaer Polytechnic,16,13,5,38.4615,3,1,33.3333,0,0,NULL,53.12500,0,0
JP Miranda,Vassar Brewers,13,3,2,66.6667,10,4,40.0000,2,0,0.0000,53.84615,0,0
Alex Moesch,Hobart College Statesmen,11,7,4,57.1429,4,3,75.0000,2,1,50.0000,81.81818,0,0
Ryan Miles-Ferguson,Clarkson University Golden Knights,11,9,3,33.3333,2,1,50.0000,0,0,NULL,50.00000,0,0
Adam Dudzinski,St. Lawrence Saints,11,5,2,40.0000,6,3,50.0000,2,1,50.0000,54.54545,0,0
Connor Cepiel,Union (NY) Dutchmen,11,7,4,57.1429,3,2,66.6667,2,1,50.0000,80.00000,1,0
Luke Granto,Rochester Institute of Technology Tigers,10,9,0,0.0000,0,0,NULL,0,0,NULL,0.00000,1,0
Pat Healy,Hobart College Statesmen,10,2,1,50.0000,7,4,57.1429,5,3,60.0000,61.11111,1,0
Aidan Roy,Skidmore Thoroughbreds,10,8,3,37.5000,1,0,0.0000,0,0,NULL,50.00000,1,0
Trey Syroka,St. Lawrence Saints,10,4,2,50.0000,4,3,75.0000,0,0,NULL,75.00000,2,0
Christian Dufort,Union (NY) Dutchmen,10,4,1,25.0000,2,1,50.0000,1,1,100.0000,41.66667,3,1
Avery Lee,Vassar Brewers,10,5,1,20.0000,4,0,0.0000,1,0,0.0000,16.66667,0,1
Tyler Cardello,Elmira,10,5,1,20.0000,4,3,75.0000,0,0,NULL,50.00000,1,0
Dyland Matchett,Rensselaer Polytechnic,10,8,2,25.0000,2,0,0.0000,2,0,0.0000,30.00000,0,0
Elliot Harris,Bard College,9,5,2,40.0000,3,1,33.3333,2,1,50.0000,50.00000,0,1
Gabriel Bergeron,Hobart College Statesmen,9,5,0,0.0000,1,0,0.0000,1,0,0.0000,0.00000,1,2
Edward Baptiste,Union (NY) Dutchmen,9,0,0,NULL,7,2,28.5714,4,0,0.0000,28.57143,2,0
Andrew Geschickter,Ithaca College,9,7,1,14.2857,2,1,50.0000,2,1,50.0000,27.77778,0,0
Frankie Rainville,Clarkson University Golden Knights,8,5,2,40.0000,2,2,100.0000,1,1,100.0000,71.42857,0,1
Logan Wendell,Ithaca College,8,3,1,33.3333,4,2,50.0000,1,0,0.0000,50.00000,1,0
Jonny Angbazo,Rensselaer Polytechnic,8,5,2,40.0000,3,0,0.0000,0,0,NULL,37.50000,0,0
Hakeem Daphnis,Skidmore Thoroughbreds,8,1,0,0.0000,6,2,33.3333,5,2,40.0000,28.57143,1,0
Troy McPherson,St. Lawrence Saints,8,4,1,25.0000,3,1,33.3333,2,0,0.0000,35.71429,1,0
Luke Adams,Vassar Brewers,8,7,3,42.8571,1,0,0.0000,1,0,0.0000,56.25000,0,0
Shea Fitzgerald,Vassar Brewers,8,4,1,25.0000,4,2,50.0000,2,0,0.0000,43.75000,0,0
Logan Blankenberg,Nazareth College Golden Flyers,7,5,4,80.0000,1,1,100.0000,0,0,NULL,116.66667,0,1
Matthew Garside,Union (NY) Dutchmen,7,6,0,0.0000,0,0,NULL,0,0,NULL,0.00000,1,0
Steve DeRegis,Clarkson University Golden Knights,7,6,3,50.0000,1,0,0.0000,0,0,NULL,64.28571,0,0
Aidan Holmes,Ithaca College,7,6,1,16.6667,1,1,100.0000,1,1,100.0000,35.71429,0,0
Ryan Lucey,Hobart College Statesmen,7,6,4,66.6667,1,0,0.0000,1,0,0.0000,85.71429,0,0
Samer Sawan,Gallaudet University Bison,7,7,5,71.4286,0,0,NULL,0,0,NULL,107.14286,0,0
Cory Dennis,Bard College,6,3,2,66.6667,1,1,100.0000,1,1,100.0000,100.00000,2,0
Isaiah Washington,Hobart College Statesmen,6,3,1,33.3333,2,1,50.0000,0,0,NULL,50.00000,1,0
Gavin Macaulay,St. Lawrence Saints,6,4,1,25.0000,2,2,100.0000,1,1,100.0000,58.33333,0,0
Carter Meshanic,Hobart College Statesmen,6,0,0,NULL,5,3,60.0000,0,0,NULL,60.00000,0,1
Cole Wissink,Ithaca College,6,2,1,50.0000,3,2,66.6667,2,1,50.0000,70.00000,1,0
PJ Scalisi,Rensselaer Polytechnic,6,4,0,0.0000,2,0,0.0000,1,0,0.0000,0.00000,0,0
Sean Wilcox,Bard College,6,6,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Brendan Reid,Union (NY) Dutchmen,5,3,1,33.3333,1,1,100.0000,1,1,100.0000,62.50000,1,0
Tanner Tedesco,Union (NY) Dutchmen,5,2,0,0.0000,3,1,33.3333,3,1,33.3333,20.00000,0,0
Laz Panagiotounis,Bard College,5,4,3,75.0000,1,0,0.0000,0,0,NULL,90.00000,0,0
Aydin Kocak,Clarkson University Golden Knights,5,3,1,33.3333,1,0,0.0000,1,0,0.0000,37.50000,0,1
Aiden Macaulay,St. Lawrence Saints,5,3,0,0.0000,2,2,100.0000,1,1,100.0000,40.00000,0,0
Joey Skoric,Skidmore Thoroughbreds,5,3,0,0.0000,1,0,0.0000,1,0,0.0000,0.00000,0,1
Jake Walsh,Skidmore Thoroughbreds,5,3,2,66.6667,1,0,0.0000,1,0,0.0000,75.00000,0,1
Paris Jamison,Alfred State Pioneers,5,2,1,50.0000,2,2,100.0000,1,1,100.0000,87.50000,1,0
Marc Anthony Artuz,Elmira,5,2,2,100.0000,3,1,33.3333,2,0,0.0000,80.00000,0,0
Tyler Putney,Nazareth College Golden Flyers,5,5,1,20.0000,0,0,NULL,0,0,NULL,30.00000,0,0
Yechiel Stewart,Rensselaer Polytechnic,5,5,2,40.0000,0,0,NULL,0,0,NULL,60.00000,0,0
Nathan Denham,Vassar Brewers,5,3,1,33.3333,1,0,0.0000,1,0,0.0000,37.50000,1,0
Terrance Clayton-Murphy,Wells,5,5,2,40.0000,0,0,NULL,0,0,NULL,60.00000,0,0
Jaylen Savage,Nazareth College Golden Flyers,4,1,0,0.0000,1,0,0.0000,0,0,NULL,0.00000,1,1
Ian Bentley,Skidmore Thoroughbreds,4,2,0,0.0000,1,1,100.0000,0,0,NULL,33.33333,1,0
Zy Switzer,Alfred State Pioneers,4,3,0,0.0000,0,0,NULL,0,0,NULL,0.00000,1,0
Enow Otto Jr.,Gallaudet University Bison,4,0,0,NULL,3,2,66.6667,1,1,100.0000,66.66667,1,0
Blessed Mbogo,Gallaudet University Bison,4,2,1,50.0000,2,1,50.0000,1,0,0.0000,62.50000,0,0
Bryce Bleibtrey,Ithaca College,4,1,1,100.0000,1,1,100.0000,0,0,NULL,125.00000,1,1
Jack Plesser,Union (NY) Dutchmen,4,0,0,NULL,4,2,50.0000,2,1,50.0000,50.00000,0,0
Finn Cork,Clarkson University Golden Knights,4,0,0,NULL,4,2,50.0000,0,0,NULL,50.00000,0,0
Prince Shyllon,Skidmore Thoroughbreds,4,2,0,0.0000,2,0,0.0000,2,0,0.0000,0.00000,0,0
Logan Jagodzinski,Rochester (NY) Yellowjackets,4,2,0,0.0000,2,0,0.0000,0,0,NULL,0.00000,0,0
Ben Eugster,Rensselaer Polytechnic,4,3,2,66.6667,1,0,0.0000,0,0,NULL,75.00000,0,0
Dylan Jacob,Elmira,4,3,1,33.3333,1,0,0.0000,0,0,NULL,37.50000,0,0
Ryan Rosa,Alfred State Pioneers,4,0,0,NULL,3,3,100.0000,0,0,NULL,100.00000,1,0
Matt Toscano,Clarkson University Golden Knights,3,1,0,0.0000,2,1,50.0000,0,0,NULL,33.33333,0,0
Sam Pisanelli,Hobart College Statesmen,3,0,0,NULL,2,1,50.0000,0,0,NULL,50.00000,0,1
Solomon Mcfarlane,Nazareth College Golden Flyers,3,1,0,0.0000,2,2,100.0000,0,0,NULL,66.66667,0,0
Matt Lettko,St. John Fisher Cardinals,3,2,0,0.0000,0,0,NULL,0,0,NULL,0.00000,1,0
Aren Cummings,Union (NY) Dutchmen,3,0,0,NULL,2,1,50.0000,0,0,NULL,50.00000,1,0
