Player,Team,TotalPlays,Total3ptShots,Total3ptMakes,3pt%,Total2ptShots,Total2ptMakes,2pt%,TotalMidRangeShots,TotalMidRangeMakes,MidRange%,EFG%,Turnover,Foul
Matt Caggiano,Rochester Institute of Technology Tigers,30,4,3,75.0000,17,9,52.9412,7,3,42.8571,64.28571,7,2
Brock Bowen,Rochester Institute of Technology Tigers,19,7,3,42.8571,8,2,25.0000,3,1,33.3333,43.33333,3,1
Chase Dickens,Rochester Institute of Technology Tigers,17,6,2,33.3333,7,3,42.8571,6,2,33.3333,46.15385,1,3
Tanner Tedesco,Union (NY) Dutchmen,7,0,0,NULL,4,3,75.0000,2,1,50.0000,75.00000,1,2
Keegan Ocorr,Rochester Institute of Technology Tigers,5,0,0,NULL,4,2,50.0000,2,1,50.0000,50.00000,0,1
Brandon Weiss,Rochester Institute of Technology Tigers,5,3,0,0.0000,1,0,0.0000,0,0,NULL,0.00000,0,1
Aidan Rodgers,Hobart College Statesmen,5,0,0,NULL,4,2,50.0000,2,0,0.0000,50.00000,0,1
Evan Cabral,Ithaca College,5,0,0,NULL,2,1,50.0000,0,0,NULL,50.00000,2,1
Logan Wendell,Ithaca College,5,1,1,100.0000,3,1,33.3333,0,0,NULL,62.50000,1,0
Aiden Macaulay,St. Lawrence Saints,5,1,0,0.0000,3,1,33.3333,1,0,0.0000,25.00000,0,1
Nick Padilla,Skidmore Thoroughbreds,5,0,0,NULL,2,1,50.0000,0,0,NULL,50.00000,3,0
Tomiwa Adetosoye,Rochester (NY) Yellowjackets,3,0,0,NULL,3,0,0.0000,0,0,NULL,0.00000,0,0
Ryan Miles-Ferguson,Clarkson University Golden Knights,3,1,0,0.0000,1,0,0.0000,0,0,NULL,0.00000,1,0
Ronnie Toole,Rochester Institute of Technology Tigers,3,0,0,NULL,3,2,66.6667,0,0,NULL,66.66667,0,0
Mark Osime,Rochester Institute of Technology Tigers,3,1,0,0.0000,1,0,0.0000,0,0,NULL,0.00000,0,1
Prince Shyllon,Skidmore Thoroughbreds,3,0,0,NULL,3,1,33.3333,1,0,0.0000,33.33333,0,0
Shea Fitzgerald,Vassar Brewers,2,0,0,NULL,1,1,100.0000,0,0,NULL,100.00000,0,1
Malachi Moore,Rochester (NY) Yellowjackets,2,0,0,NULL,2,1,50.0000,2,1,50.0000,50.00000,0,0
Jack Broderick,Nazareth College Golden Flyers,2,0,0,NULL,2,0,0.0000,0,0,NULL,0.00000,0,0
Jake Walsh,Skidmore Thoroughbreds,2,0,0,NULL,2,0,0.0000,1,0,0.0000,0.00000,0,0
Brody Brown,Rochester Institute of Technology Tigers,2,0,0,NULL,2,1,50.0000,2,1,50.0000,50.00000,0,0
