Player,Team,TotalPlays,Total3ptShots,Total3ptMakes,3pt%,Total2ptShots,Total2ptMakes,2pt%,TotalMidRangeShots,TotalMidRangeMakes,MidRange%,EFG%,Turnover,Foul
Tyler Putney,Nazareth College Golden Flyers,9,9,4,44.4444,0,0,NULL,0,0,NULL,66.66667,0,0
Matt Lettko,St. John Fisher Cardinals,9,2,0,0.0000,4,1,25.0000,0,0,NULL,16.66667,3,0
Ryan Rosa,Alfred State Pioneers,9,0,0,NULL,6,6,100.0000,1,1,100.0000,100.00000,2,1
Emmanuel Leftenant,Alfred State Pioneers,9,0,0,NULL,4,1,25.0000,0,0,NULL,25.00000,2,3
Owen Evans,Elmira,9,2,0,0.0000,5,1,20.0000,2,0,0.0000,14.28571,1,1
Samer Sawan,Gallaudet University Bison,9,8,5,62.5000,1,1,100.0000,0,0,NULL,94.44444,0,0
Alex Penders,Ithaca College,8,5,2,40.0000,2,2,100.0000,0,0,NULL,71.42857,1,0
Jack LaGarde,Skidmore Thoroughbreds,8,0,0,NULL,7,3,42.8571,0,0,NULL,42.85714,1,0
Alex Walters,Vassar Brewers,8,8,2,25.0000,0,0,NULL,0,0,NULL,37.50000,0,0
Cory Dennis,Bard College,7,4,3,75.0000,1,1,100.0000,1,1,100.0000,110.00000,2,0
Jaylon O'Neal,Ithaca College,7,0,0,NULL,3,0,0.0000,0,0,NULL,0.00000,4,0
Luke Insley,Nazareth College Golden Flyers,7,0,0,NULL,7,4,57.1429,1,0,0.0000,57.14286,0,0
Solomon Mcfarlane,Nazareth College Golden Flyers,7,3,0,0.0000,3,3,100.0000,0,0,NULL,50.00000,0,1
Ben Eugster,Rensselaer Polytechnic,7,4,2,50.0000,2,0,0.0000,0,0,NULL,50.00000,1,0
Brendan McRoy,St. John Fisher Cardinals,7,0,0,NULL,6,2,33.3333,2,0,0.0000,33.33333,1,0
Brad Fowler,St. John Fisher Cardinals,7,0,0,NULL,7,6,85.7143,0,0,NULL,85.71429,0,0
Kreekor Karageuzian,Vassar Brewers,7,0,0,NULL,5,2,40.0000,1,0,0.0000,40.00000,2,0
Logan Scott,Vassar Brewers,7,0,0,NULL,4,1,25.0000,0,0,NULL,25.00000,2,1
Sebastian Medina,Vassar Brewers,7,0,0,NULL,5,2,40.0000,0,0,NULL,40.00000,1,1
Dylan Perry,Alfred State Pioneers,7,5,2,40.0000,2,1,50.0000,0,0,NULL,57.14286,0,0
Zachary Bippus,Gallaudet University Bison,7,3,0,0.0000,1,1,100.0000,0,0,NULL,25.00000,2,1
Devyn Benson,Vassar Brewers,7,0,0,NULL,6,3,50.0000,1,0,0.0000,50.00000,1,0
Connor Melis,Bard College,6,1,0,0.0000,3,0,0.0000,2,0,0.0000,0.00000,1,1
Aydin Kocak,Clarkson University Golden Knights,6,3,1,33.3333,2,0,0.0000,1,0,0.0000,30.00000,0,1
Matt Brand,Hobart College Statesmen,6,2,1,50.0000,2,0,0.0000,0,0,NULL,37.50000,2,0
Pat White,Rensselaer Polytechnic,6,3,0,0.0000,1,1,100.0000,0,0,NULL,25.00000,1,1
Connor Recore,St. John Fisher Cardinals,6,0,0,NULL,3,2,66.6667,0,0,NULL,66.66667,2,1
Jack Wirtanen,St. Lawrence Saints,6,0,0,NULL,4,1,25.0000,0,0,NULL,25.00000,1,1
Donye Johnson,Wells,6,1,0,0.0000,2,1,50.0000,2,1,50.0000,33.33333,1,2
Zy Switzer,Alfred State Pioneers,6,5,0,0.0000,0,0,NULL,0,0,NULL,0.00000,1,0
Corvin Oprea,Rochester (NY) Yellowjackets,6,2,1,50.0000,4,2,50.0000,0,0,NULL,58.33333,0,0
Sam Pisanelli,Hobart College Statesmen,5,0,0,NULL,4,3,75.0000,0,0,NULL,75.00000,0,1
Noah Downing,Ithaca College,5,0,0,NULL,5,1,20.0000,2,1,50.0000,20.00000,0,0
Jack Broderick,Nazareth College Golden Flyers,5,0,0,NULL,4,1,25.0000,0,0,NULL,25.00000,0,1
Dillon McCafferty,Skidmore Thoroughbreds,5,1,0,0.0000,3,0,0.0000,1,0,0.0000,0.00000,1,0
Evan Hauser,Wells,5,2,2,100.0000,2,2,100.0000,1,1,100.0000,125.00000,1,0
John Bangel,Wells,5,0,0,NULL,5,2,40.0000,0,0,NULL,40.00000,0,0
Gavin Schauder,Ithaca College,5,1,0,0.0000,3,1,33.3333,0,0,NULL,25.00000,0,1
Mathew Parent,Clarkson University Golden Knights,4,4,2,50.0000,0,0,NULL,0,0,NULL,75.00000,0,0
Cameron Storm,Rochester Institute of Technology Tigers,4,0,0,NULL,2,0,0.0000,1,0,0.0000,0.00000,2,0
Nate Tawiah-Boateng,Rensselaer Polytechnic,4,0,0,NULL,2,1,50.0000,0,0,NULL,50.00000,1,1
Maxwell Schneider,St. John Fisher Cardinals,4,1,0,0.0000,2,2,100.0000,0,0,NULL,66.66667,1,0
Mike Parme,Bard College,4,2,1,50.0000,0,0,NULL,0,0,NULL,75.00000,2,0
Steve DeRegis,,4,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,4
Brandon Chung,Gallaudet University Bison,4,0,0,NULL,2,0,0.0000,0,0,NULL,0.00000,1,1
Luke Mcbrine,Gallaudet University Bison,4,0,0,NULL,3,1,33.3333,0,0,NULL,33.33333,0,1
Mitchell Kershner,Rochester (NY) Yellowjackets,4,2,0,0.0000,1,0,0.0000,0,0,NULL,0.00000,1,0
Matt Toscano,Clarkson University Golden Knights,3,1,0,0.0000,2,1,50.0000,0,0,NULL,33.33333,0,0
Jean Marc Togodgue,Hobart College Statesmen,3,0,0,NULL,2,1,50.0000,0,0,NULL,50.00000,0,1
Josiah Turner,,3,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,3
Cole Thompson,St. John Fisher Cardinals,3,2,2,100.0000,0,0,NULL,0,0,NULL,150.00000,1,0
Tate Kuiper,St. Lawrence Saints,3,2,1,50.0000,0,0,NULL,0,0,NULL,75.00000,1,0
Brayden Shepardson,St. Lawrence Saints,3,2,1,50.0000,1,0,0.0000,1,0,0.0000,50.00000,0,0
Michael Miller,Alfred State Pioneers,3,2,0,0.0000,0,0,NULL,0,0,NULL,0.00000,1,0
Zachary Gilebarto,Alfred State Pioneers,3,2,0,0.0000,1,1,100.0000,0,0,NULL,33.33333,0,0
Logan Dunbar,Alfred State Pioneers,3,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,1,1
Bruce Brewer Jr,Gallaudet University Bison,3,1,0,0.0000,1,0,0.0000,1,0,0.0000,0.00000,1,0
Jaheim Crayton,Gallaudet University Bison,3,0,0,NULL,3,1,33.3333,0,0,NULL,33.33333,0,0
Laurence Brady,Ithaca College,3,1,0,0.0000,2,0,0.0000,0,0,NULL,0.00000,0,0
Sam Pisanelli,,2,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,2
Axel Traina,Hobart College Statesmen,2,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,1,0
Niko Lutz,Hobart College Statesmen,2,0,0,NULL,2,2,100.0000,0,0,NULL,100.00000,0,0
Chase Dickens,,2,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,2
Akinlana Popoola,St. John Fisher Cardinals,2,0,0,NULL,0,0,NULL,1,0,0.0000,NULL,0,2
Matt Panara,St. John Fisher Cardinals,2,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,1,0
Joe Morrell,St. John Fisher Cardinals,2,1,0,0.0000,1,1,100.0000,0,0,NULL,50.00000,0,0
josh Lopez,St. John Fisher Cardinals,2,0,0,NULL,1,1,100.0000,0,0,NULL,100.00000,1,0
Ivan OduroDompreh,Wells,2,0,0,NULL,2,1,50.0000,1,0,0.0000,50.00000,0,0
Darius Brown,Wells,2,1,0,0.0000,1,1,100.0000,0,0,NULL,50.00000,0,0
James Lucey,Wells,2,0,0,NULL,1,1,100.0000,0,0,NULL,100.00000,1,0
Joe Bangel,Wells,2,0,0,NULL,1,1,100.0000,0,0,NULL,100.00000,1,0
Don Mays Jr,Wells,2,1,0,0.0000,1,1,100.0000,1,1,100.0000,50.00000,0,0
Stevie Graham,Wells,2,1,0,0.0000,1,0,0.0000,1,0,0.0000,0.00000,0,0
Azikiwe Cuffy-Scott,Bard College,2,1,0,0.0000,1,0,0.0000,1,0,0.0000,0.00000,0,0
Matt Caggiano,,2,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,2
Jack O'Grady,Elmira,2,0,0,NULL,0,0,NULL,0,0,NULL,NULL,2,0
Rory Lewis,Gallaudet University Bison,2,1,0,0.0000,1,0,0.0000,1,0,0.0000,0.00000,0,0
Jaykuss Figueroa,Gallaudet University Bison,2,0,0,NULL,0,0,NULL,0,0,NULL,NULL,1,1
Mihail Bossev,Rochester Institute of Technology Tigers,2,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,1,0
Matthew Garside,,2,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,2
Jack Garside,Rochester (NY) Yellowjackets,2,0,0,NULL,2,1,50.0000,0,0,NULL,50.00000,0,0
David Ackles,Rochester (NY) Yellowjackets,2,0,0,NULL,1,1,100.0000,0,0,NULL,100.00000,0,1
Jaymon Pysnack,Hobart College Statesmen,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Triston Wennersten,,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
PJ Scalisi,,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
Brock Bowen,,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
Colton Suriano,St. Lawrence Saints,1,0,0,NULL,1,0,0.0000,1,0,0.0000,0.00000,0,0
Lenny Buddington lll,St. Lawrence Saints,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,1,0
Jackson Otis,,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
Avery Lee,,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
Elijah Harrison,Wells,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Alex Grant,Wells,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,1,0
Ben Reding,Alfred State Pioneers,1,1,0,0.0000,0,0,NULL,0,0,NULL,0.00000,0,0
Ahmad Rauf,Bard College,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Ryan Miles-Ferguson,,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
Keegan Ocorr,,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
Mark Osime,,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
Lane Aaron,Elmira,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Ta'Zel Jones,Gallaudet University Bison,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Alexander Nunn,Skidmore Thoroughbreds,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,1,0
Chris Downs Jr.,St. Lawrence Saints,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
Adam Dudzinski,,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
Brody Brown,,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
Troy McPherson,,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
Connor Cepiel,,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
Christian Dufort,,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
