Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Year
RIT,RPI,Rochester Institute of Technology Tigers,2pMa,To Basket,Keegan Ocorr,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,1,1.0,2024
RIT,RPI,Rensselaer Polytechnic,Turnover,To Basket,Andrew Deppe,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,2,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,Turnover,N/A,Brock Bowen,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,4,1.0,2024
RIT,RPI,Rensselaer Polytechnic,2pMa,Dribble Jumper,Andrew Deppe,Transition,N/A,First Middle,N/A,N/A,N/A,N/A,Liberty League,Liberty League,5,2.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Brock Bowen,PNR,High,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,6,4.0,2024
RIT,RPI,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Avery Eugster,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,7,4.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,2pmi,To Basket,Kenny Wilburn,Post,Right,Left Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,8,1.0,2024
RIT,RPI,Rensselaer Polytechnic,2pmi,To Basket,Jonny Angbazo,Iso,Right,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,9,1.0,2024
RIT,RPI,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Dyland Matchett,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,11,4.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,2pmi,To Basket,Chase Dickens,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,12,1.0,2024
RIT,RPI,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Dyland Matchett,Off Screens,Left,Flare,N/A,N/A,N/A,N/A,Liberty League,Liberty League,13,4.0,2024
RIT,RPI,Rensselaer Polytechnic,3pmi,No Dribble Jumper,PJ Scalisi,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,Liberty League,Liberty League,15,4.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,Turnover,N/A,Brock Bowen,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,16,1.0,2024
RIT,RPI,Rensselaer Polytechnic,Turnover,N/A,Jonny Angbazo,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,17,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Keegan Ocorr,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,18,2.0,2024
RIT,RPI,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Dyland Matchett,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,19,4.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Chase Dickens,Iso,Right,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,21,2.0,2024
RIT,RPI,Rensselaer Polytechnic,2pMa,To Basket,Andrew Deppe,Transition,N/A,Leak Outs,N/A,N/A,N/A,N/A,Liberty League,Liberty League,22,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,Turnover,N/A,Kenny Wilburn,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,23,1.0,2024
RIT,RPI,Rensselaer Polytechnic,3pMa,No Dribble Jumper,Ben Eugster,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,24,4.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Josiah Turner,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,26,4.0,2024
RIT,RPI,Rensselaer Polytechnic,2pmi,To Basket,Yechiel Stewart,Off Screens,Left,Flare,N/A,N/A,N/A,N/A,Liberty League,Liberty League,28,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,And1,To Basket,Chase Dickens,Transition,N/A,Leak Outs,N/A,N/A,N/A,N/A,Liberty League,Liberty League,29,1.0,2024
RIT,RPI,Rensselaer Polytechnic,2pmi,To Basket,Dyland Matchett,PNR,Right,Off,Ben Eugster,Spot Ups,Right,Drive,Liberty League,Liberty League,32,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Chase Dickens,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,33,4.0,2024
RIT,RPI,Rensselaer Polytechnic,Foul,To Basket,Avery Eugster,Post,Left,Right Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,34,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,Turnover,N/A,Brody Brown,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,Liberty League,Liberty League,37,1.0,2024
RIT,RPI,Rensselaer Polytechnic,2pmi,Dribble Jumper,Dyland Matchett,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,38,3.0,2024
RIT,RPI,Rensselaer Polytechnic,2pmi,To Basket,Andrew Deppe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,39,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Matt Caggiano,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,40,4.0,2024
RIT,RPI,Rensselaer Polytechnic,2pmi,To Basket,Ben Eugster,PNR,High,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,41,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Matt Caggiano,PNR,Left,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,42,2.0,2024
RIT,RPI,Rensselaer Polytechnic,Turnover,N/A,Dyland Matchett,Iso,Top,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,43,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,Turnover,N/A,Keegan Ocorr,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,45,1.0,2024
RIT,RPI,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Ben Eugster,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,46,4.0,2024
RIT,RPI,Rensselaer Polytechnic,2pmi,To Basket,Dyland Matchett,Hand Offs,Right,Stationary,N/A,N/A,N/A,N/A,Liberty League,Liberty League,48,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Keegan Ocorr,PNR,High,Off,Brandon Weiss,Spot Ups,N/A,Shot,Liberty League,Liberty League,49,4.0,2024
RIT,RPI,Rensselaer Polytechnic,Turnover,N/A,Ben Eugster,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,50,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,2pMa,Hook Shot,Jackson Otis,Post,Left,Left Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,51,1.0,2024
RIT,RPI,Rensselaer Polytechnic,Turnover,N/A,Dyland Matchett,PNR,High,Off,Pat White,P&R Roll Man,Right,Pop,Liberty League,Liberty League,52,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Matt Caggiano,PNR,Right,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,53,2.0,2024
RIT,RPI,Rensselaer Polytechnic,Turnover,To Basket,Nate Tawiah-Boateng,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,55,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,2pmi,To Basket,Brock Bowen,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,56,1.0,2024
RIT,RPI,Rensselaer Polytechnic,2pMa,To Basket,Yechiel Stewart,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,57,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,2pmi,To Basket,Matt Caggiano,PNR,Left,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,58,1.0,2024
RIT,RPI,Rensselaer Polytechnic,2pmi,To Basket,Jonny Angbazo,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,59,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brandon Weiss,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,60,4.0,2024
RIT,RPI,Rensselaer Polytechnic,2pmi,To Basket,Jonny Angbazo,Post,Right,Left Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,61,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Jackson Otis,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,62,4.0,2024
RIT,RPI,Rensselaer Polytechnic,Foul,To Basket,Yechiel Stewart,PNR,High,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,63,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,2pmi,To Basket,Matt Caggiano,PNR,Left,Away,Kenny Wilburn,P&R Roll Man,Right,Pop,Liberty League,Liberty League,66,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,Foul,To Basket,Zac Ditzel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,67,1.0,2024
RIT,RPI,Rensselaer Polytechnic,3pmi,No Dribble Jumper,PJ Scalisi,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,70,4.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Matt Caggiano,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,71,2.0,2024
RIT,RPI,Rensselaer Polytechnic,2pmi,No Dribble Jumper,PJ Scalisi,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,72,3.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brock Bowen,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,73,4.0,2024
RIT,RPI,Rensselaer Polytechnic,Turnover,N/A,Jonny Angbazo,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,74,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,Foul,To Basket,Kenny Wilburn,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,76,1.0,2024
RIT,RPI,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Yechiel Stewart,PNR,Left,Off,Dyland Matchett,Spot Ups,N/A,Shot,Liberty League,Liberty League,79,4.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Kenny Wilburn,Transition,N/A,Trailer,N/A,N/A,N/A,N/A,Liberty League,Liberty League,80,2.0,2024
RIT,RPI,Rensselaer Polytechnic,Turnover,To Basket,Dyland Matchett,Cuts,N/A,Flash,N/A,N/A,N/A,N/A,Liberty League,Liberty League,81,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,Foul,N/A,Zac Ditzel,Transition,N/A,Leak Outs,N/A,N/A,N/A,N/A,Liberty League,Liberty League,82,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,Turnover,N/A,Keegan Ocorr,PNR,Left,Off,Kenny Wilburn,P&R Roll Man,N/A,Pop,Liberty League,Liberty League,86,1.0,2024
RIT,RPI,Rensselaer Polytechnic,3pMa,No Dribble Jumper,Jonny Angbazo,PNR,High,Off,Dyland Matchett,Spot Ups,N/A,Shot,Liberty League,Liberty League,87,4.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Brandon Weiss,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,88,2.0,2024
RIT,RPI,Rensselaer Polytechnic,Foul,N/A,Dyland Matchett,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,89,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Matt Caggiano,PNR,High,Off,Brock Bowen,Spot Ups,N/A,Shot,Liberty League,Liberty League,92,4.0,2024
RIT,RPI,Rensselaer Polytechnic,2pmi,To Basket,Jonny Angbazo,PNR,High,Away,N/A,N/A,N/A,N/A,Liberty League,Liberty League,93,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,Turnover,N/A,Brock Bowen,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,94,1.0,2024
RIT,RPI,Rensselaer Polytechnic,2pMa,To Basket,Dyland Matchett,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,95,1.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Brock Bowen,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,96,4.0,2024
RIT,RPI,Rensselaer Polytechnic,3pmi,No Dribble Jumper,Avery Eugster,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,97,4.0,2024
RIT,RPI,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Keegan Ocorr,PNR,High,Off,Kenny Wilburn,P&R Roll Man,N/A,Pop,Liberty League,Liberty League,98,4.0,2024
