Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Year
RIT,UNY,Rochester Institute of Technology Tigers,Foul,To Basket,Brock Bowen,PNR,Right,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,1,1.0,2024
RIT,UNY,Union (NY) Dutchmen,2pMa,Dribble Jumper,Jack Plesser,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,4,2.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,Turnover,N/A,Josiah Turner,Post,Right,Right Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,5,1.0,2024
RIT,UNY,Union (NY) Dutchmen,2pmi,To Basket,Tanner Tedesco,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,6,1.0,2024
RIT,UNY,Union (NY) Dutchmen,2pMa,To Basket,Edward Baptiste,Cuts,N/A,Screen,N/A,N/A,N/A,N/A,Liberty League,Liberty League,7,1.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,2pMa,To Basket,Keegan Ocorr,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,8,1.0,2024
RIT,UNY,Union (NY) Dutchmen,Turnover,To Basket,Connor Cepiel,PNR,High,Off,Jack Plesser,P&R Roll Man,N/A,Roll,Liberty League,Liberty League,9,1.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,2pmi,Hook Shot,Jackson Otis,Post,Left,Left Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,10,1.0,2024
RIT,UNY,Union (NY) Dutchmen,2pmi,No Dribble Jumper,Tanner Tedesco,PNR,Right,Off,Jack Plesser,Spot Ups,N/A,Shot,Liberty League,Liberty League,11,3.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Chase Dickens,PNR,Right,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,12,4.0,2024
RIT,UNY,Union (NY) Dutchmen,Foul,To Basket,Jack Plesser,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,13,1.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,2pmi,To Basket,Josiah Turner,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,16,1.0,2024
RIT,UNY,Union (NY) Dutchmen,3pMa,No Dribble Jumper,Connor Cepiel,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,17,4.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brock Bowen,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,18,4.0,2024
RIT,UNY,Union (NY) Dutchmen,Turnover,N/A,Luke Mcgarrity,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,19,1.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,2pMa,To Basket,Josiah Turner,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,20,1.0,2024
RIT,UNY,Union (NY) Dutchmen,3pmi,No Dribble Jumper,Luke Mcgarrity,PNR,Left,Off,Connor Cepiel,Spot Ups,N/A,Shot,Liberty League,Liberty League,21,4.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Chase Dickens,PNR,Left,Off,Keegan Ocorr,Spot Ups,N/A,Shot,Liberty League,Liberty League,22,4.0,2024
RIT,UNY,Union (NY) Dutchmen,2pMa,To Basket,Christian Dufort,Post,Left,Right Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,23,1.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,Turnover,N/A,Chase Dickens,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,24,1.0,2024
RIT,UNY,Union (NY) Dutchmen,2pMa,To Basket,Jack Plesser,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,25,1.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Brock Bowen,Hand Offs,Left,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,26,2.0,2024
RIT,UNY,Union (NY) Dutchmen,2pmi,Dribble Jumper,Tanner Tedesco,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,27,2.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,2pMa,To Basket,Josiah Turner,Post,Left,Right Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,28,1.0,2024
RIT,UNY,Union (NY) Dutchmen,3pmi,No Dribble Jumper,Luke Mcgarrity,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,29,4.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,3pMa,Dribble Jumper,Brock Bowen,PNR,High,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,30,4.0,2024
RIT,UNY,Union (NY) Dutchmen,3pMa,No Dribble Jumper,Tanner Tedesco,PNR,High,Off,Christian Dufort,P&R Roll Man,N/A,Pop,Liberty League,Liberty League,31,4.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,And1,To Basket,Brock Bowen,Hand Offs,Left,Dribble,N/A,N/A,N/A,N/A,Liberty League,Liberty League,32,1.0,2024
RIT,UNY,Union (NY) Dutchmen,2pmi,To Basket,Matthew Garside,PNR,Right,Off,Christian Dufort,P&R Roll Man,N/A,Roll,Liberty League,Liberty League,34,1.0,2024
RIT,UNY,Union (NY) Dutchmen,3pmi,No Dribble Jumper,Connor Cepiel,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,36,4.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,2pMa,To Basket,Zac Ditzel,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,37,1.0,2024
RIT,UNY,Union (NY) Dutchmen,2pMa,Dribble Jumper,Matthew Garside,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,Liberty League,Liberty League,38,2.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,2pmi,To Basket,Matt Caggiano,PNR,Right,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,39,1.0,2024
RIT,UNY,Union (NY) Dutchmen,3pmi,No Dribble Jumper,Christian Dufort,Transition,N/A,First Middle,N/A,N/A,N/A,N/A,Liberty League,Liberty League,40,4.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Mark Osime,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,Liberty League,Liberty League,41,4.0,2024
RIT,UNY,Union (NY) Dutchmen,2pmi,Drop Step,Aren Cummings,Post,Right,Left Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,42,1.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Matt Caggiano,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,43,4.0,2024
RIT,UNY,Union (NY) Dutchmen,Turnover,N/A,Tanner Tedesco,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,44,1.0,2024
RIT,UNY,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Matt Caggiano,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,45,2.0,2024
RIT,UNY,Union (NY) Dutchmen,3pmi,Dribble Jumper,Tanner Tedesco,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,46,4.0,2024
