Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Year
SJC,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brock Bowen,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,Empire 8,Liberty League,1,4.0,2024
SJC,RIT,St. John Fisher Cardinals,2pmi,To Basket,Brendan McRoy,Cuts,N/A,Screen,N/A,N/A,N/A,N/A,Empire 8,Liberty League,2,1.0,2024
SJC,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brandon Weiss,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Empire 8,Liberty League,3,4.0,2024
SJC,RIT,St. John Fisher Cardinals,2pmi,To Basket,Daniel Cook,Post,Middle,Dribble,N/A,N/A,N/A,N/A,Empire 8,Liberty League,4,1.0,2024
SJC,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Kenny Wilburn,Post,Right,Right Shoulder,Brock Bowen,Spot Ups,N/A,Shot,Empire 8,Liberty League,5,4.0,2024
SJC,RIT,St. John Fisher Cardinals,2pMa,To Basket,Daniel Cook,PNR,Left,Off,N/A,N/A,N/A,N/A,Empire 8,Liberty League,8,1.0,2024
SJC,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brody Brown,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Empire 8,Liberty League,9,4.0,2024
SJC,RIT,St. John Fisher Cardinals,Turnover,N/A,Connor Recore,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Empire 8,Liberty League,10,1.0,2024
SJC,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brock Bowen,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A,Empire 8,Liberty League,11,4.0,2024
SJC,RIT,St. John Fisher Cardinals,2pMa,To Basket,Jack Foley,PNR,Left,Off,N/A,N/A,N/A,N/A,Empire 8,Liberty League,12,1.0,2024
SJC,RIT,Rochester Institute of Technology Tigers,2pMa,No Dribble Jumper,Kenny Wilburn,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Empire 8,Liberty League,13,2.0,2024
SJC,RIT,St. John Fisher Cardinals,3pMa,No Dribble Jumper,Jack Foley,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Empire 8,Liberty League,16,4.0,2024
SJC,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brandon Weiss,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Empire 8,Liberty League,18,4.0,2024
SJC,RIT,St. John Fisher Cardinals,3pmi,No Dribble Jumper,Maxwell Schneider,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Empire 8,Liberty League,19,4.0,2024
SJC,RIT,Rochester Institute of Technology Tigers,Foul,To Basket,Chase Dickens,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Empire 8,Liberty League,20,1.0,2024
SJC,RIT,St. John Fisher Cardinals,2pmi,To Basket,Connor Recore,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Empire 8,Liberty League,23,1.0,2024
