Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Year
HOB,RIT,Hobart College Statesmen,Turnover,N/A,Pat Healy,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,1,1.0,2024
HOB,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Chase Dickens,Iso,Left,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,2,1.0,2024
HOB,RIT,Hobart College Statesmen,3pmi,No Dribble Jumper,Isaiah Washington,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,3,4.0,2024
HOB,RIT,Hobart College Statesmen,2pmi,To Basket,Pat Healy,PNR,High,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,5,1.0,2024
HOB,RIT,Hobart College Statesmen,2pMa,To Basket,Pat Healy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,6,1.0,2024
HOB,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Chase Dickens,PNR,Right,Off,Kenny Wilburn,P&R Roll Man,N/A,Roll,Liberty League,Liberty League,7,1.0,2024
HOB,RIT,Hobart College Statesmen,2pMa,To Basket,Carter Meshanic,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,8,1.0,2024
HOB,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Keegan Ocorr,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,9,4.0,2024
HOB,RIT,Hobart College Statesmen,Foul,To Basket,Ryan Lucey,Off Screens,Right,Straight,N/A,N/A,N/A,N/A,Liberty League,Liberty League,10,1.0,2024
HOB,RIT,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Kenny Wilburn,Iso,Top,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,13,2.0,2024
HOB,RIT,Hobart College Statesmen,2pmi,To Basket,Aidan Rodgers,PNR,Right,Off,Carter Meshanic,Spot Ups,Left,Drive,Liberty League,Liberty League,14,1.0,2024
HOB,RIT,Hobart College Statesmen,2pMa,To Basket,Ryan Lucey,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,15,1.0,2024
HOB,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Chase Dickens,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,Liberty League,Liberty League,16,4.0,2024
HOB,RIT,Hobart College Statesmen,3pmi,No Dribble Jumper,Aidan Rodgers,Off Screens,Left,Flare,N/A,N/A,N/A,N/A,Liberty League,Liberty League,17,4.0,2024
HOB,RIT,Rochester Institute of Technology Tigers,2pmi,Hook Shot,Kenny Wilburn,Post,Left,Left Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,18,1.0,2024
