Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction,OffensiveConference,DefensiveConference,PlayNumber,ShotLevel,Year
UNY,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brock Bowen,PNR,High,Off,Kenny Wilburn,P&R Roll Man,N/A,Pop,Liberty League,Liberty League,1,4.0,2024
UNY,RIT,Union (NY) Dutchmen,And1,To Basket,Edward Baptiste,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,2,1.0,2024
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Brody Brown,PNR,Left,N/A,Keegan Ocorr,Spot Ups,Right,Drive,Liberty League,Liberty League,4,1.0,2024
UNY,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,5,1.0,2024
UNY,RIT,Union (NY) Dutchmen,Turnover,N/A,Connor Cepiel,Off Screens,Right,Straight,N/A,N/A,N/A,N/A,Liberty League,Liberty League,6,1.0,2024
UNY,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Keegan Ocorr,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,7,1.0,2024
UNY,RIT,Union (NY) Dutchmen,Turnover,N/A,Edward Baptiste,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,8,1.0,2024
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,No Dribble Jumper,Kenny Wilburn,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,9,3.0,2024
UNY,RIT,Union (NY) Dutchmen,2pMa,To Basket,Tanner Tedesco,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,10,1.0,2024
UNY,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brody Brown,Off Screens,Right,Flare,N/A,N/A,N/A,N/A,Liberty League,Liberty League,11,4.0,2024
UNY,RIT,Union (NY) Dutchmen,Turnover,N/A,Tanner Tedesco,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A,Liberty League,Liberty League,12,1.0,2024
UNY,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Brody Brown,Misc,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,14,1.0,2024
UNY,RIT,Union (NY) Dutchmen,2pmi,Hook Shot,Jack Plesser,Post,Left,Left Shoulder,N/A,N/A,N/A,N/A,Liberty League,Liberty League,15,1.0,2024
UNY,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Chase Dickens,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A,Liberty League,Liberty League,16,4.0,2024
UNY,RIT,Union (NY) Dutchmen,2pmi,To Basket,Jack Plesser,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,17,1.0,2024
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Brock Bowen,Transition,N/A,First Middle,N/A,N/A,N/A,N/A,Liberty League,Liberty League,18,1.0,2024
UNY,RIT,Union (NY) Dutchmen,3pmi,No Dribble Jumper,Jack Plesser,PNR,High,N/A,Connor Cepiel,Spot Ups,N/A,Shot,Liberty League,Liberty League,19,4.0,2024
UNY,RIT,Union (NY) Dutchmen,2pMa,To Basket,Connor Cepiel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,20,1.0,2024
UNY,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brock Bowen,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,Liberty League,Liberty League,21,4.0,2024
UNY,RIT,Union (NY) Dutchmen,2pMa,No Dribble Jumper,Edward Baptiste,Off Screens,Left,Straight,N/A,N/A,N/A,N/A,Liberty League,Liberty League,22,3.0,2024
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Chase Dickens,Iso,Left,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,23,1.0,2024
UNY,RIT,Union (NY) Dutchmen,Turnover,N/A,Edward Baptiste,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A,Liberty League,Liberty League,24,1.0,2024
UNY,RIT,Rochester Institute of Technology Tigers,3pMa,Dribble Jumper,Chase Dickens,PNR,Right,Off,N/A,N/A,N/A,N/A,Liberty League,Liberty League,25,4.0,2024
UNY,RIT,Union (NY) Dutchmen,2pmi,To Basket,Christian Dufort,Cuts,N/A,Basket,N/A,N/A,N/A,N/A,Liberty League,Liberty League,26,1.0,2024
UNY,RIT,Union (NY) Dutchmen,Foul,To Basket,Christian Dufort,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liberty League,Liberty League,27,1.0,2024
