Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction
RIT,SJC,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brock Bowen,Off Screens,Left,Straight,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pmi,To Basket,Brendan McRoy,Cuts,N/A,Screen,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brandon Weiss,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pmi,To Basket,Daniel Cook,Post,Middle,Dribble,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Kenny Wilburn,Post,Right,Dribble,Brock Bowen,Spot Ups,N/A,Shot
RIT,SJC,St. John Fisher Cardinals,2pMa,To Basket,Daniel Cook,PNR,Left,Off,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brody Brown,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,Turnover,N/A,Connor Recore,Misc,N/A,N/A,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brock Bowen,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pMa,To Basket,Jack Foley,PNR,Left,Off,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,2pMa,No Dribble Jumper,Kenny Wilburn,Misc,N/A,N/A,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,3pMa,No Dribble Jumper,Jack Foley,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brandon Weiss,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,3pmi,No Dribble Jumper,Maxwell Schneider,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,Foul,To Basket,Chase Dickens,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pmi,To Basket,Connor Recore,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,Foul,To Basket,Chase Dickens,PNR,Right,Away,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,Turnover,To Basket,Matt Lettko,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,Turnover,N/A,Kenny Wilburn,Misc,N/A,N/A,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pMa,To Basket,Brendan McRoy,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Kenny Wilburn,Transition,N/A,First Middle,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,Foul,To Basket,Daniel Cook,Post,Middle,Dribble,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Josiah Turner,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,3pmi,No Dribble Jumper,Matt Lettko,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Zac Ditzel,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Zac Ditzel,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Keegan Ocorr,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pMa,To Basket,Maxwell Schneider,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,Turnover,N/A,Keegan Ocorr,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pmi,To Basket,Matt Lettko,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Matt Caggiano,Off Screens,Left,Straight,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pMa,To Basket,Jack Foley,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,2pmi,No Dribble Jumper,Zac Ditzel,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pMa,To Basket,Brad Fowler,Transition,N/A,First Middle,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Matt Caggiano,PNR,Left,Off,Chase Dickens,Spot Ups,Left,Drive
RIT,SJC,St. John Fisher Cardinals,Turnover,N/A,Maxwell Schneider,PNR,Left,Off,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,2pmi,To Basket,Chase Dickens,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pmi,To Basket,Connor Williams,Post,Right,Dribble,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,2pmi,To Basket,Keegan Ocorr,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,3pmi,Dribble Jumper,Jack Foley,PNR,Right,Off,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,3pmi,No Dribble Jumper,Akinlana Popoola,PNR,Left,Off,Matt Lettko,Spot Ups,N/A,Shot
RIT,SJC,St. John Fisher Cardinals,2pmi,To Basket,Brad Fowler,Post,Left,Dribble,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,2pmi,To Basket,Josiah Turner,Transition,N/A,Trailer,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,Foul,To Basket,Akinlana Popoola,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brock Bowen,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,Cuts,N/A,Flash,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,Turnover,N/A,Matt Panara,PNR,High,Off,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pmi,To Basket,Jack Foley,PNR,Left,Off,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brandon Weiss,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pMa,To Basket,Brad Fowler,Transition,N/A,First Middle,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,Foul,To Basket,Brandon Weiss,PNR,High,Off,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,3pmi,No Dribble Jumper,Matt Panara,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,Turnover,N/A,Matt Caggiano,PNR,High,Off,Brody Brown,Spot Ups,Left,Drive
RIT,SJC,St. John Fisher Cardinals,3pmi,No Dribble Jumper,Jack Foley,PNR,High,Off,Daniel Cook,P&R Roll Man,N/A,Pop
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Matt Caggiano,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,Turnover,To Basket,Daniel Cook,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,2pMa,To Basket,Chase Dickens,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,Foul,To Basket,Connor Recore,Post,Left,Dribble,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Chase Dickens,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pmi,Dribble Jumper,Brendan McRoy,PNR,High,Off,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,Turnover,N/A,Chase Dickens,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,3pMa,No Dribble Jumper,Jack Foley,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Kenny Wilburn,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,Turnover,N/A,Brendan McRoy,PNR,Left,Away,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Brandon Weiss,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Chase Dickens,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pmi,To Basket,Matt Lettko,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brock Bowen,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,Foul,To Basket,Brock Bowen,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,And1,To Basket,Connor Recore,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Matt Caggiano,PNR,High,Off,Brock Bowen,Spot Ups,N/A,Shot
RIT,SJC,St. John Fisher Cardinals,3pmi,No Dribble Jumper,Joe Morrell,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,Foul,N/A,Brody Brown,Misc,N/A,N/A,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pMa,To Basket,Jack Foley,PNR,Right,Off,Brad Fowler,Cuts,N/A,Basket
RIT,SJC,Rochester Institute of Technology Tigers,2pMa,To Basket,Matt Caggiano,PNR,High,Off,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pMa,To Basket,Joe Morrell,PNR,Right,Off,Connor Williams,P&R Roll Man,N/A,Roll
RIT,SJC,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Matt Caggiano,PNR,High,Off,Brock Bowen,Spot Ups,N/A,Shot
RIT,SJC,St. John Fisher Cardinals,2pmi,To Basket,Connor Williams,Cuts,N/A,Flash,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,Foul,N/A,Brody Brown,Misc,N/A,N/A,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pMa,To Basket,Connor Williams,Cuts,N/A,Flash,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,2pmi,To Basket,Josiah Turner,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pMa,To Basket,Daniel Cook,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Josiah Turner,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pmi,To Basket,Daniel Cook,Off Screens,Left,Straight,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,2pMa,To Basket,Chase Dickens,Cuts,N/A,Screen,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,3pMa,No Dribble Jumper,Cole Thompson,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,Turnover,N/A,Brody Brown,Misc,N/A,N/A,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pMa,To Basket,Jack Foley,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,2pMa,To Basket,Brock Bowen,PNR,High,Off,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,2pMa,To Basket,Daniel Cook,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brandon Weiss,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,Turnover,N/A,Jack Foley,Misc,N/A,N/A,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,2pmi,To Basket,Kenny Wilburn,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
RIT,SJC,St. John Fisher Cardinals,Turnover,N/A,Matt Lettko,Misc,N/A,N/A,N/A,N/A,N/A,N/A
RIT,SJC,Rochester Institute of Technology Tigers,Turnover,N/A,Chase Dickens,PNR,High,Away,N/A,N/A,N/A,N/A
