Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction
ROY,RIT,Rochester (NY) Yellowjackets,Turnover,N/A,Logan Jagodzinski,Misc,N/A,N/A,N/A,N/A,N/A,N/A
ROY,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brock Bowen,Off Screens,Left,Straight,N/A,N/A,N/A,N/A
ROY,RIT,Rochester (NY) Yellowjackets,2pmi,To Basket,Matt Niemczura,Off Screens,Right,Flare,N/A,N/A,N/A,N/A
ROY,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brock Bowen,PNR,High,Off,Kenny Wilburn,P&R Roll Man,N/A,Pop
ROY,RIT,Rochester (NY) Yellowjackets,2pMa,Dribble Jumper,Malachi Moore,Hand Offs,Left,Dribble,N/A,N/A,N/A,N/A
ROY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Keegan Ocorr,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
ROY,RIT,Rochester (NY) Yellowjackets,2pmi,To Basket,Malachi Moore,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
ROY,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Chase Dickens,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
ROY,RIT,Rochester (NY) Yellowjackets,2pmi,To Basket,Tomiwa Adetosoye,PNR,High,Off,N/A,N/A,N/A,N/A
ROY,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Chase Dickens,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
ROY,RIT,Rochester (NY) Yellowjackets,3pmi,No Dribble Jumper,Tomiwa Adetosoye,PNR,Right,Away,Malachi Moore,Spot Ups,N/A,Shot
ROY,RIT,Rochester (NY) Yellowjackets,3pmi,No Dribble Jumper,Tomiwa Adetosoye,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
ROY,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brock Bowen,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
ROY,RIT,Rochester (NY) Yellowjackets,2pmi,Dribble Jumper,Malachi Moore,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A
ROY,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Brock Bowen,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
ROY,RIT,Rochester (NY) Yellowjackets,2pmi,To Basket,Tomiwa Adetosoye,PNR,High,Away,N/A,N/A,N/A,N/A
ROY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Brody Brown,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
ROY,RIT,Rochester (NY) Yellowjackets,2pMa,To Basket,Matt Wiele,Cuts,N/A,Screen,N/A,N/A,N/A,N/A
ROY,RIT,Rochester Institute of Technology Tigers,Foul,To Basket,Brock Bowen,PNR,High,Off,N/A,N/A,N/A,N/A
ROY,RIT,Rochester (NY) Yellowjackets,2pMa,To Basket,Matt Wiele,Post,Left,N/A,David Ackles,Cuts,N/A,Basket
ROY,RIT,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Chase Dickens,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A
ROY,RIT,Rochester (NY) Yellowjackets,2pmi,To Basket,Mitchell Kershner,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
