Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction
RIT,RPI,Rensselaer Polytechnic,2pMa,To Basket,Jonny Angbazo,PNR,Left,Away,Avery Eugster,Spot Ups,Left,Drive
RIT,RPI,Rochester Institute of Technology Tigers,Turnover,To Basket,Brock Bowen,PNR,High,Off,Kenny Wilburn,P&R Roll Man,N/A,Roll
RIT,RPI,Rensselaer Polytechnic,3pmi,Dribble Jumper,Avery Eugster,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
RIT,RPI,Rochester Institute of Technology Tigers,2pmi,To Basket,Chase Dickens,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
RIT,RPI,Rensselaer Polytechnic,2pmi,Dribble Jumper,Jonny Angbazo,Off Screens,Right,Flare,N/A,N/A,N/A,N/A
RIT,RPI,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,Post,Left,Dribble,N/A,N/A,N/A,N/A
RIT,RPI,Rensselaer Polytechnic,3pMa,No Dribble Jumper,Jonny Angbazo,Iso,Right,N/A,Avery Eugster,Spot Ups,N/A,Shot
RIT,RPI,Rochester Institute of Technology Tigers,2pmi,To Basket,Jackson Otis,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
RIT,RPI,Rochester Institute of Technology Tigers,Turnover,N/A,Brock Bowen,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
RIT,RPI,Rensselaer Polytechnic,2pmi,To Basket,PJ Scalisi,PNR,Left,Off,Andrew Deppe,P&R Roll Man,N/A,Roll
RIT,RPI,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Chase Dickens,Iso,Right,N/A,Brock Bowen,Spot Ups,N/A,Shot
RIT,RPI,Rensselaer Polytechnic,2pmi,To Basket,Jonny Angbazo,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
RIT,RPI,Rensselaer Polytechnic,2pmi,Dribble Jumper,Dyland Matchett,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A
RIT,RPI,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,Post,Right,Dribble,N/A,N/A,N/A,N/A
RIT,RPI,Rensselaer Polytechnic,Turnover,N/A,PJ Scalisi,Misc,N/A,N/A,N/A,N/A,N/A,N/A
RIT,RPI,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brock Bowen,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,RPI,Rensselaer Polytechnic,Turnover,N/A,Jonny Angbazo,Iso,Top,N/A,N/A,N/A,N/A,N/A
RIT,RPI,Rochester Institute of Technology Tigers,Foul,To Basket,Brock Bowen,PNR,Right,Off,Chase Dickens,Spot Ups,Right,Drive
RIT,RPI,Rensselaer Polytechnic,Turnover,N/A,Dyland Matchett,PNR,High,Off,Andrew Deppe,P&R Roll Man,Left,Pop
RIT,RPI,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Chase Dickens,Iso,Right,N/A,N/A,N/A,N/A,N/A
RIT,RPI,Rensselaer Polytechnic,2pmi,To Basket,Avery Eugster,PNR,High,Away,N/A,N/A,N/A,N/A
RIT,RPI,Rochester Institute of Technology Tigers,Turnover,N/A,Chase Dickens,Off Screens,Left,Straight,N/A,N/A,N/A,N/A
