Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction
SKD,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brock Bowen,Off Screens,Right,N/A,N/A,N/A,N/A,N/A
SKD,RIT,Skidmore Thoroughbreds,2pmi,Dribble Jumper,Jake Walsh,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
SKD,RIT,Skidmore Thoroughbreds,3pMa,No Dribble Jumper,Aidan Roy,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
SKD,RIT,Rochester Institute of Technology Tigers,3pMa,Dribble Jumper,Brock Bowen,PNR,High,Away,N/A,N/A,N/A,N/A
SKD,RIT,Skidmore Thoroughbreds,Turnover,N/A,Jake Walsh,Hand Offs,Top,Stationary,N/A,N/A,N/A,N/A
SKD,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Jackson Otis,Transition,N/A,Trailer,N/A,N/A,N/A,N/A
SKD,RIT,Skidmore Thoroughbreds,3pmi,No Dribble Jumper,Jake Walsh,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A
SKD,RIT,Rochester Institute of Technology Tigers,Turnover,To Basket,Brock Bowen,PNR,Left,Off,Kenny Wilburn,P&R Roll Man,N/A,Roll
SKD,RIT,Skidmore Thoroughbreds,Turnover,To Basket,Aidan Roy,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
SKD,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
SKD,RIT,Skidmore Thoroughbreds,3pmi,No Dribble Jumper,Hakeem Daphnis,Hand Offs,Left,Dribble,N/A,N/A,N/A,N/A
SKD,RIT,Skidmore Thoroughbreds,3pMa,No Dribble Jumper,Hakeem Daphnis,Off Screens,Right,Straight,N/A,N/A,N/A,N/A
SKD,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Brock Bowen,PNR,Left,Off,Chase Dickens,Spot Ups,Right,Drive
SKD,RIT,Skidmore Thoroughbreds,2pmi,Dribble Jumper,Hakeem Daphnis,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
SKD,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Brock Bowen,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
SKD,RIT,Skidmore Thoroughbreds,2pMa,To Basket,Aidan Roy,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
SKD,RIT,Rochester Institute of Technology Tigers,2pmi,No Dribble Jumper,Chase Dickens,Off Screens,Right,Straight,N/A,N/A,N/A,N/A
SKD,RIT,Skidmore Thoroughbreds,2pmi,To Basket,Jack LaGarde,Transition,N/A,Leak Outs,N/A,N/A,N/A,N/A
