Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction
SLS,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Keegan Ocorr,Misc,N/A,N/A,N/A,N/A,N/A,N/A
SLS,RIT,St. Lawrence Saints,Turnover,N/A,Gavin Macaulay,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
SLS,RIT,Rochester Institute of Technology Tigers,2pmi,No Dribble Jumper,Jackson Otis,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
SLS,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Keegan Ocorr,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
SLS,RIT,St. Lawrence Saints,2pmi,Drop Step,Andrew Cowan,Post,Middle,Dribble,N/A,N/A,N/A,N/A
SLS,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Jackson Otis,Post,Right,Dribble,Brock Bowen,Spot Ups,N/A,Shot
SLS,RIT,St. Lawrence Saints,Turnover,N/A,Gavin Macaulay,PNR,Left,Off,N/A,N/A,N/A,N/A
SLS,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Josiah Turner,Misc,N/A,N/A,N/A,N/A,N/A,N/A
SLS,RIT,St. Lawrence Saints,3pmi,No Dribble Jumper,Aiden Macaulay,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
SLS,RIT,St. Lawrence Saints,2pMa,To Basket,Andrew Cowan,Post,Right,Dribble,N/A,N/A,N/A,N/A
SLS,RIT,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Chase Dickens,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
SLS,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brock Bowen,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
SLS,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Chase Dickens,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
SLS,RIT,St. Lawrence Saints,Turnover,N/A,Trey Syroka,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
SLS,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Jackson Otis,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
SLS,RIT,St. Lawrence Saints,2pmi,To Basket,Andrew Cowan,Transition,N/A,First Middle,N/A,N/A,N/A,N/A
SLS,RIT,St. Lawrence Saints,3pmi,No Dribble Jumper,Aiden Macaulay,Off Screens,Left,Straight,N/A,N/A,N/A,N/A
SLS,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Josiah Turner,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
SLS,RIT,St. Lawrence Saints,3pMa,No Dribble Jumper,Trey Syroka,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
SLS,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Chase Dickens,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
SLS,RIT,St. Lawrence Saints,2pmi,To Basket,Aiden Macaulay,PNR,Left,Away,N/A,N/A,N/A,N/A
SLS,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Jackson Otis,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
SLS,RIT,St. Lawrence Saints,Turnover,N/A,Andrew Cowan,Post,Left,Dribble,N/A,N/A,N/A,N/A
SLS,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Jackson Otis,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
SLS,RIT,St. Lawrence Saints,2pmi,Dribble Jumper,Trey Syroka,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A
SLS,RIT,St. Lawrence Saints,2pmi,Dribble Jumper,Troy McPherson,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
SLS,RIT,St. Lawrence Saints,Turnover,N/A,Troy McPherson,Misc,N/A,N/A,N/A,N/A,N/A,N/A
SLS,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Keegan Ocorr,Transition,N/A,First Middle,N/A,N/A,N/A,N/A
SLS,RIT,St. Lawrence Saints,Foul,To Basket,Chris Downs Jr.,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
SLS,RIT,St. Lawrence Saints,2pmi,To Basket,Adam Dudzinski,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
SLS,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brandon Weiss,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
